GT,Result
178697 843086 227567 240483 722442 16850 24197 967253 410443 317690 ,178697 843086 227567 240483 722442 16850 24197 967253 410443 317690 
987925 295424 88806 246123 636814 553261 645129 342333 146297 44066 ,987925 295424 88806 246123 636814 553261 342333 146297 44066 998421 
977012 244647 87194 383576 567743 604319 824949 241706 476630 828931 ,87194 567743 604319 824949 241706 476630 828931 583624 290901 490403 
505771 874179 37177 760690 537823 110162 8243 949365 583009 435442 ,874179 37177 760690 537823 110162 8243 949365 583009 435442 589246 
848274 30678 3150 422918 276705 641308 681997 18376 127385 912967 ,848274 30678 3150 422918 276705 641308 127385 279215 689692 856969 
186376 538719 981469 725659 529040 183615 490653 217014 707320 308109 ,186376 538719 981469 725659 529040 183615 490653 217014 707320 308109 
82181 178047 380706 494975 18512 951830 864925 738815 878033 480262 ,82181 178047 380706 494975 18512 864925 738815 878033 752548 341763 
117311 32672 472215 716148 732180 336584 997007 606835 682544 868385 ,117311 32672 336584 997007 682544 279101 883432 771710 528214 971166 
760260 126805 576255 374943 443264 500017 549528 844467 345053 302096 ,760260 126805 576255 374943 443264 500017 549528 844467 345053 302096 
680957 162119 411310 91621 245945 279826 132610 332200 551466 565299 ,162119 411310 91621 245945 279826 132610 551466 565299 450121 5267 
49596 450448 900349 319093 615239 450201 311020 172851 863237 853650 ,49596 450448 900349 319093 615239 450201 311020 172851 863237 853650 
777144 383211 280823 647138 257719 766402 279826 257397 75245 265009 ,777144 383211 647138 257719 766402 279826 257397 75245 265009 301727 
18584 994078 267666 960393 91665 984000 260719 642625 763447 106174 ,18584 994078 960393 984000 763447 39764 856935 627896 57019 395217 
367106 881459 20192 257287 925290 47210 24635 207519 847669 798459 ,367106 881459 47210 24635 207519 847669 798459 154246 258912 849362 
672983 838315 53246 488796 429170 904938 17913 198636 613714 402973 ,672983 838315 488796 429170 904938 198636 613714 402973 906673 264629 
500889 147526 779075 134031 135169 507446 316000 940407 390808 477261 ,500889 147526 779075 134031 507446 316000 940407 315937 661306 447441 
145142 695883 688398 496504 531393 211046 772538 103562 21737 861637 ,145142 695883 688398 496504 531393 211046 772538 103562 21737 861637 
611662 399289 832514 331247 851677 700329 675401 599730 508040 175287 ,331247 599730 508040 175287 444675 495390 622746 799492 909857 624624 
