GT,Result
630571 66771 144865 527448 306188 69194 247880 434885 813236 726420 ,306188 430856 287748 565027 631844 155502 109008 414453 822051 708773 
806623 681504 435287 530327 461115 376248 230267 95246 116346 71572 ,806623 435287 530327 461115 230267 116346 116522 407002 744216 408084 
98406 194743 273559 831198 651231 260640 223744 241384 629302 512438 ,273559 194743 831198 223744 241384 629302 197005 246387 204974 889006 
3136 338314 15930 210883 394640 546425 13716 913667 991683 726783 ,3136 338314 15930 546425 913667 726783 527095 193319 272135 343888 
659507 994474 318963 200754 569600 726792 245176 188778 514427 905338 ,994474 200754 726792 514205 169870 423855 279636 956838 545999 366061 
313410 107795 356684 884852 691731 128539 228005 620239 784726 488695 ,107795 128539 228005 784726 488695 134210 752082 127966 967905 576643 
423577 757176 186614 641999 657320 422891 442332 775639 425379 756934 ,442332 775639 425379 908869 819130 792513 850239 642069 786397 643031 
245178 191475 749261 852305 201301 963403 121779 678594 971758 120473 ,749261 963403 121779 971758 962473 708146 518741 867527 166845 962505 
428214 661755 428283 752447 397463 249430 667646 455967 994323 342721 ,207073 130952 541355 207608 791185 938705 479788 57424 6823 852022 
817611 632737 897799 596199 648346 121100 632434 539506 120250 657250 ,121100 539506 120250 179656 275522 968219 195160 634636 536803 949471 
257033 343459 437691 486946 247059 844891 289058 136217 502766 360402 ,257033 343459 437691 486946 289058 502766 360402 43622 275802 197371 
249454 930075 833145 516086 17970 718417 19054 859952 17110 908841 ,249454 833145 17970 718417 19054 859952 17110 888734 518268 81001 
674731 355753 907763 358942 617766 327967 534546 646345 941439 611147 ,355753 907763 617766 534546 941439 611147 996628 674423 858010 534989 
839479 947885 489897 483439 55202 50853 728173 886379 153256 409766 ,839479 947885 728173 636461 385504 855625 410960 637700 450119 921062 
90579 400468 692020 904193 320501 339788 304481 11964 232759 806527 ,90579 904193 320501 339788 304481 11964 692782 515232 904370 302187 
463833 919561 278056 801568 392887 853796 399427 268227 453953 998040 ,463833 919561 278056 392887 399427 268227 453953 200159 533429 461168 
575588 546093 79320 263868 976587 897267 92016 688474 419100 803090 ,8001 879379 326977 802036 193058 206490 750427 159183 577955 93076 
706162 735719 628201 753839 735258 367065 865001 297015 747473 328289 ,706162 628201 753839 735258 367065 297015 747473 328289 612151 239483 
69131 247272 923942 107087 312960 69110 607568 431042 636148 461085 ,923942 312960 69110 431042 636148 44282 86507 22002 336759 232408 
262243 80181 496970 62146 94429 424155 684572 705605 817883 497591 ,424155 458018 953381 105386 307276 690625 673329 518989 741784 21941 
380305 392147 432528 71814 796264 872955 888599 796906 842086 224691 ,796264 888599 796906 224691 13460 162291 125005 69391 190506 70006 
929489 390009 432124 512785 706531 706872 725467 601123 549012 176319 ,796763 466918 273628 626784 523610 58637 806918 678951 402431 740360 
