GT,Result
678251 35468 576166 254139 327752 943751 269674 566775 233979 704054 ,678251 35468 254139 327752 943751 269674 566775 233979 704054 419088 
132073 609375 823405 88562 192103 632373 82210 497093 592836 316642 ,132073 609375 823405 88562 192103 632373 497093 592836 316642 975406 
316642 520871 511914 497093 839601 79044 555604 822468 247394 311822 ,316642 520871 511914 497093 839601 79044 555604 822468 247394 311822 
751018 18019 854342 194285 973000 289470 289471 289472 801691 840385 ,751018 18019 854342 194285 973000 289470 289471 289472 801691 840385 
751018 26229 28088 818885 281991 973000 655640 565684 479734 565892 ,751018 26229 28088 818885 281991 973000 655640 565684 479734 565892 
53585 53586 468078 379972 130883 905660 949330 481084 708920 253472 ,53585 53586 468078 379972 130883 905660 949330 481084 708920 253472 
854342 840385 18019 973000 751018 169880 169881 194285 953062 762308 ,854342 840385 18019 973000 751018 169880 169881 194285 953062 762308 
720090 513077 996828 271240 475865 346667 197903 228087 553777 731244 ,720090 513077 996828 271240 475865 346667 197903 228087 553777 731244 
631614 915705 625414 552713 903689 801730 797853 581779 759837 296838 ,631614 915705 625414 552713 903689 801730 797853 581779 759837 296838 
285788 768249 573900 753189 802010 802011 874173 249714 787989 687298 ,285788 768249 573900 753189 802010 802011 874173 249714 787989 687298 
959674 415467 676983 162931 534010 103054 418623 905855 165008 936319 ,959674 415467 676983 162931 534010 103054 418623 905855 165008 936319 
337877 287792 609265 654660 654661 38379 310703 775247 130430 553886 ,337877 287792 609265 654660 654661 38379 310703 775247 130430 553886 
774519 129473 439764 496244 546194 546195 395125 505584 763555 451158 ,774519 129473 439764 496244 546194 546195 395125 505584 763555 451158 
1376 302332 594108 532741 116256 116257 698377 503523 39599 335706 ,1376 302332 594108 532741 116256 116257 698377 503523 39599 335706 
129473 73781 532741 199584 136199 854665 503504 67779 802010 802011 ,129473 73781 532741 199584 136199 854665 503504 67779 563251 563252 
132431 821793 768032 802010 802011 3565 787685 334982 980293 980294 ,132431 821793 768032 802010 802011 3565 787685 334982 980293 980294 
252096 202007 44784 300606 926395 833841 812813 258748 368464 728758 ,252096 202007 44784 300606 926395 833841 812813 258748 368464 728758 
833841 202007 329475 511272 921015 843321 545114 459595 459596 300606 ,833841 202007 329475 511272 921015 843321 545114 459595 459596 300606 
316665 475972 90915 849612 509738 83672 684586 719652 590240 51510 ,316665 475972 90915 849612 509738 83672 684586 719652 590240 51510 
108448 465103 495142 364708 39415 570988 578514 1158 740983 938855 ,108448 465103 495142 364708 39415 570988 578514 1158 740983 938855 
263198 427970 209419 522464 717145 942706 638095 588365 213845 401968 ,263198 427970 209419 522464 717145 942706 638095 588365 213845 401968 
803907 642218 515361 362626 943747 524719 139167 490503 793341 315908 ,803907 642218 515361 362626 943747 524719 139167 490503 793341 315908 
730613 319445 319446 574283 197397 197398 114384 886983 353598 150898 ,730613 319445 319446 574283 197397 197398 114384 886983 353598 150898 
634608 554135 568719 265415 492752 795653 209285 475613 43845 111589 ,634608 554135 568719 265415 492752 795653 209285 475613 43845 111589 
168991 919176 86636 420930 872640 849782 118281 723790 77063 626052 ,168991 919176 86636 420930 872640 849782 118281 723790 77063 626052 
519630 360943 360944 978961 701873 891961 367666 711709 711710 659705 ,360943 360944 978961 701873 891961 367666 711709 711710 659705 659706 
513734 757704 651657 195345 872640 209592 542778 849782 643461 748045 ,513734 757704 651657 195345 872640 209592 542778 849782 643461 748045 
892385 56592 401779 889421 267006 718275 22633 135781 406104 904495 ,56592 401779 889421 267006 718275 22633 135781 406104 904495 832131 
679052 355651 28358 701873 349577 978961 523524 367666 891961 711709 ,679052 355651 28358 701873 349577 978961 523524 367666 891961 711709 
201068 468995 388383 838117 717044 852789 717276 810155 274562 562584 ,201068 468995 388383 838117 717044 852789 717276 810155 274562 562584 
914642 871132 554723 581340 547858 27136 571459 455035 455036 382448 ,914642 871132 554723 581340 547858 27136 571459 455035 455036 382448 
380649 863690 599104 988915 667499 927514 602446 778942 354533 354534 ,380649 863690 599104 988915 667499 927514 602446 778942 354533 354534 
68251 691187 843301 233217 892256 534167 8819 104361 121389 320298 ,68251 691187 843301 233217 892256 534167 8819 104361 121389 320298 
55129 284652 446709 394291 148633 66955 66956 194252 43305 794312 ,55129 284652 446709 394291 148633 66955 66956 194252 43305 794312 
102349 677136 570767 570768 83646 857303 391791 298443 789711 196396 ,102349 677136 570767 570768 83646 857303 391791 298443 789711 196396 
363473 733026 264604 710109 211049 646371 887478 438845 91741 900318 ,363473 733026 264604 710109 211049 646371 887478 438845 91741 900318 
84542 661793 908017 122850 440192 105055 661101 992266 747680 424036 ,84542 661793 908017 122850 440192 105055 661101 992266 747680 424036 
373153 621291 918985 839838 81277 722179 598370 624406 449224 223981 ,373153 621291 918985 839838 81277 722179 598370 624406 449224 223981 
211448 300221 773029 169802 931961 806897 487396 732672 378287 378288 ,211448 300221 773029 169802 931961 806897 487396 732672 378287 378288 
178065 110171 495377 514114 766241 462098 860853 299984 61881 844764 ,178065 110171 495377 514114 766241 462098 860853 299984 61881 844764 
225764 34866 687685 646938 389072 697086 198849 422998 198176 725860 ,225764 34866 687685 646938 389072 697086 198849 422998 198176 725860 
626646 626647 484461 201087 786205 707768 241881 316746 935441 159356 ,626646 626647 484461 201087 786205 707768 241881 316746 935441 159356 
330780 330781 575936 312283 958811 944820 21154 743286 743287 781059 ,330780 330781 575936 312283 958811 944820 21154 743286 743287 781059 
239766 352758 765460 544046 313654 232107 511565 715771 905014 905015 ,239766 352758 765460 544046 313654 232107 511565 715771 905014 905015 
392145 935281 837841 871626 579542 698380 698381 581429 581430 926907 ,392145 935281 837841 871626 579542 698380 698381 581429 581430 926907 
610511 257362 820746 313654 975847 415968 675988 970493 709850 705700 ,610511 257362 313654 975847 415968 675988 970493 709850 705700 756775 
227663 808807 516170 563717 420879 50869 632835 224559 840424 419763 ,227663 808807 516170 563717 50869 632835 224559 840424 419763 487702 
977831 154901 598480 539552 664772 230519 524479 85316 571168 536570 ,977831 154901 598480 539552 664772 230519 524479 85316 571168 536570 
768130 44407 182316 583296 928925 786823 827927 779861 799788 693795 ,768130 44407 182316 583296 928925 786823 827927 779861 799788 579767 
78869 638175 49126 592781 701074 355175 823839 525430 9325 713968 ,78869 638175 49126 592781 701074 355175 823839 525430 9325 713968 
439591 411454 617890 867183 237860 237861 865923 243635 909125 369908 ,439591 411454 617890 867183 237860 237861 865923 243635 909125 369908 
321102 153774 332694 332695 654318 576985 455815 669399 436218 482069 ,321102 153774 332694 332695 654318 576985 455815 669399 436218 482069 
297722 437118 69715 689133 967694 419792 834443 340311 520072 838771 ,297722 437118 69715 689133 967694 419792 834443 340311 520072 517705 
756978 919747 482069 482070 455815 575681 972891 75283 654318 340311 ,756978 919747 482069 482070 455815 575681 972891 75283 654318 340311 
73205 683354 683355 683356 49333 467293 467294 195769 500022 783071 ,73205 683354 683355 683356 49333 467293 467294 195769 500022 783071 
574621 214123 844272 788332 788333 798319 239629 239630 542688 765949 ,574621 214123 844272 788332 788333 798319 239629 239630 542688 765949 
962152 602459 359910 192241 435921 818738 451314 948115 830363 830364 ,962152 602459 359910 192241 435921 818738 451314 948115 830363 830364 
73205 772894 683354 683355 683356 246987 467293 467294 49333 232375 ,73205 772894 683354 683355 683356 246987 467293 467294 49333 232375 
81478 588134 599783 335703 482790 606873 139731 698822 116248 54145 ,81478 588134 599783 335703 482790 606873 139731 698822 116248 54145 
73205 683354 683355 683356 772894 49333 467293 467294 500022 783071 ,73205 683354 683355 683356 772894 49333 467293 467294 500022 783071 
468032 33027 945639 631760 493420 906285 729899 100515 92448 248923 ,468032 33027 945639 631760 493420 906285 729899 100515 92448 248923 
579389 183294 20439 350465 765261 683815 226193 651071 67089 674432 ,579389 183294 20439 350465 765261 683815 226193 651071 67089 674432 
251936 44780 265018 121459 391622 550003 754403 322689 839223 839224 ,251936 44780 265018 121459 391622 550003 754403 322689 839223 839224 
859939 183993 77467 999451 291381 908429 597731 396529 396530 415501 ,859939 183993 77467 999451 291381 908429 597731 396529 396530 415501 
929975 217888 726606 879179 593740 861472 279934 258120 774868 63592 ,929975 217888 726606 879179 593740 861472 279934 258120 774868 63592 
280214 530364 555965 294743 687966 41251 996095 393460 154356 842263 ,280214 530364 555965 294743 687966 41251 996095 393460 154356 842263 
80722 571055 966013 518961 828837 979035 904489 578768 483468 483469 ,80722 571055 966013 518961 828837 979035 904489 578768 483468 483469 
978863 160699 123531 219296 690062 746248 463796 320918 505116 168530 ,978863 160699 123531 219296 690062 746248 463796 320918 505116 168530 
320918 148202 931192 903585 397778 499358 121697 47442 819438 370280 ,320918 148202 931192 903585 397778 499358 121697 47442 819438 370280 
329400 996311 83921 953625 490958 490959 501850 915750 915751 157301 ,329400 996311 83921 490958 490959 501850 915750 915751 157301 813695 
951221 11832 467821 467822 311278 723505 968504 184747 11578 2214 ,951221 11832 467821 467822 311278 723505 968504 184747 11578 2214 
903316 490958 490959 514849 758205 72146 742804 145921 774710 994966 ,903316 490958 490959 514849 758205 72146 742804 145921 774710 994966 
831028 985382 459491 86543 68899 743009 768428 844177 21266 635368 ,831028 985382 459491 86543 68899 743009 768428 844177 21266 635368 
175040 990089 486818 708631 771426 296553 844177 609024 618205 115610 ,175040 990089 486818 708631 771426 296553 844177 609024 618205 115610 
517832 984280 533336 976433 2211 457034 20706 86543 799260 496909 ,517832 984280 533336 976433 2211 457034 20706 86543 799260 496909 
119923 781305 745601 536354 357819 130043 130044 925228 46110 609678 ,781305 536354 357819 130043 130044 46110 609678 218006 259562 458041 
173352 92441 162885 25790 941141 497487 279360 725345 937203 658041 ,173352 92441 162885 25790 941141 497487 279360 725345 937203 658041 
115610 609024 618205 178974 708631 993041 296553 486818 94089 92441 ,115610 609024 618205 178974 708631 993041 296553 486818 94089 92441 
396254 68899 777267 984280 527581 495824 976433 513796 343379 826783 ,396254 68899 777267 984280 527581 495824 976433 513796 343379 826783 
23988 310718 708631 658041 632785 92441 844177 249812 972889 835985 ,23988 310718 708631 658041 632785 92441 844177 249812 125170 125171 
618205 708631 714881 828294 518894 993041 286109 305247 305248 604445 ,618205 708631 714881 828294 518894 993041 286109 305247 305248 604445 
681707 84226 73469 359943 651429 633712 266316 444267 833895 623454 ,681707 84226 73469 359943 651429 633712 266316 444267 833895 623454 
578824 571140 988382 904597 15350 69787 382092 369680 610805 319451 ,578824 571140 988382 904597 15350 69787 382092 369680 610805 319451 
652498 573241 59787 225908 546927 684950 835913 792460 518559 847677 ,652498 573241 59787 225908 546927 684950 835913 792460 518559 847677 
659185 7158 840857 916816 271644 332566 240764 441735 445489 498487 ,659185 7158 840857 916816 271644 332566 240764 441735 445489 498487 
639965 639966 671083 343774 634223 371358 363751 877708 201481 443870 ,639965 639966 671083 343774 634223 371358 363751 877708 201481 443870 
