GT,Result
470903 874660 203087 715245 120210 52179 809589 915060 540713 203327 ,470903 874660 203087 715245 120210 52179 809589 915060 540713 203327 
174008 981479 981366 74600 311283 860971 669224 769568 308968 771639 ,174008 981479 981366 74600 311283 860971 669224 769568 308968 771639 
47274 754431 572512 902516 780576 104514 215026 39789 828623 718915 ,47274 754431 572512 902516 780576 104514 215026 39789 828623 718915 
943387 340093 994392 287559 999791 717706 571846 997865 241981 454326 ,943387 340093 994392 287559 999791 717706 571846 997865 241981 454326 
906131 84862 30644 298727 670266 612271 366357 261776 401624 323824 ,906131 84862 30644 670266 612271 366357 261776 401624 323824 762096 
539792 829140 649047 113195 666757 24759 822227 852624 993645 996628 ,539792 829140 649047 113195 666757 24759 822227 852624 993645 996628 
63353 104834 80606 86914 340286 518465 524827 30089 292834 484137 ,63353 104834 80606 86914 340286 518465 524827 30089 292834 484137 
849763 673618 53355 673706 476780 414523 511876 478371 376377 814409 ,849763 673618 53355 673706 476780 414523 511876 478371 376377 814409 
546381 68643 305244 90522 636835 268450 451296 546385 109123 336622 ,546381 68643 305244 90522 636835 268450 451296 546385 109123 336622 
567104 569101 567039 816691 27395 158992 373736 568559 568254 567627 ,567104 569101 567039 816691 27395 158992 373736 568559 568254 567627 
655473 40992 785178 174267 852531 374182 543183 883174 921546 542119 ,655473 40992 785178 174267 852531 374182 543183 883174 921546 542119 
210281 196696 290947 422457 922781 590019 659439 884763 775583 290190 ,210281 196696 290947 422457 922781 590019 659439 884763 775583 290190 
902056 982527 473338 784324 785753 484951 63450 622247 802049 572498 ,902056 982527 473338 484951 63450 622247 802049 572498 613117 548319 
849675 819560 204277 802462 298232 194980 175142 87659 853468 141890 ,849675 819560 204277 802462 298232 194980 175142 87659 853468 141890 
807124 329246 231145 335040 214489 214585 342694 369069 724430 343301 ,807124 329246 231145 335040 214489 214585 342694 369069 724430 343301 
16440 997249 353171 855999 916245 961881 748729 158969 562084 391253 ,16440 997249 353171 855999 916245 961881 158969 562084 391253 999216 
821569 46553 281532 561191 717255 405398 531291 135350 801855 674820 ,821569 46553 281532 561191 717255 405398 531291 135350 801855 674820 
122415 543415 617455 84212 452077 378711 324947 54095 319877 54069 ,122415 543415 617455 84212 452077 378711 324947 54095 319877 54069 
307041 700753 245467 119916 5012 77965 360843 353296 562597 565002 ,307041 700753 245467 119916 5012 77965 360843 353296 562597 565002 
842789 543279 846920 273525 690287 752065 940881 877022 256894 527463 ,842789 543279 846920 273525 690287 752065 940881 877022 256894 527463 
655913 647210 652206 653283 985086 211074 795760 649149 422526 648739 ,655913 647210 652206 653283 985086 211074 795760 649149 422526 648739 
743837 59992 748628 106531 858618 311965 735372 979495 363521 371194 ,743837 59992 748628 106531 858618 311965 735372 979495 363521 371194 
14648 275181 543497 311052 838416 777192 527083 200745 865246 528588 ,14648 275181 543497 311052 838416 777192 527083 200745 865246 528588 
233077 448696 955805 14975 884354 942284 684968 52795 839277 709812 ,233077 448696 955805 14975 884354 942284 684968 52795 839277 709812 
298819 542199 760231 3613 429161 623901 197459 620626 593475 776227 ,298819 542199 760231 3613 429161 623901 197459 620626 593475 776227 
475402 478755 190066 53993 198559 113500 659434 264983 526994 383734 ,475402 478755 190066 53993 198559 113500 659434 264983 526994 383734 
298341 997605 632068 367198 787460 392097 682290 146434 204279 404417 ,298341 997605 632068 367198 787460 392097 682290 146434 204279 404417 
739026 391866 516652 911162 262977 499757 862762 749805 912052 498039 ,739026 391866 516652 911162 262977 499757 862762 749805 912052 498039 
