GT,Result
724359 50749 463191 563669 634374 584691 751 752 211275 171638 ,724359 50749 463191 563669 634374 584691 751 752 211275 74296 
298607 896739 700683 35968 52682 3678 254935 124593 113174 48301 ,298607 896739 700683 35968 52682 254935 124593 113174 48301 19776 
837511 992027 250279 113094 360061 157131 157132 153919 555186 628514 ,837511 992027 250279 113094 360061 157131 157132 153919 555186 628514 
806102 728392 106505 543172 380433 165181 891038 256161 868703 560850 ,806102 728392 106505 543172 380433 165181 891038 256161 868703 656057 
643801 838571 837720 571295 377267 18697 626274 399195 732680 256238 ,643801 838571 837720 571295 377267 626274 399195 38770 203516 17369 
298130 588322 659028 448392 909197 930692 118697 25050 970318 65677 ,298130 659028 448392 930692 118697 970318 65677 311004 186712 936026 
290405 101340 890235 390243 493665 770202 5291 583243 160456 120036 ,290405 101340 890235 390243 493665 5291 583243 160456 120036 207005 
661053 606909 914876 168531 85557 477222 550568 247513 804559 99565 ,661053 606909 914876 168531 85557 550568 804559 99565 496441 450501 
913346 181985 181986 493913 944275 440723 345631 364264 580426 798740 ,913346 181985 181986 944275 440723 345631 364264 580426 798740 595733 
888981 267294 721607 586911 190307 78049 705101 631396 838107 42330 ,888981 267294 721607 586911 190307 78049 705101 631396 42330 315310 
249444 449716 162015 822745 947441 405273 670011 190672 683892 400980 ,249444 162015 822745 947441 405273 670011 190672 683892 400980 17892 
128788 20825 271236 18312 879215 350261 388942 784636 718308 904655 ,128788 20825 271236 879215 388942 718308 904655 407401 391795 716597 
925280 864823 249567 726415 941507 397256 612967 682262 824084 711235 ,925280 864823 726415 941507 612967 682262 824084 711235 711236 627197 
881723 657367 192339 784399 14273 14274 872851 238613 725034 689809 ,881723 657367 192339 784399 14273 14274 872851 238613 725034 689809 
555194 918174 274202 295160 815756 899765 917469 608822 58128 282589 ,555194 918174 274202 295160 815756 899765 608822 58128 688681 784085 
326969 207128 404073 349645 431717 593444 575221 301625 187041 218473 ,326969 207128 404073 349645 431717 593444 575221 301625 187041 218473 
806198 218192 415452 9582 318940 674131 456560 49220 914335 389330 ,806198 218192 415452 9582 318940 674131 456560 49220 389330 428441 
596226 870503 233356 478532 251960 291307 291308 487329 806198 717353 ,596226 870503 233356 478532 251960 291307 291308 487329 806198 717353 
209419 263198 588365 638095 942706 717145 883476 401968 522464 213845 ,209419 263198 588365 638095 942706 717145 883476 401968 522464 213845 
444822 774561 774562 679116 293586 313592 29845 783806 757022 757023 ,444822 774561 774562 679116 313592 29845 757022 757023 823132 476001 
399921 399922 832188 693490 874851 846004 387083 344356 502704 640554 ,399921 399922 832188 693490 874851 846004 387083 344356 502704 640554 
971552 524787 160634 62643 696628 423352 925054 700157 265739 159020 ,971552 696628 423352 925054 265739 159020 736893 596267 351091 495903 
115384 810305 330089 827409 243201 562266 879125 413616 40109 247023 ,115384 827409 247023 12150 436637 706494 784298 106679 956691 119587 
605867 101275 40868 605260 605261 968756 595812 361653 327040 805814 ,605867 40868 605260 605261 968756 595812 361653 805814 887613 669377 
751180 259075 678899 163123 276580 477412 477413 530587 937114 555969 ,751180 259075 678899 530587 555969 119855 34827 194369 895479 461946 
78401 78402 594163 417357 431702 162471 410239 713105 63377 515504 ,78401 78402 594163 417357 431702 162471 63377 515504 982539 1005 
947981 284056 778025 744350 744351 956910 337379 301497 750812 320233 ,947981 284056 778025 956910 337379 750812 320233 183611 4312 313532 
268818 169940 698743 726757 727856 894561 739564 979758 785248 261381 ,268818 169940 698743 726757 727856 739564 979758 785248 261381 151939 
705401 10510 792663 450564 194732 324731 520135 982632 243405 577771 ,705401 10510 792663 450564 324731 520135 982632 243405 577771 588470 
111710 7870 203948 562087 223556 441970 617548 887046 652874 75127 ,111710 7870 203948 562087 223556 441970 617548 887046 652874 214904 
642143 474951 43858 178750 520871 555604 944370 977431 652482 229223 ,642143 43858 178750 520871 555604 944370 977431 652482 229223 229224 
761407 81856 452788 398058 660492 520871 9563 543706 536412 809996 ,761407 81856 452788 398058 660492 520871 536412 809996 632373 388924 
793313 928975 928976 609976 609977 835632 506850 352873 793758 658658 ,793313 928975 928976 609976 609977 835632 506850 352873 658658 44260 
962648 479415 977982 31988 515999 495511 372258 508442 68504 432331 ,962648 479415 977982 515999 495511 508442 68504 432331 883006 354346 
329406 64995 892942 716166 313151 846933 846934 209110 714973 55889 ,329406 64995 892942 716166 313151 209110 55889 403070 287181 724472 
495511 372258 962648 354346 508442 785091 808515 977982 432331 479415 ,495511 962648 354346 508442 977982 432331 479415 97499 569191 515999 
815244 838822 645504 739479 940318 306478 32095 32096 140075 121574 ,815244 838822 739479 940318 306478 140075 121574 24826 228287 242761 
799759 647675 389089 389090 671026 946570 689876 521385 23119 71002 ,799759 647675 389089 389090 23119 71002 958684 915510 404887 404888 
308377 313671 290109 290110 647410 807857 299975 87964 685177 76863 ,308377 313671 647410 807857 685177 76863 965712 730212 730213 235191 
479859 676053 676686 393289 22215 244419 632458 748857 320072 524276 ,479859 676053 22215 244419 320072 524276 410973 484842 111440 864626 
854059 227730 571608 680223 372845 835757 456468 624150 990120 3776 ,854059 227730 571608 680223 372845 835757 624150 990120 3776 511912 
401239 994283 808607 103841 269077 169416 722757 881508 457457 959194 ,401239 994283 808607 103841 269077 169416 722757 881508 457457 959194 
17380 543862 543863 217232 543659 809501 542360 546488 498792 695647 ,17380 543862 543863 217232 543659 809501 542360 546488 498792 695647 
156199 748221 147309 556796 969381 357799 35680 9831 462666 600876 ,156199 748221 147309 556796 969381 357799 35680 9831 462666 600876 
255519 914779 677197 1261 646982 222601 472019 590739 905126 318112 ,255519 914779 1261 646982 222601 472019 590739 318112 78202 343325 
37310 968779 945139 579324 383800 534267 463316 451700 331700 982683 ,37310 968779 945139 579324 534267 463316 451700 331700 982683 845600 
192584 255609 394773 913744 797471 715849 232568 199141 199142 433384 ,192584 255609 394773 232568 199141 199142 433384 813951 41967 405737 
265188 562216 792499 830011 377816 797520 797521 282059 173886 448469 ,265188 562216 792499 830011 377816 797520 797521 282059 173886 448469 
930405 152279 857929 837178 487009 495564 651905 85420 709361 317727 ,930405 152279 857929 837178 487009 651905 85420 317727 578613 425856 
729141 167106 865728 561367 426682 858986 755709 755710 579329 362218 ,729141 167106 561367 858986 579329 362218 209483 209484 726211 593507 
254968 477337 36380 642257 626470 624151 424712 461369 571578 789705 ,254968 477337 36380 642257 626470 624151 424712 461369 571578 789705 
693083 914646 765726 572123 948817 473286 989243 283903 205590 98404 ,693083 914646 765726 572123 948817 473286 989243 283903 205590 98404 
