GT,Result
1698312 929554 4414954 3505412 2675537 2867135 4818040 4731796 4863942 4025001 ,1698312 929554 4414954 3505412 2675537 2867135 4818040 4731796 4863942 4025001 
632212 3912327 1123055 1475152 911772 3060640 1995492 4493624 1764276 4496158 ,632212 1123055 1475152 911772 3060640 1995492 4493624 1764276 4496158 380469 
1753992 3422350 4474785 3705085 1210366 4762060 3914042 3141050 3147558 2547922 ,1753992 3422350 4474785 3705085 1210366 4762060 3914042 3141050 3147558 2547922 
793009 1398101 2427496 3530595 1231261 1051949 4111997 2515134 3623473 4826929 ,793009 1398101 2427496 3530595 1231261 1051949 4111997 2515134 3623473 4826929 
151134 198757 2960654 3882483 403218 4501163 3842427 468538 4706735 3863191 ,151134 198757 2960654 3882483 403218 4501163 468538 4706735 3863191 2134949 
2351389 1253491 636169 3065158 914600 1070149 1346510 4920067 3665253 1777024 ,2351389 1253491 636169 3065158 914600 1070149 1346510 4920067 3665253 1777024 
492434 3291082 3692769 3474944 1474727 2595050 3441606 387166 3470315 1993374 ,492434 3291082 3692769 3474944 1474727 2595050 3441606 387166 3470315 1993374 
3705088 3340171 3342393 4949345 2908827 3665253 3682508 2908850 377913 2910574 ,3705088 3340171 3342393 4949345 2908827 3665253 3682508 2908850 377913 2910574 
1373279 783687 3392608 3760265 396012 2248278 4167022 2298044 2374841 1758669 ,1373279 783687 3392608 3760265 396012 2248278 4167022 2298044 2374841 1758669 
869658 2730924 3204676 4006913 1954371 2349950 1324220 3005114 1400305 186403 ,869658 2730924 3204676 4006913 1954371 2349950 1324220 3005114 1400305 186403 
2656633 3839404 3527775 1116026 3457333 3626726 1712018 4327706 2729915 4311305 ,2656633 3839404 3527775 1116026 3457333 3626726 1712018 4327706 2729915 4311305 
3778153 2076714 3563901 686212 2002483 2666745 4457932 1402683 3904397 4260852 ,3778153 2076714 3563901 686212 2002483 2666745 4457932 1402683 3904397 4260852 
1366140 3978033 2637728 4443019 2042608 453608 4353046 3835819 3747895 690150 ,1366140 3978033 2637728 4443019 2042608 453608 4353046 3835819 3747895 690150 
4923162 767631 4885184 435152 1780819 891214 2147249 1489895 4207810 2913293 ,4923162 767631 4885184 435152 1780819 891214 2147249 1489895 4207810 2913293 
4273290 1495944 4893595 505004 1208077 2008030 3468149 4847640 3418793 2613860 ,4273290 1495944 4893595 505004 1208077 2008030 3468149 4847640 3418793 2613860 
3748784 2159325 12774 1038381 3903124 3643963 4266312 1256943 3482558 2226476 ,3748784 2159325 12774 1038381 3903124 3643963 4266312 1256943 3482558 2226476 
4945161 2090811 3347968 1746935 2048383 1181505 378098 4519391 1089856 3991106 ,4945161 2090811 3347968 1746935 2048383 1181505 378098 4519391 1089856 2499123 
3312444 3254321 383218 2609900 4220260 1239207 1482552 1986520 2539656 3415051 ,3312444 3254321 383218 2609900 4220260 1239207 1482552 1986520 2539656 3415051 
3054011 4499988 755129 4378159 41031 2829553 3207345 849675 76345 3087850 ,3054011 4499988 755129 4378159 41031 2829553 3207345 849675 76345 3087850 
3062438 1366177 3205447 3967513 2999359 4398428 4710532 4428004 796342 1037693 ,3062438 1366177 3205447 3967513 2999359 4398428 4710532 4428004 796342 1037693 
893323 1462214 2471366 3812412 3624468 1135616 1986449 2453841 2917562 647783 ,893323 1462214 2471366 3812412 3624468 1135616 1986449 2453841 2917562 647783 
4261413 372262 3845700 1470930 4803913 4478181 969087 858883 2211234 1388324 ,4261413 3845700 1470930 4803913 4478181 969087 858883 2211234 1388324 947986 
3291619 3659705 3055578 3588404 3449689 3300209 3414964 2536386 1066708 2007279 ,3291619 3659705 3055578 3588404 3449689 3300209 3414964 2536386 1066708 2007279 
3619370 3595474 4097989 1493873 2642776 1283930 4239260 2960399 442397 1057464 ,3619370 3595474 4097989 1493873 2642776 1283930 4239260 2960399 442397 1057464 
3253820 1247289 2011801 387714 3265239 1059952 913042 2907307 2542878 1278035 ,3253820 1247289 2011801 387714 3265239 1059952 913042 2907307 2542878 1278035 
4568088 2985014 3466561 3670738 1474204 3663673 1253713 4301828 2546536 3446233 ,4568088 2985014 3466561 3670738 1474204 3663673 1253713 4301828 2546536 3446233 
3852796 3128979 1411797 1069728 1805233 3556622 3222687 4177334 1515306 4548444 ,3852796 3128979 1411797 1069728 1805233 3556622 3222687 4177334 1515306 4548444 
1542622 3882902 3697136 3067664 3589188 1296963 3042696 3520963 4314526 3450764 ,1542622 3882902 3697136 3067664 3589188 1296963 3042696 3520963 4314526 3450764 
570100 4728508 3006074 4020109 4524009 2762344 2692969 615914 4075806 3539442 ,4728508 3006074 4020109 2762344 2692969 615914 4075806 3539442 4698844 3841150 
2536061 4500828 3666206 4857349 1989242 3461069 3260688 3659206 1477026 2900586 ,2536061 4500828 3666206 4857349 1989242 3461069 3260688 3659206 1477026 2900586 
4333325 4393202 851106 4186915 1934305 4447978 2767668 2965060 2282416 4396266 ,4333325 851106 4186915 2767668 2965060 2282416 4396266 4830919 801339 1737579 
2523818 4689602 3974140 4015475 2527297 2137259 475862 396522 3028560 4570695 ,2523818 4689602 3974140 4015475 2137259 475862 396522 3028560 4570695 3898521 
4702437 3703897 1218407 440936 4849983 1998315 1663329 4504749 1673033 2620025 ,3703897 1218407 440936 4849983 1998315 1663329 4504749 1673033 2620025 3474175 
724231 1507289 1811803 2927717 1518088 2940819 3824610 3209506 676967 4386020 ,724231 1507289 1811803 2927717 1518088 2940819 3824610 3209506 676967 4386020 
701348 2497511 672955 2625826 2104052 4666438 4727656 1560799 1547129 762234 ,701348 2497511 672955 2625826 2104052 4666438 4727656 1560799 1547129 762234 
856264 4853155 688048 3587411 4655142 3185563 2704762 2802305 3565152 799387 ,856264 4853155 688048 3587411 4655142 3185563 2704762 2802305 3565152 799387 
1301191 3317286 2397103 998211 720567 3063253 1070183 1075471 4860509 3193383 ,1301191 3317286 2397103 3063253 1070183 1075471 4860509 2533546 4100417 2619033 
