GT,Result
379078 83243 119837 307879 360182 450834 683889 102447 441341 142520 ,379078 83243 119837 307879 360182 450834 683889 102447 441341 142520 
45208 320291 402502 260206 308846 489596 851664 838613 219176 383946 ,45208 320291 402502 260206 308846 489596 851664 838613 219176 383946 
693389 61166 258782 883355 61412 201507 462407 511876 590693 1046904 ,693389 61166 258782 883355 61412 201507 462407 511876 590693 1046904 
355345 178519 19082 856907 606112 448111 167861 677188 108993 124857 ,355345 178519 19082 856907 606112 448111 167861 677188 108993 124857 
526702 1046904 462407 780874 258782 39743 988734 877925 201507 714236 ,526702 1046904 462407 780874 258782 39743 988734 877925 201507 714236 
866388 885948 164308 68289 146905 917062 106596 44080 22162 606112 ,866388 885948 164308 68289 146905 917062 106596 44080 22162 606112 
783335 690672 688595 927122 165531 939321 919256 864004 957580 191674 ,783335 690672 688595 927122 165531 939321 919256 864004 957580 191674 
1020617 90552 443973 352876 199192 747375 124580 299038 61166 260767 ,1020617 90552 443973 352876 199192 747375 124580 299038 61166 260767 
20820 1005315 712715 20527 427555 634393 797384 106527 999992 39743 ,20820 1005315 712715 20527 427555 634393 797384 106527 999992 39743 
683200 590693 588126 252249 883355 735184 919256 331841 938920 454256 ,683200 590693 588126 252249 883355 735184 919256 331841 938920 454256 
56130 1026233 174883 687329 133271 938566 603042 590693 7727 1013293 ,56130 1026233 174883 687329 133271 938566 603042 590693 7727 1013293 
858794 921846 272769 543735 735184 299444 41389 354980 352876 362331 ,858794 921846 272769 543735 735184 299444 41389 354980 352876 362331 
285872 675522 349932 736058 186076 199192 732028 503866 919952 159097 ,285872 675522 349932 736058 186076 199192 732028 503866 919952 159097 
258782 526702 261703 61166 235281 381986 435584 916491 462923 309607 ,258782 526702 261703 61166 235281 381986 435584 916491 462923 309607 
61166 15712 443973 305265 980041 319934 261703 382223 194251 1017441 ,61166 15712 443973 305265 980041 319934 261703 382223 194251 1017441 
52065 52126 349932 914498 457047 917062 51569 143925 981976 435382 ,52065 52126 349932 914498 457047 917062 51569 143925 981976 435382 
20820 45049 590693 625670 146905 597285 873633 427555 423914 917062 ,20820 45049 590693 625670 146905 597285 873633 427555 423914 917062 
140478 164308 1032077 965061 3550 39743 158422 221188 672471 385049 ,140478 164308 1032077 965061 3550 39743 158422 221188 672471 385049 
805573 462923 43196 3550 938566 1032077 100872 788515 125918 688595 ,805573 462923 43196 3550 938566 1032077 100872 788515 125918 688595 
42877 174591 39743 154556 462407 120745 395435 349932 887174 106527 ,42877 174591 39743 154556 462407 120745 395435 349932 887174 106527 
330676 447866 409479 364189 484066 15344 221188 374999 319934 603886 ,330676 447866 409479 364189 484066 15344 221188 374999 319934 603886 
61166 866388 258782 645362 779675 611345 443973 1026233 319934 1017441 ,61166 866388 258782 645362 779675 611345 443973 1026233 319934 1017441 
298551 435382 383866 354954 300865 435584 61166 361969 951367 381986 ,298551 435382 383866 354954 300865 435584 61166 361969 951367 381986 
710083 272769 484674 483747 858794 723099 740696 161980 354980 165814 ,710083 272769 484674 483747 858794 723099 740696 161980 354980 165814 
675522 519096 102583 309607 176793 349932 382223 511876 89650 199192 ,675522 519096 102583 309607 176793 349932 382223 511876 89650 199192 
337642 409181 53724 634020 4952 22162 462923 965061 938566 42135 ,337642 409181 53724 634020 4952 22162 462923 965061 938566 42135 
572324 487121 268293 41389 382223 505746 307360 89650 102583 531984 ,572324 487121 268293 41389 382223 505746 307360 89650 102583 531984 
31815 645362 51672 16434 777084 1021705 95600 981976 49877 200102 ,31815 645362 51672 16434 777084 1021705 95600 981976 49877 200102 
245261 25179 630444 141495 118004 665243 94346 299444 693389 712715 ,245261 25179 630444 141495 118004 665243 94346 299444 693389 712715 
221188 3550 330676 740797 540423 61166 864004 1032077 43196 447866 ,221188 3550 330676 740797 540423 61166 864004 1032077 43196 447866 
735184 468129 867081 161980 233441 538657 184659 683200 459652 740696 ,735184 468129 867081 161980 233441 538657 184659 683200 459652 740696 
315849 520484 1046904 39743 505746 235281 665243 423914 723202 42877 ,315849 520484 1046904 39743 505746 235281 665243 423914 723202 42877 
1035675 939321 201507 780874 205365 675522 453081 690672 736058 129077 ,1035675 939321 201507 780874 205365 675522 453081 690672 736058 129077 
191674 880226 1011514 252249 538657 556657 459652 483747 939321 161980 ,191674 880226 1011514 252249 538657 556657 459652 483747 939321 161980 
680550 564620 252249 591844 459652 233441 967211 1015419 191674 538657 ,680550 564620 252249 591844 459652 233441 967211 1015419 191674 538657 
261703 382223 447866 296592 453081 352876 309607 61166 1046904 511876 ,261703 382223 447866 296592 453081 352876 309607 61166 1046904 511876 
39743 405866 174591 776859 858024 412953 885418 423914 1003337 19050 ,39743 405866 174591 776859 858024 412953 885418 423914 1003337 19050 
268293 62043 519096 157194 102583 503759 664472 543735 675522 89650 ,268293 62043 519096 157194 102583 503759 664472 543735 675522 89650 
20820 409181 118004 25179 17665 395435 364671 331841 81093 712715 ,20820 409181 118004 25179 17665 395435 364671 331841 81093 712715 
981976 462923 811513 774536 96668 435382 688595 41301 16434 300865 ,981976 462923 811513 774536 96668 435382 688595 41301 16434 300865 
382223 457047 15712 755503 600267 423914 102583 932994 437416 68297 ,382223 457047 15712 755503 600267 423914 102583 932994 437416 68297 
447866 174591 349932 914498 435382 457047 695053 510636 703950 916491 ,447866 174591 349932 914498 435382 457047 695053 510636 703950 916491 
505746 315849 260767 951367 299444 325346 355345 630444 924076 723202 ,505746 315849 260767 951367 299444 325346 355345 630444 924076 723202 
1041674 511876 564620 201507 689920 690672 299444 106810 315849 880226 ,1041674 511876 564620 201507 689920 690672 299444 106810 315849 880226 
766351 798452 16434 779675 656719 657521 645362 815847 740797 677616 ,766351 798452 16434 779675 656719 657521 645362 815847 740797 677616 
347778 371180 285872 309607 299038 330676 603886 315849 1020617 503866 ,347778 371180 285872 309607 299038 330676 603886 315849 1020617 503866 
315849 505746 572324 141341 1026959 487121 543735 130701 932994 382223 ,315849 505746 572324 141341 1026959 487121 543735 130701 932994 382223 
568573 511876 309607 300865 385049 543735 330676 353338 299444 447866 ,568573 511876 309607 300865 385049 543735 330676 353338 299444 447866 
61166 258782 7727 443973 887174 194320 381986 435382 703950 693389 ,61166 258782 7727 443973 887174 194320 381986 435382 703950 693389 
755336 362331 1006551 176793 146892 299038 184659 484569 333565 111357 ,755336 362331 1006551 176793 146892 299038 184659 484569 333565 111357 
864004 148879 763913 916491 88396 965061 385049 3550 331841 337642 ,864004 148879 763913 916491 88396 965061 385049 3550 331841 337642 
861898 693389 689269 22162 706717 106810 22188 124857 627420 630444 ,861898 693389 689269 22162 706717 106810 22188 124857 627420 630444 
970447 695274 1044444 484674 205365 689269 1015836 858794 939321 689920 ,970447 695274 1044444 484674 205365 689269 1015836 858794 939321 689920 
755336 1006551 272769 732028 710083 299038 111357 362331 484569 149289 ,755336 1006551 272769 732028 710083 299038 111357 362331 484569 149289 
300865 447866 568573 543735 361969 187468 603886 385049 298551 898901 ,300865 447866 568573 543735 361969 187468 603886 385049 298551 898901 
61166 381986 221188 330676 603886 383866 260767 325346 299444 403987 ,61166 381986 221188 330676 603886 383866 260767 325346 299444 403987 
20820 114077 1037520 414230 221188 101113 973949 876824 766351 100614 ,20820 114077 1037520 414230 221188 101113 973949 876824 766351 100614 
