GT,Result
2685332 209145 182183 2415721 1386901 3768534 2952648 182181 3082889 3693910 ,1412574 823902 3496019 1412568 4789666 1393687 823923 3496032 3496025 823907 
1085505 1085508 29590 1085516 3828607 1085515 1085514 29547 29566 2266597 ,3828607 2380550 668358 3828606 1401714 1712910 3828608 3828609 2883164 2883409 
3653863 2498537 582094 3653862 1323198 223490 223488 446150 1323206 582076 ,1215650 3480974 3031085 901776 564366 4036070 3976885 1936037 534883 4987693 
2915457 1424344 292869 2900631 4476789 3171268 169562 1604477 3472328 292870 ,1219829 968920 571495 1219780 2356940 1564682 553408 2583581 2478282 571501 
3466861 1198416 3449237 4683112 1705249 1909835 1242027 3078961 4683111 1676501 ,4431814 2883420 4431804 4922079 1188990 3306054 4431812 4451500 3665793 4431818 
1833654 4473263 4473256 4473260 4473250 127725 4473267 4473264 121197 486904 ,4473256 4473260 4473250 4473264 121197 4473272 4473249 878388 4473265 208090 
1236094 4076894 1236095 3586727 3586728 546449 121332 1236085 3586715 1236076 ,362879 343571 4273791 362882 1603822 1603830 1603816 4925883 343573 362883 
2019610 2369066 1521416 1204947 4071537 3369780 3680896 2019611 1204948 64138 ,3349428 1219815 1219816 1219814 3349450 1219819 808497 1214094 4853381 3535011 
15532 3297774 1085675 3347494 454588 920230 1598833 86731 527127 1965475 ,15532 74056 139697 85128 15533 16475 15535 2256164 15534 50628 
1802582 2738845 948402 2738844 148830 268045 948394 592400 592414 238240 ,2421917 867797 359129 359124 85607 359132 190707 2421915 85611 359134 
493868 473537 493878 493875 493871 493877 493872 493850 473538 493870 ,493868 473537 493878 493875 493871 493877 493872 493850 473538 493870 
136121 4991753 1727550 2625510 1009839 4963111 952509 150107 2358023 2358024 ,3544971 3544981 3544966 3544978 3544975 3544952 3544929 200 3190453 3544943 
4341740 4341745 4341732 4341734 4341748 3081252 4341727 4341746 4341738 3841517 ,4341740 4341745 4341732 4341734 4341748 4341727 4341746 4341738 3841517 4341763 
1018595 1018596 1018592 1018591 1018597 1018599 1018609 1018594 1018608 1018624 ,487389 917375 525883 4942544 917378 4942556 917384 4932141 4932143 1780959 
11450 3520802 4935408 3244073 3060044 11451 2375239 4081956 499455 4456902 ,4456902 4456897 4456903 4129583 4782954 2488063 2488080 4456895 1295075 4456904 
97484 782740 3037135 2052629 1083533 538799 2573500 1635004 2681238 1502373 ,2425390 3373996 2425397 2425393 1205298 2425395 2927610 3729323 3221185 3055127 
2785742 4236299 225694 4996343 3591370 4879900 718740 225696 3713567 4641760 ,3033695 3007199 3033669 3033692 3335302 3033674 3033700 3033649 4003000 1806802 
4870456 1733705 4288151 1881565 1733706 1733704 2970911 3749103 4928403 1272865 ,4870456 4288151 3749103 4928403 1272865 1272864 635347 463594 3749104 1678292 
2653902 2653913 2653896 2653898 2653897 2653903 2653931 2653904 2653930 2653926 ,3980289 3980290 4401192 3750731 658072 519391 4802961 294254 519380 3956424 
1850228 2564199 2564198 2855025 4471462 2873101 1850224 1209211 2873102 1886846 ,957661 726672 3982636 2835122 1604308 957675 274317 39070 4681119 4063802 
593732 2470134 861835 408591 2590548 871688 861831 71418 2806532 2583442 ,2857535 360815 2857558 354120 4989816 3968257 2857557 385169 1941430 4849610 
3255074 400282 3114375 3854159 882257 4622753 3114379 3114377 3785229 3648563 ,3255074 400282 4622753 3785229 3785228 3986157 284162 1679231 3255044 767976 
