GT,Result
329387 496918 132172 720116 657581 193070 787061 648107 374379 910984 ,132172 787061 243312 734346 741027 742869 287800 946789 608476 334618 
281246 411134 87346 997960 997961 875472 998222 617065 947722 737099 ,411134 997960 997961 998222 539712 760036 153712 585068 780184 634068 
733560 577824 403672 770277 58484 218946 145926 109716 941337 733277 ,733560 577824 403672 770277 58484 218946 145926 109716 941337 733277 
522717 920352 33873 33874 33875 33876 900446 559301 567296 567297 ,559301 962071 780566 838471 907122 114546 259979 581088 238859 221565 
76979 949811 259328 728632 84152 648812 253004 325838 929604 543985 ,76979 648812 929604 945880 718731 402604 825358 438110 550622 379412 
233495 176919 265668 963692 540918 104934 435193 719005 327120 899155 ,719005 899155 510267 971006 168880 620766 209042 507037 79281 950031 
725674 318572 960045 987190 347641 997052 454822 728708 697749 989082 ,960045 997052 728708 741900 424893 131902 945933 780717 168315 221318 
523212 795175 188472 911801 462747 661311 281083 243543 695385 570016 ,462747 281083 243543 805726 192428 430514 263597 122675 43744 532673 
894521 894522 933976 550313 822965 4533 185299 325321 682464 358491 ,894521 894522 933976 325321 49976 627234 906122 608756 59432 383415 
905058 680517 696502 704422 678749 412231 924578 155406 172190 628239 ,678749 679562 823583 355467 332119 228235 361336 488265 488266 454101 
372198 558372 718957 762477 636070 878733 878417 738709 268079 82791 ,718957 878733 630366 334669 278491 542445 893765 512680 406719 250984 
338788 744503 14751 472548 219339 810379 362917 11406 508643 713575 ,219339 504509 600401 600780 600781 927715 646276 15362 849 850 
538349 493422 483505 618996 101877 101878 569281 265144 457154 457155 ,493422 101877 101878 569281 265144 457154 457155 890205 93990 487697 
803463 788300 651394 232879 971894 327488 877070 169331 255735 830723 ,232879 255735 594342 154300 224166 321934 96412 389555 897813 319849 
101677 586819 586820 70723 731850 311452 311453 601041 683430 617940 ,101677 586819 586820 70723 731850 311452 311453 601041 683430 617940 
110773 255531 516540 199455 789584 570659 666387 403392 914910 100703 ,988748 954299 978145 306839 457949 592962 115555 992973 625734 968097 
353731 802424 473906 346723 277455 98470 186375 305928 974167 721997 ,353731 802424 473906 277455 98470 186375 974167 932838 429077 281074 
280380 615041 224996 224997 281671 281672 281673 939128 942966 626557 ,280380 615041 720585 965613 512470 629606 223035 832487 765026 610447 
500797 208837 839365 177736 492725 608696 554918 71673 840198 500187 ,500797 208837 839365 177736 608696 554918 71673 840198 500187 897858 
844428 260387 395040 599628 339270 92852 489345 489346 381857 804262 ,395040 599628 818584 804567 672807 224712 207871 701653 191715 458920 
171683 581122 248654 896122 57123 475259 974752 942004 184495 821980 ,485133 861132 355668 869966 447116 866923 137407 63548 63549 526360 
72768 805446 675894 928085 630207 187324 344535 394974 509739 492788 ,675894 928085 187324 344535 509739 492788 613648 940650 452538 63462 
277353 126751 514527 841027 205839 114105 727753 727754 322297 741774 ,277353 126751 841027 205839 322297 741774 203820 881062 676316 60033 
143708 228650 801431 346504 191281 464042 924813 411974 868293 868294 ,346504 464042 924813 407700 167109 686963 11445 260054 970231 255353 
250672 505933 666328 794617 83326 399131 399132 399133 447384 659827 ,505933 666328 794617 235588 413804 545599 6784 452349 209644 229229 
893040 841187 48676 102339 966700 82938 209924 465045 588783 86878 ,841187 48676 82938 209924 588783 273976 294273 39799 147789 478745 
300931 774084 269056 547926 154697 215328 215329 122537 988786 62026 ,300931 774084 269056 547926 154697 215328 215329 122537 62026 620535 
149537 629445 81948 20810 804131 216514 662261 51719 564543 332046 ,323078 7895 221371 325297 79444 887582 684744 222556 954789 236342 
729871 449644 168036 429834 101411 488648 861282 812266 593011 712506 ,88988 257023 295191 659899 154295 40531 343702 773428 150546 974646 
29408 831639 355171 425513 600025 614408 887943 257416 940759 99368 ,355171 147164 654296 203786 257618 645358 247443 572841 169448 435229 
371224 371225 681974 296656 919235 885990 98398 490840 639812 862448 ,371224 371225 885990 862448 689724 890582 643056 356374 354222 111392 
540877 628120 364950 565171 483831 666529 804667 863067 368220 504983 ,540877 628120 364950 565171 483831 666529 804667 863067 368220 504983 
117148 856151 950813 358195 14738 621239 393273 482479 274058 752660 ,117148 856151 950813 393273 752660 686415 645904 265612 103755 58616 
424726 847985 537974 450667 333331 870841 719853 516023 355439 355440 ,847985 537974 719853 516023 355439 355440 30929 116565 325952 652992 
299006 299007 211360 525704 165770 780329 332060 332061 332062 368818 ,299006 299007 211360 525704 165770 780329 332060 332062 368818 965919 
922168 728396 149534 328991 337180 95 669920 669921 882726 594618 ,922168 882726 761649 466271 551528 324006 778678 28035 310428 488881 
718939 611243 840610 796416 99516 244385 708801 937906 318799 574680 ,718939 611243 318799 425219 425220 725174 907166 377466 852281 966862 
382618 631670 5858 766471 321294 970827 809265 721719 10847 325228 ,382618 5858 766471 594289 826700 826701 414258 115031 143764 638684 
682521 784520 276096 95650 594411 986523 43840 715700 729983 344008 ,682521 784520 276096 95650 594411 986523 43840 715700 729983 344008 
501551 790344 896991 470077 817479 251734 299836 229362 144922 455358 ,790344 299836 738499 313366 236037 951886 111290 759857 310339 202324 
218740 864790 87141 984029 918643 15902 947408 445191 78053 917165 ,218740 918643 15902 445191 78053 467957 145290 857371 827545 862969 
834325 329776 170361 972442 343231 544690 584868 591436 71399 56861 ,834325 329776 591436 458264 255227 592330 491744 476127 830994 639866 
170297 129459 631967 771471 208717 583777 907524 56514 886950 155593 ,170297 129459 478135 633232 134356 156147 241790 172659 320174 393673 
906434 570421 82651 82652 917461 902672 516369 468295 213914 68534 ,570421 468295 68534 74125 584046 621494 469074 184175 109857 539813 
994217 200607 270498 130278 100304 261997 839207 827536 995736 662024 ,994217 261997 827536 995736 509295 252399 382622 12045 12046 177046 
125868 159791 560250 15639 718974 842480 127227 606108 755429 896319 ,125868 159791 560250 15639 718974 842480 127227 606108 896319 755429 
400865 543405 294021 294022 436024 128881 128882 128883 622992 529068 ,294021 294022 436024 622992 535408 775184 543337 97666 783976 74937 
646999 667695 983734 983735 983736 630203 634058 330912 994388 555984 ,630203 399622 399623 108728 936367 64755 328994 829414 772202 180068 
