GT,Result
138326 138325 138328 3162019 2687088 3803819 2687092 3549527 3110861 3549512 ,138326 138325 138328 3162019 2687088 3803819 2687092 3110861 3162021 3162011 
625666 625671 3040303 625672 2164289 625680 625673 2164288 3549479 980520 ,625666 625671 3040303 625672 2164289 625680 625673 2164288 3549479 980520 
1701237 755221 429022 4185776 1701220 532709 3367164 2933926 4650806 3151933 ,755221 429022 4185776 3367164 2933926 4650806 2933911 2933913 3367161 1617933 
2309550 1783497 2543984 2348543 3575456 635402 3804443 4704434 1264985 1935092 ,1783497 2543984 2348543 3575456 3804443 4704434 1264985 1615547 3804444 2654966 
4328974 1817760 1776295 2781207 4701376 1776272 1776293 4701377 4328973 2952400 ,4328974 1817760 1776295 2781207 4701376 1776272 1776293 4701377 4328973 2781200 
3370175 3370176 1803396 4074342 3370137 1803404 3370138 4074341 1803405 4074340 ,3370175 3370176 1803396 4074342 3370137 1803404 3370138 4074341 1803405 4074340 
2028886 2210081 1848883 2866998 2653494 552546 759947 1722824 1738070 1738025 ,2866998 552546 759947 1722824 315590 3940953 4794425 4794424 2824089 552533 
579805 655219 1439989 659469 4782017 98759 1434783 335895 4408956 3213348 ,579805 1439989 4782017 98759 1434783 4408956 3213348 2840612 1131022 2925687 
4198563 196820 688479 4200315 207300 714158 3086631 4476681 2518336 1080339 ,4198563 4200315 207300 4476681 2518336 1080339 249228 4198562 2772794 315584 
2341017 927166 3636847 23826 4029412 105403 4692206 2630647 23837 3636861 ,2341017 3636847 23826 4029412 4692206 2630647 23837 3636861 2554096 1439984 
3649048 3275080 511771 1168996 1080347 2514630 2772794 2208133 651882 2772783 ,3649048 3275080 511771 1080347 2514630 2772794 2208133 651882 2772783 3275079 
1236242 4708226 2601288 2589803 1360244 1165436 2601299 2601284 4777694 4850722 ,2601288 2589803 2601299 2601284 4777694 4850722 2518337 655183 2161347 2843703 
3258296 2815692 3459257 1825732 2514623 3258308 3258293 1825736 1848844 4274277 ,3258296 2815692 1825732 2514623 3258308 3258293 1825736 4274277 2697361 1825796 
1643985 24262 3793177 171945 1861735 439846 439813 3156608 1204409 253808 ,1643985 3793177 171945 1861735 439846 439813 3156608 1204409 253808 3180866 
2100226 3657085 3657083 168939 3657035 2100221 1740169 3657087 3657054 3657059 ,2100226 3657085 3657083 3657035 2100221 1740169 3657087 3657054 3657059 3657060 
84780 4185324 84781 84777 84778 84782 1279666 2263987 1630845 84797 ,4185324 2263987 1630845 1905935 1186848 2988051 2263990 677409 216832 2616314 
3795086 122630 915461 122628 2943340 3795065 122631 2943342 2937466 2937465 ,3795086 915461 2943340 3795065 2943342 2937466 2937465 4673124 3795080 4673109 
3795077 4467656 3577370 2373262 2716404 3270329 3812429 3795056 633038 1265857 ,3795077 4467656 2716404 3270329 3812429 3795056 633038 1265857 3706756 3270332 
3231896 3270327 75802 546690 1510900 4542854 324500 2214744 4056423 2648498 ,3231896 3270327 546690 1510900 4542854 4056423 2648498 4228208 195337 1680094 
862660 2192049 1824828 102209 917251 324935 2803420 917245 967574 1038445 ,862660 1824828 917251 2803420 917245 967574 917216 277222 4450969 4164277 
4621222 4621224 1065468 1564649 2222634 4621231 4621235 4621230 4621242 4621237 ,4621222 4621224 1564649 2222634 4621231 4621235 4621230 4621242 4621237 4249064 
3664161 3930410 3930408 3747501 4728889 2863840 4728890 3273677 1877240 3930417 ,3930410 3930408 4728889 4728890 3930417 3930428 1639872 4728885 3930416 3519084 
508889 830568 224186 1596055 224187 4089593 1965205 1596054 33992 2170354 ,830568 4089593 1965205 2170354 2995208 3619207 167114 1965212 1965237 1965226 
1877287 1877266 3747502 1930702 1877279 1877286 1877254 1877244 1877252 1877272 ,1877287 1877266 3747502 1930702 1877279 1877286 1877254 1877244 1877252 1877272 
4755972 1379902 3872685 4108092 3531637 3109993 3490077 442831 3110025 3109989 ,4755972 3109993 3490077 3110025 3109989 4393257 3109992 3109997 4755952 4393245 
