GT,Result
896646 458742 578134 536113 149191 689943 286552 380116 87144 811683 ,896646 149191 286552 240596 13672 933439 725256 218770 350521 375393 
677904 31205 191363 221133 437828 273183 110115 119947 955365 298646 ,273183 298646 394137 663799 653831 477611 741494 269448 201846 883522 
402107 870336 785013 545514 133338 536384 997055 337463 596255 421538 ,402107 133338 536384 997055 421538 120990 753129 225102 827109 744968 
943655 209195 64951 156758 33378 214106 203148 328046 106005 66804 ,943655 209195 64951 214106 203148 38746 163794 936248 210163 155542 
977383 766452 120017 692454 676625 928780 963056 163685 944659 493172 ,977383 766452 120017 692454 928780 963056 163685 944659 493172 367289 
622480 622481 707820 155382 766147 987426 576666 378054 378055 529111 ,622480 622481 707820 155382 766147 987426 576666 378054 378055 529111 
188238 751381 751382 695233 641994 641995 163008 113520 329345 50078 ,188238 751381 751382 641994 641995 163008 113520 329345 50078 641188 
372058 909241 240571 782284 642376 181565 612184 830693 67927 425078 ,909241 181565 612184 830693 425078 793934 904177 799074 102800 378692 
293810 706213 710965 710966 684121 13313 52779 716569 78089 78090 ,293810 706213 710965 710966 52779 716569 78089 78090 247415 194964 
400963 35797 67247 452098 439634 667496 217176 738795 581961 581962 ,67247 667496 581961 581962 552829 868030 13455 714908 101429 327126 
346174 537788 582996 96030 513504 29222 167815 2830 717527 335135 ,346174 537788 96030 513504 167815 335135 617606 508523 430403 243575 
580272 220910 741773 673124 343103 343104 753120 203440 629003 325351 ,580272 753120 629003 325351 682659 476407 325364 429701 944810 853743 
444935 371931 85395 626074 996141 279675 341317 616233 103437 588814 ,444935 371931 85395 626074 996141 279675 341317 616233 103437 588814 
162651 40345 370738 978376 613419 613420 416239 545362 407442 848262 ,978376 613419 613420 545362 880196 371937 12593 12594 218135 701325 
39547 39548 397021 578844 527048 715181 381763 928967 911712 892117 ,39547 39548 381763 911712 53372 62745 137102 226365 571144 758743 
758447 281797 156872 649879 404520 636838 712736 984856 363743 203011 ,281797 636838 984856 623680 758744 149085 809458 809459 83261 865646 
490567 924677 76362 420702 833348 77340 278460 111005 201007 755201 ,420702 278460 201007 755201 819243 917253 137477 695741 122933 952532 
792260 282317 225914 286720 991558 429492 786258 86624 623798 321917 ,282317 225914 286720 991558 86624 57966 514911 148356 583398 103511 
268692 268693 620844 121572 645084 136226 83946 255092 126167 571695 ,268692 268693 645084 571695 144858 847568 668543 445873 173787 116801 
796055 912416 159483 694521 146397 893139 61942 14587 898056 284430 ,796055 912416 159483 694521 146397 893139 61942 14587 898056 284430 
363356 984397 716014 701450 602769 75302 373005 175851 616396 508881 ,984397 701450 602769 373005 175851 616396 508881 918985 766475 704785 
441016 332071 911644 376258 603286 259355 18999 79431 113327 27577 ,332071 376258 18999 79431 996540 101338 183674 275670 829935 815827 
957289 371847 371848 133764 808700 658497 893934 432756 432757 742679 ,957289 371847 371848 133764 808700 658497 893934 432756 432757 742679 
110072 136933 693835 693836 137660 207526 476883 228603 957216 171424 ,110072 136933 693835 693836 137660 207526 476883 228603 957216 171424 
804131 651988 444273 118102 750904 750905 729997 110355 822686 127937 ,444273 118102 729997 822686 127937 24442 432393 449435 743869 330537 
6638 6639 953257 124070 589361 838043 17121 296000 296001 190338 ,6638 6639 124070 17121 190338 824424 258593 697877 481570 623068 
666357 216530 664222 327956 760861 434359 433412 122045 418469 536766 ,664222 433412 418469 682438 902429 896036 896037 622386 509426 303011 
740223 267392 940689 36598 36599 29817 297150 156501 596572 24940 ,267392 940689 29817 297150 156501 24940 340174 711216 109407 987529 
876324 551819 451765 690101 429560 934908 112886 54496 39220 296391 ,876324 551819 690101 934908 112886 97294 501671 167572 31626 696961 
114504 727700 99213 754729 89306 746031 131895 604072 725129 558157 ,114504 727700 99213 754729 89306 746031 131895 604072 725129 558157 
963885 704169 290287 150648 672817 733034 636474 266108 534414 650351 ,963885 672817 266108 534414 650351 372875 937274 927232 811945 752558 
687719 462716 621525 261378 702871 702872 261094 403687 262068 109322 ,395120 729045 852865 598732 960263 62769 466870 143156 143157 127083 
807116 77342 890536 427940 276283 177077 633301 633302 166015 102120 ,807116 77342 276283 166015 380949 93210 320451 749945 487421 63564 
533986 533987 206603 877348 205785 424318 606331 306535 737289 578180 ,533986 533987 206603 877348 205785 424318 606331 306535 737289 578180 
81468 266194 92028 703354 378203 188597 111727 111728 514841 201050 ,81468 378203 111727 111728 514841 201050 251419 785293 309651 85495 
129593 483749 214688 469206 469207 491986 167696 685804 63295 464002 ,129593 483749 214688 469206 469207 491986 167696 685804 63295 464002 
887056 668256 812296 515300 597123 622699 700153 922978 79154 100092 ,812296 622699 700153 922978 79154 100092 923771 403804 706592 693151 
289719 484523 792057 21226 656063 140670 261548 526967 338748 622688 ,526967 338748 859016 80339 594908 650602 369467 595147 578706 789822 
877055 914981 445806 22016 368773 724983 942374 103357 291469 822774 ,914981 22016 368773 724983 103357 291469 822774 811215 129062 797838 
329939 345949 363836 444816 506604 779200 551208 533628 264565 861708 ,329939 363836 533628 264565 328188 328189 771507 755832 977967 229317 
32885 448269 450787 93526 891748 602706 862952 343624 171773 966114 ,32885 448269 450787 93526 891748 602706 862952 343624 171773 966114 
433706 464184 199602 740803 348058 914384 914385 730597 752915 348172 ,433706 464184 740803 348058 348172 948000 27863 841085 251378 887593 
66388 594019 594020 56142 672076 751504 635281 149891 149892 261182 ,66388 56142 672076 751504 635281 261182 170505 410389 144503 562053 
764832 833793 813719 158921 122238 532775 291559 699665 597489 281746 ,764832 813719 158921 291559 300354 298895 785151 368412 562584 495567 
280311 836756 716560 73276 81993 540901 540902 754405 754406 836169 ,73276 540901 540902 844881 643050 429834 573451 410019 410020 938811 
653449 173095 669678 185573 862425 11231 816662 777631 565478 185638 ,332835 972887 299375 691538 797891 788209 971541 85169 785340 509129 
610917 6614 459521 184862 994394 491473 774834 737541 9176 123578 ,610917 6614 459521 184862 994394 491473 774834 737541 123578 842329 
825577 471662 410315 668824 343894 570677 748175 301488 271440 196129 ,825577 471662 410315 301488 271440 196129 974118 153969 849627 862926 
63295 996922 554918 491986 805809 483749 500797 129593 214688 924637 ,63295 996922 554918 491986 805809 483749 500797 129593 214688 924637 
868105 719176 920009 992013 992014 291289 420298 628285 551674 763546 ,719176 920009 291289 860096 874003 193261 387572 455205 376386 93311 
508681 508682 230032 10610 537953 616379 530921 859102 731678 215102 ,230032 616379 859102 839960 943328 106699 772831 767280 877593 503289 
376390 923439 834793 257536 875784 911361 412562 651971 438263 169113 ,376390 923439 834793 257536 875784 911361 412562 651971 438263 169113 
736005 821329 423346 561421 982062 273480 318754 702538 97675 673904 ,736005 821329 423346 982062 702538 97675 228878 625624 950888 49104 
673293 30861 30862 260296 451176 325010 220799 738546 508086 736221 ,30861 30862 220799 738546 508086 406334 213475 93382 285191 239320 
942714 942715 131968 963024 792028 344053 542119 997541 997542 821559 ,131968 963024 792028 344053 821559 141842 664778 844276 560814 971312 
736921 802996 980352 53360 336783 710685 710686 419513 503367 442376 ,802996 980352 336783 935272 497622 875411 490756 170945 98176 566480 
287455 281109 542520 918268 264229 58052 283814 480462 423058 41993 ,287455 281109 542520 918268 264229 58052 283814 480462 423058 41993 
221430 767058 36256 211580 405531 348364 421174 769496 647896 769118 ,767058 348364 421174 769496 151371 89082 931602 231077 626317 571233 
944784 406230 120556 722950 767713 370742 542566 52386 836002 947353 ,722950 836002 947353 553852 70922 330657 854922 854923 132998 983033 
823028 983105 77878 77879 851350 179202 798916 801992 684950 706588 ,823028 983105 851350 179202 798916 684950 706588 402056 58293 716071 
511079 353226 167552 881802 675002 982632 929727 354873 504226 910202 ,511079 353226 167552 881802 675002 982632 929727 354873 504226 910202 
226566 817453 691958 91351 852106 354532 626001 167310 573278 858083 ,226566 691958 626001 828690 826944 483575 605023 24651 895141 116593 
914626 914627 809918 266892 745961 745962 249730 132134 900899 726770 ,914626 914627 809918 266892 249730 548480 169234 207395 651680 804434 
560024 142781 371295 545637 863162 376228 287120 280532 403563 158129 ,863162 403563 158129 487917 132109 132110 21111 440979 638533 638534 
940865 986958 828814 449263 107262 895079 597273 874058 32689 901010 ,940865 895079 48493 780223 431574 110358 259955 43302 75247 616826 
17380 447825 146009 243101 88986 404930 480632 254861 325217 657316 ,447825 404930 325217 269351 376859 66376 937727 665230 642275 972580 
820928 713696 345860 750316 625118 74275 432088 448174 823579 809788 ,820928 625118 476253 724329 578259 501519 858322 490229 34451 512742 
91731 590657 252726 978678 658640 662286 318608 904221 170159 857688 ,91731 658640 662286 318608 857688 1120 532051 175418 62919 900060 
25709 255961 596693 557330 95940 288771 747058 216366 216367 143585 ,95940 747058 143585 754878 964786 191283 838586 138567 501071 410124 
398170 819177 295675 443001 389435 810950 991926 317170 317171 895710 ,389435 810950 991926 317170 317171 146651 996012 107187 345987 751286 
158823 782357 898077 753474 443045 299097 708105 113178 661216 661217 ,158823 782357 898077 753474 443045 299097 708105 113178 661216 661217 
648511 815966 843752 379539 379540 328070 377879 16924 382343 491418 ,377879 16924 382343 491418 148949 302414 9811 152774 637879 518947 
26338 300990 711302 773814 800777 754017 218772 268805 953830 230035 ,26338 773814 754017 953830 732923 732924 323755 269094 471688 138251 
264148 264149 224308 775471 15950 237667 37490 334254 25901 296343 ,264148 264149 224308 37490 375067 87955 773373 633546 701911 131306 
104771 336639 27013 573859 68939 938557 156831 649085 18136 662973 ,336639 573859 938557 156831 18136 662973 438940 47971 314727 908379 
983540 70697 815746 605092 539846 436719 875827 892918 236430 986620 ,983540 815746 539846 892918 236430 159876 214514 743741 831814 231470 
426628 865622 168364 985842 739888 735684 230348 264493 611808 671766 ,426628 985842 264493 611808 783677 812491 678778 456421 972316 207745 
782518 801959 249347 871304 984504 702709 296802 103927 861749 861750 ,782518 296802 103927 861749 861750 667464 495846 67322 912577 531485 
