GT,Result
273903 543501 526707 511053 136670 979325 414783 474541 543069 972689 ,273903 511053 979325 409686 725978 886603 874385 714081 754327 847248 
554272 955356 252425 354455 710584 288762 115175 50231 611526 974178 ,354455 710584 115175 50231 974178 724368 133609 139163 471145 954186 
945201 841277 675336 59279 238723 228460 490039 839218 317846 904816 ,945201 841277 675336 59279 238723 228460 839218 317846 904816 651496 
902463 915868 138026 64461 276515 264919 907761 572609 86692 56476 ,915868 64461 276515 907761 572609 86692 127282 620868 281352 856628 
675350 215535 421884 419754 327545 570272 402646 310915 118871 951169 ,675350 421884 570272 402646 88622 256996 877353 811045 953891 534425 
373159 761636 426350 3172 428011 512246 496483 118709 488628 196025 ,3172 512246 118709 196025 804354 161170 241481 919905 104833 166585 
119234 329652 34638 667204 42791 70650 874627 383871 804688 625520 ,119234 329652 34638 667204 70650 804688 625520 856652 867564 246606 
865809 775904 942024 962321 635995 363958 875982 291556 791765 148792 ,775904 962321 363958 875982 291556 791765 148792 702540 442552 462003 
517728 790522 223582 164344 845241 729303 524887 671937 745990 486098 ,517728 790522 223582 729303 524887 671937 486098 811287 131134 993657 
216711 380602 32160 799987 818013 477831 544008 229483 246594 227499 ,216711 380602 32160 799987 818013 544008 229483 246594 227499 118890 
475330 994681 216183 562456 329662 599285 644738 398152 790664 56496 ,475330 216183 562456 599285 398152 790664 56496 745123 498959 461013 
178343 684822 182804 754448 956286 959112 376333 876270 641144 113557 ,178343 182804 754448 956286 376333 641144 113557 800929 564089 432289 
76556 862701 791526 904005 121486 673826 308401 428499 454711 932086 ,76556 862701 791526 673826 308401 428499 915065 295888 481767 779942 
235643 676841 168621 491296 96157 60176 113456 706877 30803 309273 ,676841 168621 491296 96157 60176 706877 309273 68049 53975 891677 
652422 861513 21604 51585 950786 863500 708050 387634 875293 770616 ,652422 861513 950786 51585 21604 863500 875293 770616 830421 830311 
306621 241649 742624 739989 726062 614015 269911 18431 337061 314449 ,306621 241649 742624 739989 726062 614015 113471 641622 758210 701914 
532625 976854 747608 954432 990570 446392 244748 365364 387493 974233 ,976854 244748 387493 60858 438612 615862 389478 412753 94380 774987 
477565 894829 942161 342719 214352 158529 405229 29950 821162 354973 ,894829 942161 158529 29950 821162 431975 966699 698131 332586 151615 
366771 971421 560769 407051 956326 248060 905578 957305 448128 314503 ,560769 407051 956326 248060 905578 957305 448128 314503 852900 607725 
551200 865941 322644 86692 864779 594905 491462 360662 661142 992799 ,551200 865941 322644 86692 864779 594905 491462 661142 992799 797613 
662681 473502 652334 935303 990003 551928 400132 816010 52525 762654 ,652334 816010 620423 115114 208638 621010 872315 95951 487835 285415 
105324 567222 250665 498630 240992 678520 838348 41922 562690 443662 ,105324 567222 250665 498630 838348 41922 562690 443662 778382 481245 
220078 267064 314257 463129 890146 789131 198133 700369 167736 993922 ,220078 267064 314257 890146 700369 993922 513168 393412 244119 948746 
567485 272698 987467 12227 819849 615941 324545 333559 543593 398001 ,567485 272698 987467 12227 615941 324545 333559 376367 455980 634263 
736967 153254 382059 43362 679979 29626 711876 978438 984105 57107 ,736967 153254 679979 984105 57107 174388 946101 919237 656198 262040 
992679 4902 727184 359903 232578 995687 363205 772031 490057 158967 ,4902 359903 995687 363205 772031 158967 703510 614615 150857 509878 
949236 316743 357802 860473 360824 994143 434515 587880 307646 802569 ,316743 357802 360824 994143 434515 587880 630636 778259 529586 567747 
408374 537072 925661 232407 148153 307866 283704 308638 546433 642502 ,408374 925661 232407 283704 546433 90030 294501 53277 356065 695562 
660716 413411 567346 279864 458903 126977 898689 510489 42549 879917 ,898689 695682 498436 776313 849303 583881 765992 461402 707856 717788 
604057 271143 878175 704835 268591 487698 587403 315053 329119 744767 ,604057 271143 487698 315053 744767 966683 826465 527421 973058 301854 
916534 628539 274244 978166 343902 844949 976405 711987 504124 979644 ,916534 274244 343902 844949 976405 711987 504124 96552 679705 701115 
458927 512451 939149 920319 499739 685797 10960 133403 319577 68955 ,512451 939149 920319 499739 685797 10960 133403 68955 518930 610701 
958821 359238 945223 140398 343063 937669 64086 202963 141458 759262 ,958821 359238 140398 937669 64086 304450 16750 595807 627091 358131 
859351 601118 463661 455294 412862 674044 107161 951180 794174 505009 ,859351 601118 455294 412862 107161 951180 794174 712333 310358 267751 
798135 624505 594196 446367 751283 531048 927316 51427 821053 977073 ,531048 51427 314974 216708 130081 901901 176940 609355 998420 199447 
48286 482464 209605 49631 982416 89649 358187 986446 615607 577183 ,48286 49631 89649 358187 986446 815981 170811 840527 605695 759724 
739657 901879 241534 761310 369806 416181 385778 218762 147383 126953 ,901879 241534 761310 369806 416181 385778 218762 147383 909558 373401 
110902 989083 701488 626450 87172 304295 439670 140586 248086 593458 ,110902 989083 701488 626450 87172 304295 140586 248086 593458 317908 
436009 401314 924275 606118 916494 135005 961445 260013 134127 26467 ,436009 924275 606118 916494 135005 961445 260013 958359 164947 455187 
895246 287208 323644 97436 132301 155069 193295 544594 933969 548727 ,895246 287208 323644 97436 548727 275942 88622 90766 110330 888646 
254223 776478 413320 493076 674651 163191 986942 745679 695112 95782 ,254223 745679 774027 385316 960555 576337 721239 877675 907171 74409 
276809 892035 590606 881934 153793 572960 145568 713944 281777 693691 ,892035 590606 881934 153793 572960 145568 713944 777657 357165 405116 
7515 481507 238554 785710 499237 899410 319136 886709 361431 634497 ,7515 481507 238554 499237 319136 886709 361431 145870 626193 222688 
628775 747223 989458 417807 397017 890309 757674 626211 744560 379435 ,628775 747223 417807 626211 744560 252023 861183 801259 20774 313500 
560809 98665 348698 301003 219711 755576 211471 723958 443639 626680 ,98665 301003 755576 211471 626680 332854 789279 750309 563354 391011 
414064 800302 364680 826465 871885 485480 84363 239042 609073 219908 ,414064 800302 826465 871885 609073 208861 677818 775852 218117 522946 
381223 313289 531960 878645 862522 885598 465351 9187 50226 236649 ,465351 9187 489588 331245 61097 180338 697164 267725 576073 301022 
336549 921909 204165 170633 299439 245519 276879 100641 968725 870611 ,336549 921909 204165 299439 245519 276879 100641 968725 437088 136160 
716950 886374 899826 680957 979438 785133 765400 889702 987529 713746 ,899826 979438 785133 713746 749528 127658 154244 612876 492773 206458 
816883 879895 198184 823862 297823 812009 41029 668667 731481 3357 ,816883 879895 198184 823862 297823 812009 731481 582935 839658 407546 
318887 493742 242009 680900 754498 589304 43521 221813 14520 400548 ,493742 754498 43521 190254 459912 62394 337243 171050 17697 924019 
989286 91794 435306 308381 725581 540271 10746 407261 314194 578826 ,989286 91794 435306 725581 540271 407261 578826 828284 869129 513937 
273756 494944 334484 532280 309917 725667 417880 807260 537465 719670 ,273756 494944 334484 309917 807260 719670 616240 927780 874582 745603 
983028 879599 483250 334017 72969 737510 162430 108553 726942 831010 ,983028 483250 334017 737510 162430 831010 182883 352714 236904 438401 
704429 906400 916734 283704 129926 82591 185835 961521 255090 617792 ,906400 916734 129926 185835 255090 617792 54714 763748 81127 288792 
519176 936853 536811 207892 488875 40522 458447 756903 243042 872484 ,519176 536811 207892 488875 40522 458447 872484 395882 39949 326057 
922332 353329 798610 482742 506886 924091 558187 832445 762846 890014 ,922332 353329 798610 482742 924091 762846 890014 453580 852273 6090 
884489 10642 703897 960949 376020 149544 902422 302518 947770 548266 ,10642 703897 960949 376020 302518 548266 201341 967484 77013 658096 
246398 749598 582497 956818 994638 397440 742384 111101 970573 681493 ,397440 463589 991395 636255 484016 264632 951045 245173 741414 374620 
467240 787283 950894 247588 132828 994424 405566 575913 436068 211810 ,950894 132828 994424 405566 436068 3841 544997 474501 937210 353389 
255075 969912 195332 729753 352478 63512 867400 365081 241013 311984 ,255075 969912 729753 63512 867400 365081 59102 693386 398880 612848 
870563 420132 690209 542670 892779 48085 232150 829641 152430 663787 ,690209 542670 48085 232150 354934 483395 581995 363193 505006 445435 
549477 557705 372549 876058 54490 729581 404877 481907 776942 901977 ,549477 557705 372549 54490 404877 481907 510008 156480 331583 957344 
228125 682769 102898 571286 688316 706365 931664 993619 15881 984954 ,228125 682769 102898 571286 688316 706365 931664 15881 984954 525465 
310745 246200 903366 224745 197771 899973 524209 874042 357348 19706 ,310745 899973 876211 599364 420757 15343 583306 216289 157998 219953 
611581 51228 502895 433766 130419 176137 355164 484225 321226 879153 ,51228 502895 433766 176137 751725 440668 565048 900250 741585 149240 
730940 187876 76299 975687 684001 6354 391687 958943 777195 651215 ,730940 187876 76299 975687 6354 391687 958943 777195 651215 216384 
140940 744220 329844 838033 957505 682193 529238 947894 104494 859524 ,140940 744220 329844 838033 957505 682193 529238 947894 104494 859524 
