GT,Result
814878 785530 443511 607524 816347 446442 293100 963124 788424 233646 ,814878 785530 443511 607524 816347 446442 293100 963124 788424 233646 
99546 414236 378953 559479 538502 811106 60464 406784 55432 155995 ,99546 414236 378953 559479 538502 811106 60464 406784 55432 155995 
99238 358650 547884 77419 525796 738330 350749 524715 261424 85732 ,99238 358650 547884 77419 525796 738330 350749 524715 261424 85732 
867167 971251 115258 143146 471750 409397 22007 518678 74105 833756 ,867167 971251 115258 143146 471750 409397 22007 518678 74105 833756 
87101 50686 284276 353515 420251 282602 816617 310278 309943 329372 ,87101 50686 284276 353515 420251 282602 816617 310278 309943 329372 
673230 624585 963485 880917 190804 104086 33775 777774 39654 606881 ,673230 624585 963485 880917 190804 104086 33775 777774 39654 606881 
672994 966533 635779 672215 950909 528274 808622 912268 298738 763819 ,672994 966533 635779 672215 950909 528274 808622 912268 298738 763819 
85088 45809 637505 45284 801769 544074 195276 126051 456611 795854 ,85088 45809 637505 45284 801769 544074 195276 126051 456611 795854 
813479 645849 994898 641845 640922 640969 452572 832014 834163 568212 ,813479 645849 994898 641845 640922 640969 452572 832014 834163 568212 
750899 906327 146054 438209 34421 157928 240232 220358 506618 8293 ,750899 906327 146054 438209 34421 157928 240232 220358 506618 8293 
54295 54434 37255 707860 670114 477263 597464 983977 718775 734380 ,54295 54434 37255 707860 670114 477263 597464 983977 718775 734380 
462455 275339 767549 514819 872933 810330 784422 778334 615132 275415 ,462455 275339 767549 514819 872933 810330 784422 778334 615132 275415 
94665 76172 30013 336705 662843 804139 487012 982506 87173 100281 ,94665 76172 30013 336705 662843 804139 487012 982506 87173 100281 
909374 204469 374855 115206 121561 629749 456832 914617 751875 697998 ,909374 204469 374855 115206 121561 629749 456832 914617 751875 697998 
79027 460147 278449 407613 710762 291341 939276 916852 950934 212704 ,79027 460147 278449 407613 710762 291341 939276 916852 950934 212704 
978591 904252 621500 787876 651685 798422 428066 192363 565620 558630 ,978591 904252 621500 787876 651685 798422 428066 192363 565620 558630 
886135 12980 563998 276385 736066 883578 668412 563984 546766 872283 ,886135 12980 563998 276385 736066 883578 668412 563984 546766 872283 
900434 914500 282983 874717 923930 585412 731975 598076 130427 90245 ,900434 914500 282983 874717 923930 585412 731975 598076 130427 90245 
385512 175075 461497 618570 342672 489655 332459 352455 740054 583705 ,385512 175075 461497 618570 342672 489655 332459 352455 740054 583705 
612885 623490 586364 440783 369754 353099 640969 225921 760483 842456 ,612885 623490 586364 440783 369754 353099 640969 225921 760483 842456 
796589 750262 727541 613799 349455 77396 980472 631650 739910 170500 ,796589 750262 727541 613799 349455 77396 980472 631650 739910 170500 
443783 44247 769396 59316 655854 651234 531738 601164 876557 791425 ,443783 44247 769396 59316 655854 651234 531738 601164 876557 791425 
308071 353961 690459 736593 515254 518331 573078 281454 516065 429535 ,308071 353961 690459 736593 515254 518331 573078 281454 516065 429535 
84055 352981 608867 130464 684705 467764 418119 799394 528718 518649 ,84055 352981 608867 130464 684705 467764 418119 799394 528718 518649 
815154 576134 637290 807842 652629 603500 213812 453498 105135 986422 ,815154 576134 637290 807842 652629 603500 213812 453498 105135 986422 
200338 357092 649135 277456 842473 359995 647932 984198 931006 210064 ,200338 357092 649135 277456 842473 359995 647932 984198 931006 210064 
180542 152558 649340 841395 363874 292632 529868 232933 311619 675180 ,180542 152558 649340 841395 363874 292632 529868 232933 311619 675180 
738197 720479 947754 799081 374553 941096 989918 531128 20556 303388 ,738197 720479 947754 799081 374553 941096 989918 531128 20556 303388 
268855 47222 873024 896558 379778 482065 800759 722849 362248 38733 ,268855 47222 873024 896558 379778 482065 800759 722849 362248 38733 
288290 736768 655854 447916 567140 192313 23772 112348 496782 800826 ,288290 736768 655854 447916 567140 192313 23772 112348 496782 800826 
191389 67766 886121 505408 406258 542217 929450 856825 899471 205309 ,191389 67766 886121 505408 406258 542217 929450 856825 899471 205309 
340156 730881 903763 60598 4509 488028 131884 353515 352981 305287 ,340156 730881 903763 60598 4509 488028 131884 353515 352981 305287 
22304 780528 257359 13994 877896 270268 103248 424262 67476 563984 ,22304 780528 257359 13994 877896 270268 103248 424262 67476 563984 
728365 115866 499910 128532 972687 858906 572999 849554 885027 855997 ,728365 115866 499910 128532 972687 858906 572999 849554 885027 855997 
755192 788531 908913 536022 604000 789964 537659 883404 458039 974948 ,755192 788531 908913 536022 604000 789964 537659 883404 458039 974948 
477374 521287 753828 910666 768560 828715 477118 786942 27064 56481 ,477374 521287 753828 910666 768560 828715 477118 786942 27064 56481 
713674 25338 24700 210064 934789 369914 307325 842586 367218 12438 ,713674 25338 24700 210064 934789 369914 307325 842586 367218 12438 
443969 604000 133525 602153 974948 785575 755192 715989 990280 536022 ,443969 604000 133525 602153 974948 785575 755192 715989 990280 536022 
326616 55113 577441 329837 97855 512479 542954 541877 661883 924796 ,326616 55113 577441 329837 97855 512479 542954 541877 661883 924796 
53389 295966 253449 324554 69684 982688 835568 344327 842707 256556 ,53389 295966 253449 324554 69684 982688 835568 344327 842707 256556 
419939 673220 683590 826741 478436 907097 36451 432574 130660 491707 ,419939 673220 683590 826741 478436 907097 36451 432574 130660 491707 
710466 857995 93972 873921 144415 372259 866167 270328 207460 348055 ,710466 857995 93972 873921 144415 372259 866167 270328 207460 348055 
558016 666688 444189 994898 642279 756264 958821 765201 857228 923035 ,558016 666688 444189 994898 642279 756264 958821 765201 857228 923035 
397572 59374 500721 965886 732826 745950 640891 118807 999351 18812 ,397572 59374 500721 965886 732826 745950 640891 118807 999351 18812 
777159 338438 702343 269207 246655 730385 451851 440350 518472 230893 ,777159 338438 702343 269207 246655 730385 451851 440350 518472 230893 
308071 707461 429535 101517 151655 329372 565900 822171 92045 461497 ,308071 707461 429535 101517 151655 329372 565900 822171 92045 461497 
91172 511145 300832 21872 225268 265982 257359 239408 378030 238006 ,91172 511145 300832 21872 225268 265982 257359 239408 378030 238006 
559766 156213 418476 730962 338541 812165 756321 59030 756888 604916 ,559766 156213 418476 730962 338541 812165 756321 59030 756888 604916 
933986 448709 881608 434999 869965 90175 958918 969913 265240 272802 ,933986 448709 881608 434999 869965 90175 958918 969913 265240 272802 
193340 531113 438452 516730 775903 762938 307391 711260 283768 620782 ,193340 531113 438452 516730 775903 762938 307391 711260 283768 620782 
105947 418476 337228 488425 321503 283217 665997 846505 105120 555293 ,105947 418476 337228 488425 321503 283217 665997 846505 105120 555293 
481557 525796 536135 693914 157081 930564 452156 525495 426702 132108 ,481557 525796 536135 693914 157081 930564 452156 525495 426702 132108 
685305 568896 2684 362380 199167 861705 612850 975106 495102 638612 ,685305 568896 2684 362380 199167 861705 612850 975106 495102 638612 
406988 832014 900696 44750 41093 82493 587244 35590 761697 675677 ,406988 832014 900696 44750 41093 82493 587244 35590 761697 675677 
523385 96959 500303 467281 88196 525323 118369 122521 419761 104695 ,523385 96959 500303 467281 88196 525323 118369 122521 419761 104695 
429579 90931 371712 186975 467348 109484 396885 495829 364449 795013 ,429579 90931 371712 186975 467348 109484 396885 495829 364449 795013 
314913 133311 551359 762924 602134 533830 686852 770960 724325 547959 ,314913 133311 551359 762924 602134 533830 686852 770960 724325 547959 
153367 511252 247411 142055 550446 494955 802636 20339 282602 196408 ,153367 511252 247411 142055 550446 494955 802636 20339 282602 196408 
741129 17812 393754 192535 507563 958840 341831 378243 223295 614084 ,741129 17812 393754 192535 507563 958840 341831 378243 223295 614084 
958868 249397 935941 703353 326930 574777 933974 771814 832517 21872 ,958868 249397 935941 703353 326930 574777 933974 771814 832517 21872 
939543 126657 111445 222568 248588 8050 692495 146604 940276 9187 ,939543 126657 111445 222568 248588 8050 692495 146604 940276 9187 
843154 637284 872309 677785 682893 598038 225148 359549 804 972121 ,843154 637284 872309 677785 682893 598038 225148 359549 804 972121 
976575 161834 575417 882932 358329 313508 264545 484233 511188 169850 ,976575 161834 575417 882932 358329 313508 264545 484233 511188 169850 
661321 471531 258736 864211 627626 573397 509821 637284 642689 521850 ,661321 471531 258736 864211 627626 573397 509821 637284 642689 521850 
340156 523174 255849 826361 51635 487012 400594 510183 676599 183095 ,340156 523174 255849 826361 51635 487012 400594 510183 676599 183095 
210483 358650 184788 557053 107290 590582 953321 100177 261820 720540 ,210483 358650 184788 557053 107290 590582 953321 100177 261820 720540 
372020 488028 480543 261820 106256 353515 861329 965376 953321 214991 ,372020 488028 480543 261820 106256 353515 861329 965376 953321 214991 
728443 512098 1193 344393 467199 991166 205754 904918 837178 660099 ,728443 512098 1193 344393 467199 991166 205754 904918 837178 660099 
858379 877963 963380 392253 139438 426414 914307 612829 985833 661049 ,858379 877963 963380 392253 139438 426414 914307 612829 985833 661049 
924039 298510 521536 799197 305559 392911 518463 228039 433572 560190 ,924039 298510 521536 799197 305559 392911 518463 228039 433572 560190 
855267 38966 810173 544043 37893 7338 37852 421889 105074 768949 ,855267 38966 810173 544043 37893 7338 37852 421889 105074 768949 
458567 684124 337075 94556 104991 90532 971477 104743 452485 916158 ,458567 684124 337075 94556 104991 90532 971477 104743 452485 916158 
256375 511252 338514 808622 6423 431327 687404 159703 27025 282602 ,256375 511252 338514 808622 6423 431327 687404 159703 27025 282602 
698195 843243 971251 402738 379344 205309 878733 960936 71467 12642 ,698195 843243 971251 402738 379344 205309 878733 960936 71467 12642 
144457 755197 397512 819582 765272 806595 123286 532284 991875 132844 ,144457 755197 397512 819582 765272 806595 123286 532284 991875 132844 
601757 566730 637230 99736 372856 111862 924040 607118 698839 342863 ,601757 566730 637230 99736 372856 111862 924040 607118 698839 342863 
88788 218805 5717 743068 61539 658253 621111 130366 490519 543466 ,88788 218805 5717 743068 61539 658253 621111 130366 490519 543466 
556864 477434 672441 856058 445448 443205 610946 885632 38588 609155 ,556864 477434 672441 856058 445448 443205 610946 885632 38588 609155 
300256 514526 296287 707779 921511 467454 8290 280835 219939 169572 ,300256 514526 296287 707779 921511 467454 8290 280835 219939 169572 
809780 598508 727541 774617 863206 923017 433431 22158 978472 399838 ,809780 598508 727541 774617 863206 923017 433431 22158 978472 399838 
993769 225632 171962 432383 485066 225147 126011 398915 613682 126035 ,993769 225632 171962 432383 485066 225147 126011 398915 613682 126035 
187775 496547 892406 912081 296934 482429 976660 253458 199770 187728 ,187775 496547 892406 912081 296934 482429 976660 253458 199770 187728 
149583 287454 29323 416537 928750 23274 84850 828228 872304 753308 ,149583 287454 29323 416537 928750 23274 84850 828228 872304 753308 
142055 295064 176063 749434 352343 227392 318550 269323 695665 73836 ,142055 295064 176063 749434 352343 227392 318550 269323 695665 73836 
698204 666982 673634 673431 824413 768560 847987 753828 833928 673812 ,698204 666982 673634 673431 824413 768560 847987 753828 833928 673812 
743567 246477 856958 96194 857777 313176 543146 614870 196498 761805 ,743567 246477 856958 96194 857777 313176 543146 614870 196498 761805 
64845 152593 108712 964906 312555 888941 66466 872175 930130 219509 ,64845 152593 108712 964906 312555 888941 66466 872175 930130 219509 
478860 477260 265005 667748 351630 502607 915255 44819 394105 639207 ,478860 477260 265005 667748 351630 502607 915255 44819 394105 639207 
477236 5361 5295 37618 521292 173530 477249 557303 216731 384413 ,477236 5361 5295 37618 521292 173530 477249 557303 216731 384413 
800667 751306 657996 981652 378043 75189 730133 29291 584166 922561 ,800667 751306 657996 981652 378043 75189 730133 29291 584166 922561 
857485 483182 250019 613569 623816 272497 232411 278268 11469 886267 ,857485 483182 250019 613569 623816 272497 232411 278268 11469 886267 
994072 409046 146987 143296 42767 360459 880414 745947 700199 500368 ,994072 409046 146987 143296 42767 360459 880414 745947 700199 500368 
398645 700214 587705 670061 192924 159211 279292 322684 189223 689892 ,398645 700214 587705 670061 192924 159211 279292 322684 189223 689892 
598701 199352 843818 406258 377176 398434 727676 14036 819520 497777 ,598701 199352 843818 406258 377176 398434 727676 14036 819520 497777 
147883 298086 354221 134856 360040 244980 683317 88962 392998 15759 ,147883 298086 354221 134856 360040 244980 683317 88962 392998 15759 
574777 681012 342499 343285 832015 984482 603723 635591 537453 106609 ,574777 681012 342499 343285 832015 984482 603723 635591 537453 106609 
849882 770342 779181 477256 824736 191041 715207 418123 657015 447090 ,849882 770342 779181 477256 824736 191041 715207 418123 657015 447090 
537697 812962 133269 652092 674883 503376 230318 581129 976921 704032 ,537697 812962 133269 652092 674883 503376 230318 581129 976921 704032 
205219 263421 141165 565784 677823 403793 63305 844726 241383 62357 ,205219 263421 141165 565784 677823 403793 63305 844726 241383 62357 
681390 338563 761731 153650 577085 498735 592698 852403 557958 24576 ,681390 338563 761731 153650 577085 498735 592698 852403 557958 24576 
298968 54484 29432 94640 574870 334219 2804 807408 248255 446547 ,298968 54484 29432 94640 574870 334219 2804 807408 248255 446547 
328340 730911 681012 590749 213183 780445 753610 917599 361286 434988 ,328340 730911 681012 590749 213183 780445 753610 917599 361286 434988 
304069 268091 930881 540479 795802 87955 882864 371482 779075 250043 ,304069 268091 930881 540479 795802 87955 882864 371482 779075 250043 
632552 876683 528633 120658 421042 453542 302750 337111 37169 513279 ,632552 876683 528633 120658 421042 453542 302750 337111 37169 513279 
728742 328993 942865 136338 257536 216900 519668 803216 131882 222615 ,728742 328993 942865 136338 257536 216900 519668 803216 131882 222615 
491284 342122 140523 586556 838879 953965 571576 147592 894936 116430 ,491284 342122 140523 586556 838879 953965 571576 147592 894936 116430 
638749 256052 247608 656307 312090 948658 576926 831721 64966 279691 ,638749 256052 247608 656307 312090 948658 576926 831721 64966 279691 
859213 568888 871148 654625 899958 577585 824375 790546 667621 757919 ,859213 568888 871148 654625 899958 577585 824375 790546 667621 757919 
522319 639896 175822 97734 959966 313340 210538 60893 13826 770042 ,522319 639896 175822 97734 959966 313340 210538 60893 13826 770042 
406292 56059 421464 986676 623069 260906 397183 585973 886220 827386 ,406292 56059 421464 986676 623069 260906 397183 585973 886220 827386 
997230 1397 731096 391845 893439 857079 181734 89350 307887 314077 ,997230 1397 731096 391845 893439 857079 181734 89350 307887 314077 
979258 602712 468483 370423 19908 103942 605058 599812 582363 687490 ,979258 602712 468483 370423 19908 103942 605058 599812 582363 687490 
250118 260483 622679 609384 544147 796872 544143 92200 489478 700974 ,250118 260483 622679 609384 544147 796872 544143 92200 489478 700974 
298246 574722 599812 137234 199511 810290 348681 361419 800518 226217 ,298246 574722 599812 137234 199511 810290 348681 361419 800518 226217 
81801 416888 977572 442874 309556 618855 242411 496413 948658 20395 ,81801 416888 977572 442874 309556 618855 242411 496413 948658 20395 
862695 478030 604590 813635 862579 57217 475811 937566 62036 235287 ,862695 478030 604590 813635 862579 57217 475811 937566 62036 235287 
