GT,Result
676724 216820 621161 851775 363044 407252 549948 761435 839687 374591 ,676724 216820 621161 851775 363044 407252 549948 761435 839687 374591 
732485 85073 396851 99098 94241 420294 972615 321555 30581 822806 ,732485 85073 396851 99098 94241 420294 972615 321555 30581 822806 
637013 501378 216779 902285 237008 151342 472188 53084 122987 279971 ,637013 501378 216779 902285 237008 151342 472188 53084 122987 279971 
82998 538350 365450 21989 336661 893911 363218 910735 887652 188002 ,82998 538350 365450 21989 336661 893911 363218 910735 887652 188002 
423378 655137 237706 502531 384839 646795 718624 3936 633675 740996 ,423378 655137 237706 502531 384839 646795 718624 3936 633675 740996 
974943 731862 124304 318638 879149 731642 941541 133683 506423 293249 ,974943 731862 124304 318638 879149 731642 941541 133683 506423 293249 
391744 527576 14094 140883 662732 336861 496736 963673 103284 699216 ,391744 527576 14094 140883 662732 336861 496736 963673 103284 699216 
947935 731565 292116 954747 341192 338457 153446 541838 871821 917483 ,947935 731565 292116 954747 341192 338457 153446 541838 871821 917483 
406406 874400 809997 172450 503372 396004 461491 598306 463316 334548 ,406406 874400 809997 172450 503372 396004 461491 598306 463316 334548 
298953 806243 615675 509326 44073 130784 987506 623869 151478 279516 ,298953 806243 615675 44073 130784 987506 623869 151478 279516 555387 
60175 87139 106134 566396 336804 53709 123068 302563 719548 89526 ,87139 106134 566396 336804 53709 123068 302563 719548 89526 337246 
682956 518625 830388 645019 237961 392749 306409 510161 253370 488049 ,682956 518625 830388 645019 237961 392749 306409 510161 253370 488049 
729463 162810 529935 387268 770456 917058 560808 61100 850935 635630 ,729463 162810 529935 387268 770456 917058 560808 61100 850935 635630 
751876 678238 799005 590647 139639 380984 442536 206511 408110 451705 ,751876 678238 799005 590647 139639 380984 442536 206511 408110 451705 
759627 841453 758734 848765 837581 14710 765608 136770 313275 677284 ,759627 841453 758734 848765 837581 14710 765608 136770 313275 677284 
826056 390776 560849 887353 956007 831187 701107 161229 741322 169497 ,826056 390776 560849 887353 956007 831187 701107 161229 741322 169497 
544652 869395 857121 181830 669280 576180 886412 681628 797811 641187 ,544652 869395 857121 181830 669280 576180 886412 681628 797811 641187 
426464 694097 350618 420779 628908 167784 179870 96619 279910 684698 ,426464 694097 350618 420779 628908 167784 179870 96619 279910 684698 
179216 533545 236519 658422 242097 309538 624430 242187 658279 289219 ,179216 533545 236519 658422 242097 309538 624430 242187 658279 289219 
447033 448292 447289 38106 446822 643076 445800 445976 447039 655697 ,447033 448292 447289 38106 446822 643076 445976 447039 655697 642734 
690074 633608 16181 598206 682006 127041 690551 324189 236311 966589 ,690074 633608 16181 598206 682006 127041 690551 324189 236311 966589 
634737 80543 211192 820952 105202 610880 271252 263056 661699 200938 ,634737 80543 211192 820952 105202 610880 271252 263056 661699 200938 
652535 425126 382165 652279 993045 417293 639480 983507 442373 896597 ,652535 425126 382165 652279 993045 417293 639480 983507 442373 896597 
519927 3391 386259 752664 485710 979080 22714 132575 836979 798539 ,519927 3391 386259 752664 485710 979080 22714 132575 836979 798539 
29693 204474 208975 252446 88560 519994 713113 274472 541839 961292 ,29693 204474 208975 252446 88560 519994 713113 274472 541839 961292 
13050 785042 258681 277290 472899 241445 253073 773560 928167 290002 ,13050 785042 258681 277290 472899 241445 253073 773560 928167 290002 
584511 740834 111170 75683 385264 430788 465206 531817 685935 429485 ,584511 740834 111170 75683 385264 430788 465206 531817 685935 429485 
455076 628695 597132 507239 252625 709657 980719 690530 103460 89049 ,455076 628695 597132 507239 252625 709657 980719 690530 103460 89049 
156392 402112 254411 462266 921098 403457 943585 15716 604107 239418 ,156392 402112 254411 462266 921098 403457 943585 15716 604107 239418 
517238 560219 826670 808402 931691 973155 844161 353631 190506 207096 ,517238 560219 826670 808402 931691 973155 844161 353631 190506 207096 
299521 355580 183620 489777 355727 460236 357124 984152 341168 777663 ,299521 355580 183620 489777 355727 460236 357124 984152 341168 777663 
269814 683301 919692 96608 486500 449763 735843 33275 153446 371743 ,269814 683301 919692 96608 486500 449763 735843 33275 153446 371743 
949564 634077 695492 780244 341175 334560 95023 93877 499799 168505 ,949564 634077 695492 780244 341175 334560 95023 93877 499799 168505 
834371 863904 584786 268992 621358 929999 299136 935166 934330 453417 ,834371 863904 584786 268992 621358 929999 299136 935166 934330 453417 
965860 541949 640802 155164 200855 58709 478554 108615 661365 59817 ,965860 541949 640802 155164 200855 58709 478554 108615 661365 59817 
931951 220221 714500 821031 284445 582351 344286 422003 177671 540899 ,931951 220221 714500 821031 284445 582351 344286 422003 177671 540899 
31885 99900 663591 948351 659351 397075 699121 492831 723179 136669 ,31885 99900 663591 948351 659351 397075 699121 492831 723179 136669 
769510 62004 191297 912798 568070 541790 543208 270539 886059 546484 ,769510 62004 191297 912798 568070 541790 543208 270539 886059 546484 
661101 142483 366582 500875 993702 971058 321829 780184 309657 993860 ,661101 142483 366582 500875 993702 971058 321829 780184 309657 94185 
834944 836286 832161 832291 832315 835626 832505 974312 22352 546622 ,834944 836286 832161 832291 832315 835626 832505 974312 22352 546622 
504462 573969 197464 579466 360696 141787 303400 300827 859574 300396 ,573969 197464 579466 360696 141787 303400 300827 859574 300396 244724 
137145 133410 265805 276539 205355 575580 520364 979523 116996 430220 ,137145 133410 265805 276539 205355 575580 520364 979523 116996 430220 
658918 30526 425018 122914 696251 904000 720746 841503 186789 524750 ,658918 30526 425018 122914 696251 904000 720746 841503 186789 524750 
343700 17061 289297 328494 195254 336708 161876 927099 138940 874960 ,343700 17061 289297 328494 195254 336708 161876 138940 874960 525842 
863095 415383 842595 807112 19822 993431 683351 241706 480749 515052 ,863095 415383 842595 807112 19822 993431 683351 241706 480749 193892 
405604 347466 353160 506312 773556 806211 748655 79670 366843 784829 ,405604 347466 353160 506312 773556 806211 748655 79670 366843 784829 
265020 734338 56442 563239 10058 775377 925938 15923 384801 527259 ,265020 734338 56442 563239 10058 775377 925938 15923 384801 527259 
672954 823572 38184 539642 685466 248161 848528 666955 410455 374931 ,672954 823572 38184 539642 685466 248161 848528 666955 410455 374931 
