GT,Result
28524 214245 410506 575840 527081 524955 868975 431621 201243 438254 ,28524 214245 410506 575840 527081 524955 868975 431621 201243 438254 
163318 130653 284023 147471 180083 637958 721534 343056 374500 445930 ,163318 130653 284023 147471 180083 637958 721534 343056 374500 445930 
691742 172158 452496 100713 425986 137647 851946 830222 108546 114308 ,691742 172158 452496 100713 425986 137647 851946 830222 108546 114308 
761665 624426 18077 993577 222150 581179 494878 166704 893786 918752 ,761665 624426 18077 993577 222150 581179 494878 166704 893786 918752 
597158 260631 190434 190435 154821 29927 933621 131960 74653 343472 ,597158 260631 190434 190435 154821 29927 933621 131960 74653 343472 
390433 362195 356362 80205 830066 704515 461653 910404 447775 930683 ,390433 362195 356362 80205 830066 704515 461653 910404 447775 930683 
514508 479299 555257 321845 927598 751607 913982 209885 209886 443846 ,514508 479299 555257 321845 927598 751607 913982 209885 209886 443846 
377487 110835 555257 151748 199457 891742 880209 751607 107376 897554 ,377487 110835 555257 151748 199457 891742 880209 751607 107376 897554 
344668 561383 325791 68439 479037 524625 613521 613522 994967 137938 ,344668 561383 325791 68439 479037 524625 613521 613522 994967 137938 
743693 891631 202589 663482 596237 995837 69241 593783 740338 220238 ,743693 891631 202589 663482 596237 995837 69241 593783 740338 220238 
214250 604242 432688 992856 259209 233680 829221 863449 686871 154137 ,214250 604242 432688 992856 259209 233680 829221 863449 686871 154137 
72480 47620 66327 233680 924107 233596 894886 374640 122173 495506 ,72480 47620 66327 233680 924107 233596 894886 374640 122173 495506 
519551 971396 972209 31684 111871 130914 663389 75647 75648 80745 ,519551 971396 972209 31684 111871 130914 663389 75647 75648 80745 
916496 279147 894946 992344 72021 526520 24478 145707 16305 783455 ,916496 279147 894946 992344 72021 526520 24478 145707 16305 783455 
329388 80928 998936 660598 836773 378625 378626 540022 540023 982239 ,329388 80928 998936 660598 836773 378625 378626 540022 540023 982239 
349983 282674 132742 132743 107064 266414 430178 431134 171677 6687 ,349983 282674 132742 132743 107064 266414 430178 431134 171677 6687 
252725 625784 222457 861442 132742 132743 155213 970118 536530 105834 ,252725 625784 222457 861442 132742 132743 155213 970118 536530 105834 
697804 346260 705160 664154 305811 6906 32627 708870 297012 382251 ,697804 346260 705160 664154 305811 6906 32627 708870 297012 382251 
47993 111234 188683 862926 784063 966894 345742 815064 86172 726551 ,47993 111234 188683 862926 784063 966894 345742 815064 86172 726551 
59188 542528 430520 722480 331515 614007 543160 461514 461515 331112 ,59188 542528 430520 722480 331515 614007 543160 461514 461515 331112 
161651 180355 739306 222281 587805 158951 59188 142832 674289 512395 ,161651 180355 739306 222281 587805 158951 59188 142832 674289 512395 
423923 324071 627129 43431 204360 639667 911135 748232 748233 498837 ,423923 324071 627129 43431 204360 639667 911135 748232 748233 498837 
590822 741406 950896 767423 108135 369542 274335 611813 78853 459284 ,590822 741406 950896 767423 108135 369542 274335 611813 78853 459284 
510600 243016 496993 766244 467595 643317 941557 669785 644970 33613 ,510600 243016 496993 766244 467595 643317 941557 669785 644970 33613 
550421 462714 817403 30524 346200 46580 434732 766244 850505 734117 ,550421 462714 817403 30524 346200 46580 434732 766244 850505 734117 
577656 152276 344854 371875 46580 389774 590142 590143 721160 847293 ,577656 152276 344854 371875 46580 389774 590142 590143 721160 847293 
726520 231758 261457 789725 800859 340951 267413 292597 718518 224273 ,726520 231758 261457 789725 800859 340951 267413 292597 718518 224273 
680436 901052 716835 163287 506770 122722 66800 202481 573723 590202 ,680436 901052 716835 163287 506770 122722 66800 202481 573723 590202 
183902 638108 530678 591069 228094 822718 205234 75698 25109 690217 ,183902 638108 530678 591069 228094 822718 205234 75698 25109 690217 
480984 340716 458914 458915 80692 604601 875700 450413 339723 425632 ,480984 340716 458914 458915 80692 604601 875700 450413 339723 425632 
637884 927477 828484 68445 984492 24814 24815 245946 184536 723319 ,637884 927477 828484 68445 984492 24814 24815 245946 184536 723319 
101149 419546 601517 827328 65677 935739 456085 979247 740637 488081 ,101149 419546 601517 827328 65677 935739 456085 979247 740637 488081 
69332 805884 605208 422544 229600 784280 377895 983076 28641 726056 ,69332 805884 605208 422544 229600 784280 377895 983076 28641 726056 
129758 989107 338403 82253 534215 698089 666711 666712 527477 403396 ,129758 989107 338403 82253 534215 698089 666711 666712 527477 403396 
277035 704059 935121 273215 273216 566048 220656 911588 549020 901585 ,277035 704059 935121 273215 273216 566048 220656 911588 549020 901585 
601517 65677 101149 563305 805884 726056 537286 925101 895307 572932 ,601517 65677 101149 563305 805884 726056 537286 925101 895307 572932 
714597 784280 943094 276207 537286 82253 876982 523130 523131 698089 ,714597 784280 943094 276207 537286 82253 876982 523130 523131 698089 
901585 240388 122706 136581 985676 582426 654174 220656 876982 312263 ,901585 240388 122706 136581 985676 582426 654174 220656 876982 312263 
