GT,Result
1880477 1177442 3068994 4745088 1731052 4151854 830172 3818620 4189374 3147426 ,1239139 4496972 1071109 1676904 3268844 1331696 2547826 1218617 3677482 3296202 
783638 1221933 1689271 4044860 559147 1508004 2554951 3904918 1033490 1669845 ,1689271 4044860 2554951 3904918 3804408 4168734 3973122 3889614 1629175 2150450 
289413 4958490 156222 2735513 4834428 144864 268712 194825 2196892 1168460 ,289413 4958490 156222 2735513 4834428 144864 268712 194825 2196892 1168460 
2041687 4478824 4384824 4439221 1257038 3101366 2773819 4246211 3950818 2657312 ,2041687 4439221 3101366 3053422 1951925 1130350 514581 1239489 3603927 3663248 
3360336 1457940 2137801 4414855 624264 3679706 3410694 1166641 1017924 4604513 ,3360336 1457940 2137801 4414855 624264 3679706 3410694 1166641 1017924 4604513 
1766702 1349767 3592917 3469408 1217799 900522 3472849 4855933 4860482 1666074 ,1766702 1349767 3592917 3469408 900522 3472849 4855933 4860482 1666074 4297764 
3383389 4841301 2612933 2660116 3226790 1533443 4565259 2361751 2402328 3050069 ,3383389 4841301 2660116 3226790 1533443 2361751 2402328 3050069 2385558 3325996 
4440543 3101449 1549859 3392051 994946 2962605 1727751 4395266 3732474 1660150 ,3101449 3392051 994946 2962605 2445647 3758505 1613412 427351 2771730 1557794 
1616792 3374955 3637510 4592027 626010 1756753 420319 999830 3030110 3231825 ,420319 1118184 3917213 4013087 2170276 3816390 880515 3338127 542746 2349863 
4359101 2442445 2833021 3618087 2898974 3164247 1727600 1460622 2089032 2102461 ,4359101 2442445 2833021 3618087 2898974 3164247 1727600 1460622 2089032 2102461 
4750696 1594921 1528327 1542893 343713 2319088 1736410 467962 3841974 3273300 ,1528327 1736410 467962 3273300 3952854 3780798 661539 1184059 2992036 1408445 
2271284 2204752 1458167 3698410 1966075 4436676 631799 510059 3894352 1426522 ,2271284 2204752 1458167 3698410 1966075 4436676 631799 510059 3894352 1426522 
1106925 3287659 4676047 2636611 4737440 2258478 3544605 2811144 2508061 3015987 ,1106925 3287659 4676047 2636611 4737440 2258478 2293393 4752956 3777719 1835651 
698703 22518 185018 2753425 145165 278333 224200 241139 2278686 237032 ,22518 145165 278333 224200 241139 237032 70704 843246 2838476 291092 
44759 78315 89291 118780 205162 222365 245690 273604 344652 354636 ,354636 472626 571520 648450 1112819 1164501 1182376 1410522 1497938 1617279 
2692139 1125895 2576356 507626 4769184 2208896 3641531 2500955 1008548 4730909 ,2692139 2208896 1619783 1282647 2892425 3459244 1680301 4508749 1679245 4502948 
404318 2777918 666884 4151205 1811386 3671161 1699343 4653119 4070695 4475998 ,3279028 2011362 2616521 3456524 3664988 387685 3413371 393021 607200 1669411 
3700614 4987986 2901671 4252279 4958267 2231664 3599740 2131339 1655649 1611724 ,3700614 4987986 2901671 4252279 2231664 3599740 4478678 588808 555497 4613719 
1052060 843067 614478 1016353 4558624 3383612 1923942 4630502 3128235 4172996 ,1052060 454110 1160636 4478585 413234 3032937 1968911 3458581 4342786 833063 
4922258 3478103 3046404 697077 1662870 2160058 3827742 2939378 3792655 3448567 ,4922258 3478103 3046404 697077 1662870 2901404 2589517 3442822 3088819 2902659 
2043866 3774916 1175309 1717504 415579 2184104 4566707 466505 3916668 2423253 ,415579 2184104 3916668 3997506 3567919 4425930 1771096 627820 3112787 4172490 
1924051 1568808 4678161 1157317 376717 4929652 1802844 1549196 1736209 4545617 ,1568808 376717 4929652 1549196 1736209 3167872 1152366 4478165 4109645 536924 
3223259 2500958 25141 191556 303505 4073235 204988 270450 63571 320881 ,3223259 2500958 25141 191556 303505 4073235 204988 270450 63571 320881 
716640 3961766 2209856 630556 4230905 658461 606256 4222695 1126046 545788 ,4703815 4563897 2549970 3408799 1299423 3068866 1213324 3669177 3256252 3679493 
3057872 2762566 3358221 1389602 4586638 2704737 1673521 1705971 4143237 895284 ,3057872 2762566 3358221 4586638 1673521 4143237 895284 4239360 1714661 385960 
1558679 1550596 1586347 2612293 2918398 864823 2663066 4686148 3939183 3155975 ,1558679 1550596 1586347 2612293 2918398 864823 4686148 3939183 984327 280254 
1144307 2821347 1639508 3929704 2311440 3240168 1132106 2832897 3143319 6688 ,2694916 4963825 4151882 1487931 3891521 31293 282068 1104168 1092389 14602 
4788078 1731390 4513786 421073 893365 2723510 1818744 2645155 3505565 3233974 ,4788078 1731390 4513786 421073 893365 2723510 1818744 2645155 3505565 78121 
263053 157727 145182 269876 9126 373640 350067 311837 52679 4539023 ,157727 145182 269876 9126 373640 311837 52679 4539023 175427 153759 
4838715 146215 4265530 4972472 197154 297621 996265 260351 144132 348983 ,4838715 146215 4265530 4972472 197154 996265 260351 19633 347606 287929 
1133261 4937742 1839369 1424627 2775707 2647262 3570986 1116402 3577133 1094055 ,1133261 4937742 1424627 2775707 2647262 3570986 1116402 3577133 1094055 1052452 
123090 2310654 3673224 2209386 3063194 4988172 3573941 2703724 1772533 1217531 ,123090 1914831 4176722 632542 2248294 4952823 2576859 1639740 868387 40793 
1351132 2539735 1252924 1774897 1241640 3467951 3659765 2541573 1249794 3266084 ,1351132 1252924 3659765 2541573 1249794 3266084 4853479 2596118 2545331 4302308 
4914325 4624487 2710475 1557813 3530641 2821888 708066 3999695 2740107 2676996 ,4914325 4624487 2710475 1557813 3530641 2821888 3999695 2740107 2676996 3872126 
