GT,Result
4702104 4702100 4702108 4702106 4702099 4702107 4702105 4702103 4702101 4702102 ,4702104 4702100 4702108 4702106 4702099 4702107 4702105 4702103 4702101 4702102 
1972522 1972520 1972521 1972515 1972513 1972519 1972514 1972518 1972517 1972516 ,1972522 1972520 1972521 1972515 1972513 1972519 1972514 1972518 1972517 1972516 
2961172 2961168 2961166 2961171 2961165 2961174 2961173 2961170 2961167 2961169 ,2961172 2961168 2961166 2961171 2961165 2961174 2961173 2961170 2961167 2961169 
786246 786250 786249 786248 786247 786245 786243 786241 786244 786242 ,786246 786250 786249 786248 786247 786245 786243 786241 786244 786242 
2564615 2564622 2564618 2564616 2564619 2564620 2564623 2564614 2564617 2564621 ,2564615 2564622 2564618 2564616 2564619 2564620 2564623 2564614 2564617 2564621 
3939211 3939205 3939210 3939208 3939212 3939206 3939203 3939207 3939204 3939209 ,3939211 3939205 3939210 3939208 3939212 3939206 3939203 3939207 3939204 3939209 
4385816 4385818 4385820 4385823 4385822 4385817 4385815 4385814 4385821 4385819 ,4385816 4385818 4385820 4385823 4385822 4385817 4385815 4385814 4385821 4385819 
2920565 2920571 2920568 2920569 2920570 2920566 2920567 2920564 2920562 2920563 ,2920565 2920571 2920568 2920569 2920570 2920566 2920567 2920564 2920562 2920563 
2937479 2937477 2937482 2937480 2937475 2937476 2937473 2937474 2937478 2937481 ,2937479 2937477 2937482 2937480 2937475 2937476 2937473 2937474 2937478 2937481 
2814409 2814408 2814403 2814406 2814407 2814410 2814411 2814404 2814405 2814402 ,2814409 2814408 2814403 2814406 2814407 2814410 2814411 2814404 2814405 2814402 
4194575 4194577 4194568 4194576 4194569 4194573 4194574 4194570 4194571 4194572 ,4194575 4194577 4194568 4194576 4194569 4194573 4194574 4194570 4194571 4194572 
891609 891617 891613 891612 891608 891611 891615 891610 891616 891614 ,891609 891617 891613 891612 891608 891611 891615 891610 891616 891614 
4957048 4957047 4957049 4957051 4957055 4957052 4957053 4957054 4957050 4957056 ,4957048 4957047 4957049 4957051 4957055 4957052 4957053 4957054 4957050 4957056 
4117411 4117417 4117409 4117414 4117415 4117410 4117412 4117413 4117416 4117418 ,4117411 4117417 4117409 4117414 4117415 4117410 4117412 4117413 4117416 4117418 
183479 183478 183475 183473 183474 183476 183481 183480 183477 183482 ,183479 183478 183475 183473 183474 183476 183481 183480 183477 183482 
4174406 4174401 4174399 4174407 4174404 4174402 4174400 4174405 4174408 4174403 ,4174406 4174401 4174399 4174407 4174404 4174402 4174400 4174405 4174408 4174403 
1992161 1992162 1992155 1992159 1992153 1992154 1992160 1992157 1992156 1992158 ,1992161 1992162 1992155 1992159 1992153 1992154 1992160 1992157 1992156 1992158 
2597595 2597587 2597592 2597593 2597594 2597590 2597588 2597591 2597589 2597586 ,2597595 2597587 2597592 2597593 2597594 2597590 2597588 2597591 2597589 2597586 
3547524 3547521 3547527 3547519 3547523 3547522 3547525 3547526 3547528 3547520 ,3547524 3547521 3547527 3547519 3547523 3547522 3547525 3547526 3547528 3547520 
4694936 4694934 4694941 4694939 4694940 4694938 4694932 4694937 4694933 4694935 ,4694936 4694934 4694941 4694939 4694940 4694938 4694932 4694937 4694933 4694935 
4428561 4428563 4428558 4428560 4428559 4428556 4428562 4428555 4428557 4428554 ,4428561 4428563 4428558 4428560 4428559 4428556 4428562 4428555 4428557 4428554 
1082584 1082586 1082589 1082590 1082583 1082588 1082581 1082587 1082585 1082582 ,1082584 1082586 1082589 1082590 1082583 1082588 1082581 1082587 1082585 1082582 
2571159 2571166 2571162 2571164 2571167 2571165 2571168 2571161 2571163 2571160 ,2571159 2571166 2571162 2571164 2571167 2571165 2571168 2571161 2571163 2571160 
