GT,Result
67532 3430040 3407470 1345172 4162483 241337 1241303 4302275 1283609 3406569 ,67532 3430040 3407470 4162483 241337 1283609 3724721 3587638 593223 3456735 
1017355 1015090 12031 1591352 1903349 1908775 1484276 303601 1335629 3294643 ,1017355 1015090 12031 1591352 1903349 1908775 1484276 303601 1335629 3294643 
3358487 809548 1059898 4709985 3449755 1470500 1306452 3691436 3663377 1362142 ,3358487 809548 1059898 4709985 1470500 1306452 3691436 3663377 1362142 2541917 
3277614 504142 3475760 4848107 3592517 3420980 908220 3421044 3267862 1993677 ,3277614 504142 3475760 4848107 3592517 3420980 908220 3421044 3267862 1993677 
3005314 2589497 907140 1276792 4854198 2613201 1359008 600541 2001015 2615283 ,3005314 2589497 907140 1276792 4854198 2613201 1359008 600541 2001015 2615283 
4129483 2084128 3294981 2895930 3252770 2907214 4293807 1276067 4847966 1074805 ,4129483 2084128 3294981 2907214 1074805 1308048 1769626 1255832 2616542 1470434 
4189997 1790678 4699669 2838936 2020049 3417410 4857018 3636954 1208982 2907328 ,4189997 1790678 4699669 2838936 2020049 3417410 4857018 3636954 1208982 2907328 
3091056 3212281 3705953 3254461 1070785 2003102 1996960 593551 1211807 2534714 ,3091056 3212281 3705953 3254461 1070785 2003102 1996960 593551 1211807 2534714 
4549512 3865927 4302262 3410847 3475668 2903112 1302899 4495319 1950974 1336599 ,4549512 3865927 4302262 3410847 3475668 2903112 1302899 4495319 1950974 1336599 
3910163 2543350 1675228 1351482 4495287 4859359 378928 3468683 4293037 1762396 ,3910163 2543350 1675228 1351482 4495287 4859359 378928 3468683 1762396 2016940 
849495 1105848 1229818 3242975 438896 1276672 4854532 1212660 2620326 3665824 ,849495 1105848 3242975 438896 1276672 4854532 1212660 2620326 3665824 379334 
3059441 2820447 4207426 3299910 4295643 4493222 3468160 2612203 1249553 904912 ,3059441 2820447 4207426 3299910 4295643 4493222 3468160 2612203 1249553 904912 
2246214 1452426 1210835 541398 3317172 102384 25824 360070 2005035 441596 ,2246214 1452426 1210835 541398 3317172 102384 360070 2005035 441596 3693486 
3160471 3808507 3711934 3272194 2538055 1303563 1761536 1059549 3441682 4502120 ,3160471 3808507 3711934 3272194 2538055 1303563 1761536 1059549 3441682 4502120 
1354074 4615725 4953587 115948 3881 2481082 1665452 1627624 909575 3686546 ,1354074 4615725 4953587 115948 3881 2481082 1665452 1627624 909575 3686546 
3817758 2224479 4328886 3696043 1372126 910118 1389743 1311426 3261760 3473021 ,3817758 2224479 4328886 1372126 910118 1389743 3261760 3473021 1212583 1363549 
1521328 3094368 1339445 4222247 1073102 4290595 908299 2546938 2006426 3565917 ,1521328 3094368 1339445 4222247 1073102 4290595 908299 2546938 2006426 3565917 
4721127 728406 4017252 3409467 2211847 2902770 1066649 2016255 1342356 2547466 ,4721127 728406 4017252 3409467 2211847 2902770 1066649 2016255 1342356 2547466 
4367432 3411888 3498604 1508156 3958127 812739 3510471 2722767 2853610 1979356 ,4367432 3411888 3498604 1508156 3958127 3510471 2853610 3336299 2342295 3687098 
1277373 1365237 2601602 3690328 1337873 1208213 3261906 1356469 4500893 3408470 ,1277373 1365237 2601602 3690328 1337873 1208213 3261906 1356469 1761423 604271 
3894140 2005153 4287747 3300776 2004172 4848585 1351512 3465505 4843618 1994217 ,3894140 2005153 4287747 3300776 2004172 4848585 1351512 3465505 4843618 1994217 
3416931 1334421 2609403 3306530 3292124 1216485 1249468 3447944 3687000 1073930 ,3416931 2609403 3306530 1216485 1249468 2015155 439628 4304195 1214892 379608 
3284789 2006826 4497289 3055625 4845482 898589 1474237 2547249 2014136 1470520 ,3284789 2006826 4497289 3055625 4845482 898589 1474237 2547249 2014136 1470520 
3970886 4049007 759620 4286410 443522 1061201 559065 3263442 3464750 3460102 ,3970886 4049007 759620 4286410 443522 1061201 559065 3263442 3464750 3460102 
1344503 4317500 2066297 1310040 4296973 3291015 4499916 1358896 434416 1214686 ,1344503 4317500 1310040 4296973 3291015 4499916 1358896 434416 1214686 3678612 
698234 2746348 3312828 4658219 1995420 393556 3420759 1992964 4209139 2601325 ,698234 2746348 4658219 1995420 393556 3420759 1992964 2601325 2780792 3252292 
2888349 2316131 2989247 912434 3452674 430822 3412519 2590015 1277715 3459352 ,2888349 2316131 2989247 912434 3452674 430822 3412519 2590015 1364952 1065029 
4155521 1767657 3576808 2605657 4856424 3583962 2617874 1283608 4662462 3055211 ,4155521 1767657 3576808 2605657 4856424 3583962 2617874 1283608 4662462 3055211 
