GT,Result
975345 648757 204372 831199 831200 270584 51666 897262 458553 84279 ,975345 648757 204372 831199 831200 270584 51666 897262 458553 84279 
945259 430085 996782 206600 206601 26581 598319 71962 165575 809313 ,945259 430085 996782 206600 206601 26581 598319 4294967295 4294967295 4294967295 
985049 345118 778693 446418 578240 677532 540846 284519 182654 830145 ,985049 345118 778693 446418 578240 677532 540846 4294967295 4294967295 4294967295 
287742 287743 740081 38778 860893 841653 46429 681250 199215 160684 ,287742 287743 740081 38778 860893 841653 46429 681250 199215 160684 
8910 8911 8912 518746 108129 801116 132522 502396 609345 407237 ,8910 8911 8912 518746 108129 801116 132522 502396 609345 407237 
323268 971919 192465 492664 746842 748101 748102 417081 282890 848615 ,323268 971919 192465 492664 746842 748101 748102 417081 282890 848615 
441016 51625 190645 657998 519649 84093 856387 419583 599957 130563 ,441016 51625 190645 657998 519649 84093 856387 419583 599957 4294967295 
62313 412758 308779 247143 532681 107408 107409 107410 473955 570236 ,62313 412758 308779 247143 532681 107408 107409 107410 473955 570236 
356474 397538 810137 112137 855736 196636 668582 668583 615382 741780 ,356474 397538 810137 112137 855736 196636 668582 668583 615382 741780 
417626 977382 626434 399456 763008 523431 990550 400229 895982 680854 ,417626 977382 626434 399456 763008 523431 990550 400229 895982 680854 
4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 ,580093 227116 285756 75551 320730 902894 902895 434038 434039 220445 
111268 556936 628588 566567 566568 566569 324692 790959 775396 151873 ,111268 556936 628588 566567 566568 566569 324692 4294967295 4294967295 4294967295 
124107 33892 876969 752311 783062 596653 34874 281876 281877 189010 ,124107 33892 876969 752311 783062 596653 34874 281876 281877 189010 
868194 586261 916417 456249 513442 801114 672753 470872 284945 869335 ,868194 586261 916417 456249 513442 801114 672753 470872 4294967295 4294967295 
362698 362699 362700 85845 85846 393223 569389 578576 23198 527901 ,362698 362699 362700 85845 85846 393223 569389 578576 23198 527901 
460032 245702 637674 147118 379438 764399 841781 600742 996122 793310 ,460032 245702 637674 147118 379438 764399 841781 600742 793310 116109 
183867 280395 243907 11242 185333 883866 279030 999921 856290 201635 ,183867 280395 243907 11242 185333 883866 279030 999921 4294967295 4294967295 
461390 716119 186354 882446 26566 429495 521953 544750 824749 919399 ,461390 716119 186354 882446 26566 429495 521953 544750 824749 919399 
809549 500841 156965 184333 352007 948138 235634 696682 294309 13303 ,809549 500841 156965 184333 352007 948138 235634 696682 294309 13303 
81468 994561 655986 332050 598387 984601 417119 651481 510484 618379 ,81468 994561 655986 332050 598387 984601 417119 651481 510484 618379 
824533 678810 787414 933101 269212 832928 605849 143108 143109 140960 ,824533 678810 787414 933101 269212 832928 605849 143108 143109 140960 
691321 691322 180399 978029 523269 318917 753665 961623 794265 971323 ,691321 691322 180399 978029 523269 318917 753665 961623 794265 971323 
551581 551582 184702 848672 86967 86968 931213 121125 533377 591363 ,551581 551582 184702 848672 86967 86968 931213 121125 533377 591363 
912507 95434 333295 27430 903419 443364 818322 647361 859276 448303 ,912507 95434 333295 27430 903419 443364 818322 647361 859276 448303 
4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 4294967295 ,577452 572828 834989 134730 160641 303323 37797 482409 889490 261803 
264866 939288 845008 908411 251420 666095 813032 388959 855448 855449 ,264866 939288 845008 908411 251420 666095 813032 388959 855448 855449 
531616 286365 928958 704661 564311 655118 655119 238212 784835 519102 ,531616 286365 928958 704661 564311 655118 655119 238212 784835 519102 
8613 980548 238737 686993 686994 644877 201108 556620 556621 375474 ,8613 980548 238737 686993 686994 644877 201108 556620 556621 375474 
252300 737914 512925 913429 475669 145137 637406 512190 966138 843579 ,252300 737914 512925 913429 475669 145137 637406 512190 966138 843579 
276738 471504 908032 380213 398590 937513 749101 454138 84364 914905 ,276738 471504 908032 380213 398590 937513 749101 454138 84364 914905 
