GT,Result
3635628 1176346 3617788 3443781 3061529 4508499 4286852 4497841 3298050 4846163 ,3635628 1176346 3617788 3443781 3061529 4508499 4286852 4497841 3298050 4846163 
3272288 4783105 2698561 4999440 4377132 4171736 906869 603536 376250 1358259 ,3272288 4783105 2698561 4999440 4377132 4171736 906869 603536 376250 1358259 
1120605 2197621 4993644 1564359 1480133 2906553 1990116 1302723 4500342 3268948 ,1120605 2197621 4993644 1564359 1480133 2906553 1990116 1302723 4500342 3268948 
1999053 4211048 3463458 914662 441861 3453486 3462599 3260511 4854186 898781 ,4211048 3463458 914662 441861 3453486 3462599 3260511 4854186 898781 2014666 
697312 1654919 4506708 3664188 4210673 3455980 3061918 2611235 1068247 3456897 ,697312 1654919 4506708 3664188 4210673 3455980 3061918 2611235 1068247 3456897 
3074945 3064697 4029193 2049201 1817729 2616059 2003794 3679440 3684487 4848618 ,3074945 3064697 4029193 2049201 1817729 2616059 2003794 3679440 3684487 4848618 
2680385 710288 900377 3854242 2811529 2745926 394240 3562776 2005116 3054536 ,2680385 710288 900377 3854242 2811529 2745926 394240 3562776 2005116 3054536 
119738 2722901 306835 591467 355492 4531890 2835188 325614 162973 1527107 ,119738 2722901 306835 591467 355492 4531890 2835188 325614 162973 1527107 
2120885 628323 1247597 4369742 1159276 3666496 3664892 908647 3466047 912364 ,2120885 628323 1247597 4369742 1159276 3666496 3664892 908647 3466047 912364 
1258961 1985739 2613176 4845153 1309530 3682830 3459073 1470716 1480730 3413004 ,1258961 1985739 2613176 4845153 1309530 3682830 3459073 1470716 1480730 3413004 
1928355 4689187 2364936 403948 3724891 1807359 810012 3232749 1060994 1287777 ,1928355 4689187 2364936 403948 3724891 1807359 810012 3232749 1060994 1287777 
223815 2556909 4406687 1999119 2615999 604589 3690687 1072757 3670472 387389 ,223815 2556909 4406687 1999119 2615999 604589 3690687 1072757 3670472 387389 
1105502 3611735 3981371 2219189 3974304 1277707 3252284 1300468 2018716 391405 ,1105502 3611735 3981371 2219189 3974304 1277707 3252284 1300468 2018716 391405 
4027567 2000905 1216889 1070342 1357247 3446511 3441351 3472576 1336595 1245389 ,4027567 2000905 1216889 1070342 1357247 3446511 3441351 3472576 1336595 1245389 
4985389 4406104 3472177 1987210 3259066 2903669 1760677 1307402 4848852 900882 ,4985389 4406104 3472177 1987210 3259066 2903669 1760677 1307402 4848852 900882 
4165034 4907782 4198648 1806978 496777 4544330 4249449 3050333 2901809 4297810 ,4165034 4907782 4198648 1806978 496777 4544330 4249449 3050333 2901809 4297810 
2126712 438686 2694496 4667029 3109112 3456652 2659791 4325607 4662508 2816114 ,2126712 438686 2694496 4667029 3109112 3456652 2659791 4325607 4662508 2816114 
2838760 959347 1312665 58914 3354411 3060055 1256233 3266496 1135886 2100747 ,2838760 959347 1312665 58914 3354411 3060055 1256233 3266496 1135886 2100747 
2898183 391173 4207137 2609665 3412066 1348792 382386 379936 2604862 1354282 ,2898183 391173 4207137 2609665 3412066 1348792 382386 379936 2604862 1354282 
4342497 4035284 1915100 1608372 3338913 1826574 3335059 2605003 1453486 1295416 ,4342497 4035284 1915100 1608372 3338913 1826574 3335059 2605003 1453486 1295416 
1775261 4508134 593628 3583238 4505670 606099 2586786 3291047 3578814 1774313 ,1775261 4508134 593628 3583238 4505670 606099 2586786 3291047 3578814 1774313 
597985 2965914 4280282 2234080 2273473 2279136 2184984 4970429 191979 1252337 ,597985 2965914 4280282 2234080 2273473 2279136 2184984 4970429 191979 1252337 
4252190 998904 4659591 2789291 3102367 1762409 1269194 1679373 3676164 380119 ,4252190 998904 4659591 2789291 3102367 1762409 1269194 1679373 3676164 380119 
2616579 1674524 3301317 1365861 2598653 1276680 1994413 3410966 1310653 3463229 ,2616579 1674524 3301317 1365861 2598653 1276680 1994413 3410966 1310653 3463229 
2633963 4462368 1882886 2589146 3022600 1815182 3760528 2635199 835742 3412264 ,2633963 4462368 1882886 2589146 3022600 1815182 3760528 2635199 835742 3412264 
4560539 4439788 4613681 4284213 3342038 4162207 835742 358323 3732637 332229 ,4560539 4439788 4613681 4284213 3342038 4162207 835742 358323 3732637 332229 
2978010 4966065 4219425 1664093 915447 602300 3417393 3463246 3298408 4293846 ,2978010 4966065 4219425 1664093 915447 602300 3417393 3463246 3298408 4293846 
4784975 1489865 3596773 4802732 1334268 393913 1343574 3254845 1342407 2073989 ,4784975 1489865 3596773 4802732 1334268 393913 1343574 3254845 1342407 2073989 
614152 1557548 2790705 2994427 3169563 3604693 4398643 4420015 4152059 699751 ,614152 1557548 2790705 2994427 3169563 3604693 4398643 4420015 4152059 699751 
4575437 3044415 3866268 968957 3193909 4239036 1354904 2022033 1206243 4844082 ,4575437 3044415 3866268 968957 3193909 4239036 1354904 2022033 1206243 4844082 
4602093 1999506 3423224 1213314 910559 217308 2588870 595601 1768728 2595099 ,4602093 1999506 3423224 1213314 910559 217308 2588870 595601 1768728 2595099 
3159827 4803210 1561355 1026208 1284957 4338270 4357797 3476755 444022 901731 ,3159827 4803210 1561355 1026208 1284957 4338270 4357797 3476755 444022 901731 
2540042 2622087 2600905 4297053 1672159 3255850 3671936 4220880 2617310 1250694 ,2540042 2622087 2600905 4297053 1672159 3255850 3671936 4220880 2617310 1250694 
1065953 1469198 1349268 2605132 601832 3577696 2622780 1340259 1364270 905188 ,1065953 1469198 1349268 2605132 601832 3577696 2622780 1340259 1364270 905188 
957648 4943057 1672598 1334800 1586419 1351715 3072004 1994830 1332517 1286120 ,957648 4943057 1672598 1334800 1586419 1351715 3072004 1994830 1332517 1286120 
4854152 4208270 2904740 2010193 592311 1304682 3680061 3263881 2540209 1297670 ,4854152 4208270 2904740 2010193 592311 1304682 3680061 3263881 2540209 1297670 
4828383 4301446 3149381 275674 4970335 840330 4827085 835708 674977 2090725 ,4828383 4301446 3149381 275674 4970335 840330 4827085 835708 674977 2090725 
3441005 3885396 3447315 4850949 4130607 2905699 1472978 1300679 904919 4508784 ,3441005 3885396 3447315 4850949 4130607 2905699 1472978 1300679 904919 4508784 
1908901 1220303 2096306 1039305 4707215 971977 1848548 3281532 3370120 2019220 ,1908901 1220303 2096306 1039305 4707215 971977 1848548 3281532 3370120 2019220 
3281679 512229 3524018 2524949 2031295 2032659 3370249 2015556 956348 3580754 ,3281679 512229 3524018 2524949 2031295 2032659 3370249 2015556 956348 3580754 
700085 417235 542638 4567199 1924796 2140012 4043595 1775936 2000673 3594087 ,700085 417235 542638 4567199 1924796 2140012 4043595 1775936 2000673 3594087 
1917923 1715859 1781257 3213052 2714070 4578927 1408442 1444342 4023907 3863924 ,1917923 1715859 1781257 3213052 2714070 4578927 1408442 1444342 4023907 3863924 
