GT,Result
243801 943556 707833 129634 330126 920800 889070 435201 943212 877214 ,243801 943556 707833 129634 330126 920800 889070 435201 943212 877214 
962523 379881 799151 808634 670549 189503 951004 669810 592649 837341 ,962523 379881 799151 808634 670549 189503 951004 669810 592649 837341 
412618 810226 574068 558837 179162 472401 906865 746778 294952 354953 ,412618 810226 574068 558837 179162 472401 906865 746778 294952 354953 
769688 76020 875132 746664 801786 499846 524576 746822 548702 754614 ,769688 76020 875132 746664 801786 499846 524576 746822 548702 754614 
270794 413775 558869 485563 551016 150795 555338 736561 561601 174247 ,270794 413775 558869 485563 551016 150795 555338 736561 561601 174247 
319144 134606 587482 10904 835052 104470 668813 250875 755584 919425 ,319144 134606 587482 10904 835052 104470 668813 250875 755584 919425 
24743 742343 576392 885696 601574 633834 950553 429138 874440 138837 ,24743 742343 576392 885696 601574 633834 950553 429138 874440 138837 
990061 649675 477121 862265 278785 85000 195856 575762 567515 291396 ,990061 649675 477121 862265 278785 85000 195856 575762 567515 291396 
443300 434243 570214 87218 877214 162272 943556 943212 110062 313024 ,443300 434243 570214 87218 877214 162272 943556 943212 110062 313024 
733099 368389 388279 611749 968842 88088 980772 980781 216156 451118 ,733099 368389 388279 611749 968842 88088 980772 980781 216156 451118 
724430 291323 2202 607038 842162 67904 673019 907320 732549 493765 ,724430 291323 2202 607038 842162 67904 673019 907320 732549 493765 
823993 19188 110874 570898 425848 620791 238590 519173 737833 956455 ,823993 19188 110874 570898 425848 620791 238590 519173 737833 956455 
254381 43968 665985 498509 958483 542199 168007 294801 449300 970140 ,254381 43968 665985 498509 958483 168007 294801 449300 970140 766422 
416094 392562 645263 273249 466808 204435 953345 164274 888382 7848 ,416094 392562 645263 273249 466808 204435 953345 164274 888382 7848 
727181 922304 74521 371234 561101 253067 651944 723232 830810 804729 ,727181 922304 74521 371234 561101 253067 651944 723232 830810 804729 
962868 9658 789757 564089 13655 710473 212610 707244 513891 765261 ,962868 9658 789757 564089 13655 710473 212610 707244 513891 765261 
6250 654561 920214 688287 486750 941280 614444 864709 339434 300787 ,6250 654561 920214 688287 486750 941280 614444 864709 339434 300787 
89163 795276 645745 992716 950391 205320 568805 947343 209270 320496 ,89163 795276 645745 992716 950391 205320 947343 209270 320496 632929 
323432 812452 983273 490413 125462 427820 891507 648749 485280 256641 ,323432 812452 983273 490413 125462 427820 891507 648749 485280 256641 
659040 408560 185170 326695 359485 880478 459885 495165 751579 305561 ,659040 408560 185170 326695 359485 880478 459885 495165 751579 305561 
856988 631125 105816 134067 301948 834443 927245 272025 133845 982160 ,856988 631125 105816 134067 301948 834443 927245 272025 133845 982160 
595027 602207 882331 704030 466719 856988 470440 321036 683707 454126 ,595027 602207 882331 704030 466719 856988 470440 683707 454126 413659 
989247 978203 550325 834375 597176 918541 258970 545244 413282 840226 ,989247 978203 550325 834375 597176 918541 258970 545244 413282 840226 
570130 993210 455246 342963 922723 824944 383786 125462 132822 490413 ,570130 993210 455246 342963 922723 824944 383786 125462 132822 490413 
870571 559384 658511 1258 862837 82127 712935 864392 170587 259147 ,870571 559384 658511 1258 862837 82127 712935 864392 170587 613773 
685126 240666 114849 443868 491303 989504 17369 160286 354285 922392 ,685126 240666 114849 443868 491303 989504 17369 160286 354285 922392 
476005 489987 798389 991583 45408 970272 623066 823205 575762 480528 ,476005 489987 798389 991583 45408 970272 623066 823205 575762 480528 
533941 654557 321604 591379 485280 948637 146160 577956 547117 770242 ,533941 654557 321604 591379 485280 948637 146160 577956 547117 770242 
881831 60413 458988 580917 212011 864369 31884 757445 707361 206327 ,881831 60413 458988 580917 212011 864369 31884 757445 707361 206327 
342963 750845 300942 140674 455325 165345 131944 951224 888386 122630 ,342963 750845 300942 140674 455325 165345 131944 951224 888386 122630 
416643 706882 751719 747818 424081 165186 77245 87259 614061 800402 ,416643 706882 751719 747818 424081 165186 77245 87259 614061 800402 
627725 79210 978765 702062 129359 375531 399230 799544 535351 246218 ,627725 79210 978765 702062 129359 375531 399230 799544 535351 246218 
346600 250732 775602 219962 317267 900955 441413 476160 87965 928741 ,346600 250732 775602 219962 317267 900955 441413 476160 87965 928741 
190775 933397 885474 559834 598837 943211 917656 309736 163958 458648 ,190775 933397 885474 559834 598837 943211 917656 309736 163958 458648 
387941 252278 695578 654440 918507 523869 785633 360085 965436 262907 ,387941 252278 695578 654440 918507 523869 785633 360085 965436 262907 
91510 154277 517722 34969 768905 925124 735696 575603 4976 555595 ,91510 154277 517722 34969 768905 925124 735696 555595 760072 798906 
