GT,Result
18255 1042975 658004 33698 150890 101234 567038 430318 66202 597798 ,18255 1042975 658004 33698 150890 101234 567038 430318 66202 597798 
255071 314527 102985 61021 141426 5407 1051822 316410 108162 105230 ,255071 314527 102985 61021 141426 5407 1051822 316410 108162 105230 
918949 465489 403416 12991 59878 33581 919673 714098 174879 47014 ,918949 465489 403416 12991 59878 33581 919673 714098 174879 47014 
598091 828120 718620 841691 174898 13736 188812 79818 143693 153283 ,598091 828120 718620 841691 174898 13736 188812 79818 143693 153283 
95541 522345 189022 134570 178229 372603 53454 75692 474822 447753 ,95541 522345 189022 134570 178229 372603 53454 75692 474822 447753 
354608 3212 116964 151101 26006 506064 155809 113861 62533 26008 ,354608 3212 116964 151101 26006 506064 155809 113861 62533 26008 
140294 92622 339219 485896 67740 59887 158440 349916 45748 782679 ,140294 92622 339219 485896 67740 59887 158440 349916 45748 782679 
829644 878747 973236 140294 968826 941079 59536 810673 164193 469768 ,829644 878747 973236 140294 968826 941079 59536 810673 164193 469768 
29010 146362 75399 342142 142984 525048 762630 839530 1038279 185894 ,29010 146362 75399 342142 142984 525048 762630 839530 1038279 185894 
51153 451030 51276 645960 26554 140779 1009464 48932 76946 999088 ,51153 451030 51276 645960 26554 140779 1009464 48932 76946 999088 
903355 1031986 91190 135111 169971 930722 163529 708897 701183 990933 ,903355 1031986 91190 135111 169971 930722 163529 708897 701183 990933 
142056 38634 25473 170664 125197 74122 71196 100854 189406 155325 ,142056 38634 25473 170664 125197 74122 71196 100854 189406 155325 
169216 23529 26549 352131 81559 5908 869809 439657 189917 338185 ,169216 23529 26549 352131 81559 5908 869809 439657 189917 338185 
1027355 477330 6531 44831 113131 445170 49105 107443 123870 59977 ,1027355 477330 6531 44831 113131 445170 49105 107443 123870 59977 
8935 82006 11203 541137 66501 70860 324228 38434 708847 159026 ,8935 82006 11203 541137 66501 70860 324228 38434 708847 159026 
765574 766670 800727 153820 169756 827084 200258 549107 675393 894717 ,765574 766670 800727 153820 169756 827084 200258 549107 675393 894717 
135871 847015 49342 144503 17042 396803 792904 5113 49227 129880 ,135871 847015 49342 144503 17042 396803 792904 5113 49227 129880 
931127 483080 869410 151780 483360 495902 118188 166716 29431 34400 ,931127 483080 869410 151780 483360 495902 118188 166716 29431 34400 
1021810 929089 302737 735701 153730 998916 141162 677793 344474 159408 ,1021810 929089 302737 735701 153730 998916 141162 677793 344474 159408 
107854 85058 69952 154794 527817 75981 994182 496874 214328 166148 ,107854 85058 69952 154794 527817 75981 994182 496874 214328 166148 
572769 430931 369836 966791 156468 69952 15417 299349 1043076 45868 ,572769 430931 369836 966791 156468 69952 15417 299349 1043076 45868 
160767 215241 175204 1043076 558997 173550 223181 730017 156681 153420 ,160767 215241 175204 1043076 558997 173550 223181 730017 156681 153420 
821555 300368 817340 281033 522716 71396 314324 69006 154794 155978 ,821555 300368 817340 281033 522716 71396 314324 69006 154794 155978 
282030 756912 154794 69006 854044 133725 821555 322502 677010 728140 ,282030 756912 154794 69006 854044 133725 821555 322502 677010 728140 
40944 182517 966791 73031 3911 156468 59404 949199 135495 158824 ,40944 182517 966791 73031 3911 156468 59404 949199 135495 158824 
188350 152258 155129 893635 178360 216320 156472 134300 158223 175927 ,188350 152258 155129 893635 178360 216320 156472 134300 158223 175927 
93242 236840 107050 308295 5574 21641 175008 170695 66057 66530 ,93242 236840 107050 308295 5574 21641 175008 170695 66057 66530 
43983 47122 172631 66965 52259 1046107 691796 11728 599712 681598 ,43983 47122 172631 66965 52259 1046107 691796 11728 599712 681598 
521039 215901 1035141 246867 965427 284577 160032 76783 480050 556688 ,521039 215901 1035141 246867 965427 284577 160032 76783 480050 556688 
54925 123200 156924 32377 96143 69072 106399 224123 99215 221889 ,54925 123200 156924 32377 96143 69072 106399 224123 99215 221889 
