GT,Result
152270 82378 862059 815354 29998 126493 663325 526374 819605 819529 ,152270 82378 862059 815354 29998 126493 663325 526374 819605 819529 
555262 768071 537802 207157 568059 37958 834043 921944 475222 38919 ,555262 768071 537802 207157 568059 37958 834043 921944 475222 38919 
138124 291816 776668 595039 10060 563395 895044 541964 133652 363206 ,138124 291816 776668 595039 10060 563395 895044 541964 133652 363206 
494075 520923 537641 659454 493908 537592 272877 96636 283843 953753 ,494075 520923 537641 659454 493908 537592 272877 96636 283843 953753 
915388 850935 572691 27289 833474 973905 15075 13495 843301 773344 ,915388 850935 572691 27289 833474 973905 15075 13495 843301 773344 
465714 434339 187617 223352 308559 523623 704213 341033 163332 391735 ,465714 434339 187617 223352 308559 523623 704213 341033 163332 391735 
937953 471058 995037 220785 579874 795109 880961 995041 221518 942813 ,937953 471058 220785 579874 795109 880961 995041 221518 992327 346523 
890420 795028 974434 766349 766254 828936 831024 858638 835196 878618 ,890420 795028 974434 766349 766254 828936 831024 858638 835196 878618 
849558 996618 975632 207706 191446 860268 883997 849031 504459 395043 ,849558 996618 975632 207706 191446 860268 883997 849031 504459 395043 
868632 398897 461301 531129 419679 598604 840999 904738 60468 11948 ,868632 398897 461301 531129 419679 598604 840999 904738 60468 11948 
988711 303035 730667 613176 940544 80822 28636 361469 21258 127701 ,988711 303035 730667 613176 940544 80822 28636 361469 21258 127701 
17058 886924 528313 268924 111673 794261 597082 842581 516362 590569 ,17058 886924 528313 268924 111673 794261 597082 842581 516362 590569 
574312 395964 904578 872119 13640 395457 947842 704371 835041 71151 ,574312 395964 904578 13640 395457 947842 704371 835041 71151 744534 
196662 275478 12027 815172 263460 820971 489720 132921 975988 376384 ,196662 275478 12027 815172 263460 820971 489720 132921 975988 376384 
305865 292066 609240 51583 469672 160255 261514 446120 248592 473717 ,305865 292066 609240 51583 469672 160255 261514 446120 248592 473717 
519779 281911 770646 724877 280590 145402 680707 730482 452423 851362 ,519779 281911 770646 724877 280590 145402 680707 730482 452423 851362 
191143 218403 38819 38919 823496 37704 447539 953106 207088 477299 ,191143 218403 38819 38919 823496 37704 447539 953106 207088 477299 
176056 356936 467415 175729 420609 526671 947060 669236 525680 567767 ,176056 356936 467415 175729 420609 526671 947060 669236 525680 567767 
313837 812156 317530 715823 850081 161400 128942 229499 994734 552459 ,313837 812156 317530 715823 850081 161400 128942 229499 994734 552459 
840898 576593 90996 975520 572957 859729 877600 218309 625828 998228 ,840898 576593 90996 572957 859729 877600 218309 625828 998228 961251 
499324 1141 148738 750710 791499 462698 300124 349112 358333 904389 ,499324 1141 148738 750710 791499 462698 300124 349112 358333 904389 
656430 133838 655412 310794 778860 833210 404998 757802 760003 610026 ,656430 133838 655412 310794 778860 833210 404998 757802 760003 610026 
269650 158646 632995 799104 94089 194844 460772 16414 739095 157490 ,269650 158646 632995 799104 94089 194844 460772 16414 739095 157490 
930645 35830 85651 687524 751559 86190 65251 696062 543829 721897 ,930645 35830 85651 687524 751559 86190 65251 696062 543829 721897 
60452 76614 13996 517916 209339 635058 173566 66976 5219 714604 ,60452 76614 13996 517916 209339 635058 173566 66976 5219 714604 
137542 270762 318651 271008 532887 813484 71451 206628 270906 980327 ,137542 270762 318651 271008 532887 813484 71451 270906 206628 980327 
18808 116599 324456 574925 612538 665242 797320 876209 991484 668913 ,18808 116599 324456 574925 612538 665242 797320 876209 991484 668913 
31127 389076 956156 29168 389106 806487 255499 409219 524375 485045 ,31127 389076 956156 29168 389106 806487 255499 409219 524375 485045 
974743 726159 538627 954908 972380 316848 552137 799070 805483 924974 ,974743 726159 538627 954908 972380 316848 552137 799070 805483 924974 
435370 989620 879768 787588 454875 661342 30440 182081 439425 685117 ,435370 989620 879768 787588 454875 661342 30440 182081 439425 685117 
687760 30002 524433 694334 99720 465017 169506 551667 151598 265130 ,687760 30002 524433 694334 99720 465017 169506 551667 151598 265130 
442732 31782 614142 794436 401683 152943 869892 116909 381448 806966 ,442732 31782 614142 794436 401683 152943 869892 116909 381448 806966 
341948 86123 320901 957304 887125 845797 230682 386699 812437 732807 ,341948 86123 320901 957304 887125 845797 230682 386699 812437 732807 
635389 4548 571879 419736 520891 666636 635558 525606 721711 291996 ,635389 4548 571879 419736 520891 666636 635558 525606 721711 291996 
821939 815480 520730 815287 815404 815329 82999 815274 815356 996019 ,821939 815480 520730 815287 815404 815329 82999 815274 815356 996019 
489515 504943 515557 793376 584070 52741 112324 500033 327118 292254 ,489515 504943 515557 793376 584070 52741 112324 500033 327118 292254 
238869 889155 599053 497131 81146 733136 954636 955326 439218 4702 ,238869 889155 599053 497131 81146 733136 954636 955326 439218 4702 
808173 325573 387589 385811 617780 381060 479520 387439 39262 38030 ,808173 325573 387589 385811 617780 381060 479520 387439 39262 38030 
500849 237786 431145 525235 965309 69208 365768 188786 803961 534010 ,500849 237786 431145 525235 965309 69208 365768 188786 803961 534010 
522254 753964 401210 523173 490525 281125 429369 684271 84967 892760 ,522254 753964 401210 523173 490525 281125 429369 684271 84967 892760 
107336 429986 515928 806066 94293 901724 914921 433011 480488 314383 ,107336 429986 515928 806066 94293 901724 914921 433011 480488 314383 
45708 714927 657119 663529 369871 187652 84982 163661 227144 672702 ,45708 714927 657119 663529 369871 187652 84982 163661 227144 672702 
193077 192865 829923 986390 557892 811615 632063 496262 17601 317121 ,193077 192865 829923 986390 557892 811615 632063 496262 17601 317121 
910919 825507 24241 651393 455183 256541 994494 756385 717491 774349 ,910919 825507 24241 651393 455183 256541 994494 756385 717491 774349 
350872 347960 493570 487811 230426 330635 348949 597594 967754 921261 ,350872 347960 493570 487811 230426 330635 348949 597594 967754 921261 
522102 19984 383869 180628 697019 261658 375386 529313 62166 955604 ,522102 19984 383869 180628 697019 261658 375386 529313 62166 955604 
616406 212945 471252 994265 424514 502929 796091 895397 469096 283987 ,616406 212945 471252 994265 424514 502929 796091 895397 469096 283987 
235513 232380 260196 44588 99016 464489 131827 255785 247526 908849 ,235513 232380 260196 44588 99016 464489 131827 255785 247526 908849 
969862 953456 502525 607801 11292 264438 863573 600733 631521 911580 ,969862 953456 502525 607801 11292 264438 863573 600733 631521 911580 
228732 99540 108444 857893 804642 561823 353993 942852 469777 812074 ,228732 99540 108444 857893 804642 561823 353993 942852 469777 812074 
373565 380258 472731 715365 910347 763920 975552 469369 303854 523286 ,373565 380258 472731 715365 910347 763920 975552 469369 303854 523286 
679243 417092 198691 765648 456739 465940 138493 533174 193117 176855 ,679243 417092 198691 765648 456739 465940 138493 533174 193117 176855 
947217 151950 528265 684620 122383 761581 577064 730177 180978 467716 ,947217 151950 528265 684620 122383 761581 577064 730177 180978 467716 
103363 846047 994033 174069 551668 785787 926551 331949 945146 681567 ,103363 846047 994033 174069 551668 785787 926551 331949 945146 681567 
607352 891486 898183 792856 791653 364740 974586 639315 373446 536499 ,898183 373446 889766 941052 191332 325194 245082 246021 347014 453361 
769372 837689 338959 949613 910989 343394 710661 510801 681592 980311 ,769372 837689 338959 949613 910989 343394 710661 510801 681592 980311 
305436 453777 458014 468497 268629 747138 30831 548657 181608 227129 ,305436 453777 458014 468497 268629 747138 30831 548657 181608 227129 
44126 701665 885193 901654 228376 103195 155568 140732 673394 627964 ,44126 701665 885193 901654 228376 103195 155568 140732 673394 627964 
233215 74547 166546 632906 804732 66611 62557 907976 929231 233859 ,233215 74547 166546 632906 804732 66611 62557 907976 929231 233859 
798141 193920 516194 903797 108821 966552 360774 681426 885256 875864 ,798141 193920 516194 903797 108821 966552 360774 681426 885256 875864 
269649 693996 620820 371013 548603 782115 299013 573704 419938 507250 ,269649 693996 620820 371013 548603 782115 299013 573704 419938 507250 
558871 493418 63842 854561 190798 105664 285083 289974 87647 284006 ,558871 493418 63842 854561 190798 105664 285083 289974 284006 659885 
775816 654581 536917 571150 40393 905995 40496 556792 906190 418697 ,775816 654581 536917 571150 40393 905995 40496 556792 906190 418697 
68806 502460 905162 105010 467351 214439 517997 316278 88453 281847 ,68806 502460 905162 105010 467351 214439 517997 316278 88453 281847 
611744 629038 15659 97978 496847 708796 16452 235000 292305 383543 ,611744 629038 15659 97978 496847 708796 16452 235000 292305 383543 
621610 405157 167526 816500 755392 610754 778860 184892 113160 816746 ,621610 405157 167526 816500 755392 610754 778860 184892 113160 816746 
801170 768933 868428 905625 862738 2839 931973 996922 12906 993259 ,801170 768933 868428 905625 862738 2839 931973 996922 12906 993259 
353085 309656 372023 203283 267561 910880 982569 485793 328251 228688 ,353085 372023 354082 295403 698923 143486 534746 692886 279614 182203 
209504 259484 861142 585445 13227 734821 855914 667424 812483 300470 ,209504 259484 861142 585445 13227 855914 667424 812483 300470 673502 
74547 520334 386297 440220 805467 419980 245914 669197 493327 585792 ,74547 520334 386297 440220 805467 419980 669197 493327 585792 500730 
612000 646128 821816 483116 545675 894021 587502 370766 574779 533052 ,545675 894021 574779 554375 347771 808936 396261 6724 872929 108934 
178149 619852 547305 518232 554448 516804 74188 915714 414951 696930 ,178149 619852 547305 518232 554448 516804 74188 915714 414951 696930 
194710 273526 406453 806577 223669 561459 798988 749260 273869 977643 ,194710 273526 406453 806577 223669 561459 798988 749260 273869 977643 
793358 494715 414946 837982 52982 656168 953922 803392 939380 557173 ,793358 494715 414946 837982 52982 656168 953922 803392 939380 557173 
837431 346400 837301 992830 992771 775427 672630 465398 576209 613373 ,837431 346400 837301 992830 992771 775427 672630 465398 576209 613373 
998349 820535 450808 986919 789733 410314 45092 50435 290619 891789 ,998349 820535 450808 986919 789733 410314 45092 50435 290619 891789 
817838 170951 114760 219881 144645 941507 861802 782930 147850 27061 ,817838 170951 114760 219881 144645 941507 861802 782930 147850 27061 
770990 658180 567753 567775 567767 723499 104859 121996 355464 567759 ,770990 658180 567753 567775 567767 723499 104859 121996 355464 567759 
894084 821468 755729 883260 70253 824671 51317 640340 477853 254510 ,894084 821468 755729 883260 70253 824671 51317 640340 477853 254510 
799865 556943 222095 387016 389087 379401 55410 899432 755173 685523 ,799865 387016 379401 685523 792847 889221 52461 479296 735349 54581 
298639 733619 860154 703421 835526 859367 579484 703810 49482 188811 ,298639 733619 860154 703421 835526 859367 579484 703810 188811 49482 
724038 625435 774998 537309 101222 40985 388162 924220 847054 733357 ,724038 625435 774998 537309 101222 40985 388162 924220 847054 733357 
479152 280573 345037 668471 354747 338708 285840 145000 322627 478934 ,479152 280573 345037 668471 354747 338708 285840 145000 322627 478934 
830004 800760 46783 409549 86757 57318 924226 802707 897508 909784 ,830004 800760 46783 409549 86757 57318 924226 802707 897508 909784 
786969 822206 169071 719908 456065 295766 785745 785771 383916 436009 ,786969 822206 169071 719908 456065 295766 785745 785771 383916 436009 
683948 537303 376289 39119 57318 776860 479390 404856 621112 533585 ,683948 537303 376289 39119 57318 776860 479390 404856 621112 533585 
68381 706377 522234 723673 721870 71513 972963 617874 94492 85741 ,68381 706377 522234 723673 721870 71513 972963 617874 94492 85741 
19443 105622 586855 220867 304525 842335 701009 522849 61956 202090 ,19443 105622 586855 220867 304525 842335 701009 522849 61956 202090 
63710 911572 913231 484879 701515 519567 913400 997739 942066 260692 ,63710 911572 913231 484879 701515 519567 913400 997739 942066 260692 
569484 405033 828410 612606 775569 322599 809330 747259 819 168152 ,569484 405033 828410 612606 775569 322599 809330 747259 819 168152 
71381 190492 110699 776069 609209 577051 929002 788861 222051 852228 ,71381 190492 110699 776069 609209 577051 929002 788861 222051 852228 
846781 206640 230035 391408 963500 867015 480716 875987 632159 535663 ,846781 206640 230035 391408 867015 480716 875987 632159 535663 860472 
420964 863144 418125 580973 287043 635461 398170 931384 870697 126753 ,420964 863144 418125 580973 287043 635461 398170 931384 870697 126753 
528533 515141 40560 396850 151598 5373 152270 435843 494946 554734 ,528533 515141 40560 396850 151598 152270 435843 494946 554734 504435 
94905 291910 60133 156500 819528 291927 188418 684862 88006 17351 ,94905 291910 60133 156500 819528 291927 188418 684862 88006 17351 
534619 763934 293845 444356 429471 310838 741784 717047 906924 535273 ,534619 763934 293845 444356 429471 310838 741784 717047 906924 535273 
653823 63482 724747 707460 629491 490688 215202 431303 735777 965817 ,653823 63482 724747 707460 629491 490688 215202 431303 735777 965817 
785302 197486 53801 194830 273646 723772 170224 474071 806356 64078 ,785302 197486 53801 273646 194830 723772 170224 474071 806356 64078 
397851 703087 137424 627981 574418 519624 113796 721295 484242 426229 ,397851 703087 137424 627981 574418 519624 113796 484242 426229 167007 
192197 982919 990348 772550 504459 855880 839439 989893 852739 201694 ,192197 982919 990348 772550 504459 855880 839439 989893 852739 201694 
997631 843631 439314 291986 678004 179053 180675 905113 287515 713643 ,997631 843631 439314 291986 678004 179053 180675 905113 287515 713643 
350433 95537 518005 453664 516071 795113 731850 830968 903454 178932 ,350433 95537 518005 453664 516071 795113 731850 830968 903454 178932 
264150 43872 519533 426664 840307 484408 68983 903037 886189 250937 ,264150 43872 519533 426664 840307 484408 68983 903037 886189 784246 
714486 915021 787870 569205 537851 519225 637319 52735 898953 153515 ,714486 915021 787870 569205 537851 519225 637319 52735 898953 153515 
837339 374471 659748 64533 638017 574867 966243 283688 587565 573520 ,837339 374471 659748 64533 574867 966243 283688 587565 573520 957670 
832074 636059 202291 433766 936499 441463 915316 300339 271421 965496 ,832074 636059 202291 433766 936499 441463 300339 271421 965496 937248 
852722 725053 822010 174620 60764 363885 295819 24294 400625 153330 ,852722 725053 822010 174620 60764 295819 24294 400625 153330 742325 
731690 794032 179742 262916 784582 578739 69332 264386 518442 816809 ,731690 794032 179742 262916 784582 578739 69332 264386 518442 816809 
868469 60470 531623 543422 837728 982919 94915 69299 16404 568342 ,868469 60470 531623 543422 837728 982919 94915 69299 16404 568342 
497180 511684 490590 228115 106069 509397 11501 487556 158080 365608 ,497180 511684 490590 228115 106069 509397 11501 487556 365608 288739 
514206 326368 442050 514161 258193 486374 467162 819562 636165 154623 ,514206 326368 442050 514161 258193 467162 819562 636165 154623 325697 
893025 39327 993715 8116 917613 996654 296514 38214 7934 976839 ,893025 39327 993715 8116 917613 996654 296514 38214 7934 976839 
215337 613031 672435 768787 672377 640740 893590 996884 760139 893011 ,613031 672435 768787 672377 640740 893590 996884 760139 893011 552120 
680157 585071 308268 163502 580038 965944 591429 941959 203776 505667 ,680157 585071 163502 580038 591429 941959 203776 505667 795782 82857 
821768 554428 524142 552102 596348 884020 867057 361340 411488 606231 ,821768 554428 552102 884020 867057 361340 411488 606231 450887 516459 
17082 571927 701868 778510 115956 123880 646972 725736 483506 811747 ,17082 571927 778510 115956 123880 646972 725736 483506 811747 949752 
23168 438380 210901 619800 211546 769592 876880 156488 859243 659822 ,438380 210901 619800 769592 876880 859243 659822 674790 837121 338919 
961474 411483 67573 805712 236892 363585 214487 564775 37011 791295 ,411483 67573 805712 236892 363585 564775 791295 174862 478797 162869 
456337 661746 924529 789930 978038 64725 911747 942351 543231 637537 ,456337 661746 924529 789930 978038 64725 911747 942351 543231 637537 
634565 815643 988612 560769 912441 536128 776837 71785 291050 96033 ,634565 815643 988612 560769 912441 536128 776837 71785 291050 96033 
122957 524206 339549 422787 246858 458066 254264 465056 533799 488284 ,122957 524206 339549 422787 246858 458066 254264 465056 533799 488284 
934189 94293 81369 580427 925494 748858 531003 11229 261021 435855 ,934189 94293 81369 580427 925494 748858 11229 261021 435855 351646 
857351 954443 426241 858025 511868 832431 736065 238633 92477 633154 ,857351 954443 426241 858025 511868 832431 736065 238633 92477 633154 
425187 127327 151006 108299 277865 341375 362769 6977 488376 695259 ,127327 277865 341375 362769 6977 488376 695259 413880 692492 999747 
788671 148271 158879 326378 904201 169100 789033 535544 254123 280425 ,788671 148271 158879 326378 169100 789033 535544 280425 93011 763159 
687343 897451 803783 146157 242061 687497 633030 865019 392584 850197 ,687343 897451 803783 146157 242061 687497 633030 392584 850197 204009 
528844 529020 927604 61800 747453 733589 966065 339013 502344 351536 ,528844 529020 927604 61800 747453 733589 966065 339013 502344 351536 
504439 294185 228395 992251 417576 285222 822821 417566 738164 900301 ,504439 294185 228395 992251 417576 285222 822821 417566 738164 900301 
370814 692115 64439 525065 31473 711515 126339 78478 998597 992474 ,370814 692115 64439 31473 711515 126339 78478 998597 992474 105754 
686581 363708 995002 458692 562767 366806 685838 597323 935883 840511 ,686581 363708 995002 458692 562767 366806 685838 597323 935883 840511 
537652 936313 680262 100354 283782 370005 859621 85980 388872 87123 ,936313 680262 100354 283782 370005 859621 85980 388872 87123 491777 
973014 322375 307139 321641 522810 16749 525355 719794 151502 21921 ,973014 322375 307139 321641 522810 16749 525355 719794 151502 21921 
299924 96485 701588 548894 193972 723185 349629 33094 595308 325405 ,299924 96485 701588 548894 193972 723185 349629 33094 595308 325405 
645827 493933 259578 126959 886885 323193 931516 873519 946051 564821 ,645827 493933 259578 126959 886885 323193 931516 873519 946051 564821 
869523 15351 933089 201370 606481 960795 913121 545090 200477 272509 ,869523 933089 960795 545090 200477 272509 842090 223734 62058 660752 
551391 550449 435302 17800 556465 434234 982055 622003 574944 223144 ,551391 550449 435302 17800 556465 434234 982055 622003 574944 223144 
727294 946783 350939 352667 1046 72343 192545 285080 277426 175562 ,946783 350939 1046 72343 192545 285080 277426 175562 929394 690102 
613715 56362 302994 381456 269989 495610 362588 958913 17533 554040 ,613715 56362 302994 381456 269989 362588 958913 17533 554040 347682 
558867 587414 987198 31742 635751 476313 211518 728143 948623 975493 ,587414 987198 635751 476313 948623 975493 162249 551094 118161 554005 
379137 642312 702272 53440 562826 588693 452289 891186 190954 585213 ,379137 642312 702272 53440 562826 588693 452289 891186 190954 585213 
521890 886222 247786 724776 922997 781685 718887 11845 986734 858200 ,521890 886222 247786 724776 922997 781685 718887 11845 986734 858200 
181377 463751 267260 248206 324654 954777 266757 87681 214355 75454 ,267260 248206 324654 954777 266757 87681 75454 819785 729425 954906 
560850 844665 11008 60604 878129 14808 845709 286348 855730 845682 ,560850 844665 11008 60604 878129 14808 845709 286348 855730 845682 
531599 740630 532036 361777 361817 254229 90792 129973 71496 421175 ,531599 740630 532036 361777 361817 254229 90792 129973 71496 421175 
805790 989031 16653 392306 400722 524655 127991 694457 431892 156762 ,805790 989031 16653 392306 400722 524655 127991 694457 431892 156762 
16605 207505 899027 482806 722747 715446 572834 112204 685486 507306 ,16605 207505 899027 482806 722747 715446 572834 112204 685486 507306 
855504 996997 913938 857128 856316 991362 991620 854953 190620 911659 ,855504 996997 856316 991362 991620 854953 190620 911659 846198 923163 
678801 614565 989936 635075 237974 705274 529649 79934 923856 973151 ,678801 989936 635075 237974 705274 529649 79934 923856 973151 588729 
68546 111781 713544 523799 826110 123294 363570 122052 614923 527856 ,68546 111781 713544 523799 826110 123294 363570 122052 614923 527856 
546613 530830 275649 944155 829774 83652 711785 396647 441649 752591 ,546613 530830 275649 944155 829774 83652 711785 396647 441649 752591 
369789 563421 253228 264266 12829 840779 823068 402688 172073 475388 ,563421 253228 264266 12829 840779 823068 402688 172073 475388 267822 
384948 194986 68578 271666 271848 351906 630259 864500 76947 214386 ,194986 271666 271848 630259 864500 76947 92724 198607 247542 805791 
