GT,Result
608190 606700 391320 391221 602235 593641 592601 430327 704787 845318 ,608190 606700 391320 391221 602235 593641 592601 430327 704787 845318 
385813 909338 904746 261539 207704 527796 929748 580124 218410 437363 ,385813 909338 904746 261539 207704 527796 929748 580124 218410 437363 
603534 606112 443326 912472 903896 345339 27386 373082 135262 140362 ,603534 606112 443326 912472 903896 345339 27386 373082 135262 140362 
435655 594358 382199 430857 670292 241430 22496 527545 430490 274921 ,435655 594358 382199 430857 670292 241430 22496 527545 430490 274921 
383684 605264 392713 440731 898506 442715 414032 440036 827239 501055 ,383684 605264 392713 440731 898506 442715 414032 440036 827239 501055 
376877 435280 607181 435034 447152 901939 968399 360211 188523 868670 ,376877 435280 607181 435034 447152 901939 968399 360211 188523 868670 
900880 913681 377944 759656 299187 109857 246545 734281 790797 360711 ,900880 913681 377944 759656 299187 109857 246545 734281 790797 360711 
391848 386160 387108 607705 387194 433559 608342 436619 600056 447760 ,391848 386160 387108 607705 387194 433559 608342 436619 600056 447760 
794489 593623 430214 597797 896973 439323 437140 592304 900245 900338 ,794489 593623 430214 597797 896973 439323 437140 592304 900245 900338 
431060 911850 444046 602214 432465 914430 603407 388733 383816 609424 ,431060 911850 444046 602214 432465 914430 603407 388733 383816 609424 
388634 902204 595979 378852 390599 904743 438457 440332 432407 533499 ,388634 902204 595979 378852 390599 904743 438457 440332 432407 533499 
377912 377507 897412 380427 592323 335519 274824 741501 78714 750622 ,377912 377507 897412 380427 592323 335519 274824 741501 78714 750622 
593289 593989 899785 392459 608768 910121 904800 441633 906086 910952 ,593289 593989 899785 392459 608768 910121 904800 441633 906086 910952 
436282 388585 607691 899422 601055 439039 382848 604278 539419 418088 ,436282 388585 607691 899422 601055 439039 382848 604278 539419 418088 
432935 385842 592369 437032 595528 905749 531306 821096 890718 554690 ,432935 385842 592369 437032 595528 905749 531306 821096 890718 554690 
430010 439827 443587 904738 592659 441617 910576 604948 444392 598739 ,430010 439827 443587 904738 592659 441617 910576 604948 444392 598739 
433148 435800 391783 595872 442478 446226 434948 907474 380750 376920 ,433148 435800 391783 595872 442478 446226 434948 907474 380750 376920 
439895 911366 908523 377379 444956 913977 912969 596539 908173 908918 ,439895 911366 908523 377379 444956 913977 912969 596539 908173 908918 
431378 392098 595145 903544 443020 381041 391802 835598 660963 802243 ,431378 392098 595145 903544 443020 381041 391802 835598 660963 802243 
593298 432431 383677 431928 897309 386316 609891 597472 600482 436693 ,593298 432431 383677 431928 897309 386316 609891 597472 600482 436693 
899803 897443 375695 380875 386357 441671 383037 391241 596490 643837 ,899803 897443 375695 380875 386357 441671 383037 391241 596490 643837 
382390 392415 388286 899072 439538 438121 952607 685046 842244 897834 ,382390 392415 388286 899072 439538 438121 952607 685046 842244 897834 
438447 447339 901139 596531 444389 599082 434441 378915 432516 434998 ,438447 447339 901139 596531 444389 599082 434441 378915 432516 434998 
381437 911952 378534 914111 447764 441104 391178 604322 594050 600943 ,381437 911952 378534 914111 447764 441104 391178 604322 594050 600943 
441104 378534 378571 600943 594050 441860 381437 608163 447764 604322 ,441104 378534 378571 600943 594050 441860 381437 608163 447764 604322 
388288 599858 905775 390353 896956 385389 594829 910089 388626 603495 ,388288 599858 905775 390353 896956 385389 594829 910089 388626 603495 
430763 606699 903598 906732 389040 914022 444081 379293 591714 444765 ,430763 606699 903598 906732 389040 914022 444081 379293 591714 444765 
593979 594052 442544 447157 602310 432472 441949 908192 384358 406347 ,593979 594052 442544 447157 602310 432472 441949 908192 384358 406347 
429642 375780 598771 599109 905728 909617 663508 891389 210758 346201 ,429642 375780 598771 599109 905728 909617 663508 891389 210758 346201 
429642 599109 905728 375780 598771 909617 891389 210758 657347 575587 ,429642 599109 905728 375780 598771 909617 891389 210758 657347 575587 
898945 906508 445323 440261 608116 389059 435610 912468 380082 390063 ,898945 906508 445323 440261 608116 389059 435610 912468 380082 390063 
390598 433476 432578 381368 911295 602212 440328 393179 565683 801722 ,390598 433476 432578 381368 911295 602212 440328 393179 565683 801722 
390598 432578 602212 433476 393179 381368 911295 440328 999194 736981 ,390598 432578 602212 433476 393179 381368 911295 440328 999194 736981 
39085 906912 377491 607100 910548 434728 592696 907434 392360 437523 ,39085 906912 377491 607100 910548 434728 592696 907434 392360 437523 
436286 379992 593196 435622 387470 602827 391225 901900 435761 608893 ,379992 593196 435622 387470 602827 391225 901900 435761 608893 602854 
441990 384647 599035 387127 906749 384266 602931 439028 896960 595137 ,441990 384647 599035 387127 906749 384266 602931 439028 896960 595137 
597573 906751 441605 897432 596435 392447 902185 899510 391797 377551 ,597573 906751 441605 897432 596435 392447 902185 899510 391797 377551 
596802 447209 912563 601466 382179 912522 393068 387889 436191 604312 ,596802 447209 912563 601466 382179 912522 393068 387889 436191 604312 
433957 443387 444988 377929 429596 906472 446836 377953 598720 906515 ,433957 443387 444988 377929 429596 906472 446836 377953 598720 906515 
393149 896951 900653 597490 899903 608835 901823 901120 389067 602903 ,393149 896951 900653 597490 899903 608835 901823 901120 389067 602903 
