GT,Result
392649 380462 382115 434457 909541 432534 609383 898565 605724 431362 ,392649 380462 432534 431362 434725 390302 909321 599540 601418 602823 
855306 669698 721320 887018 614597 787311 779989 674744 823788 894516 ,721320 887018 779989 602823 908469 447268 441984 392649 381717 899038 
617450 597580 392649 434457 440916 600264 602134 609383 390785 607076 ,597580 392649 440916 600264 609383 390785 607076 443516 386587 393565 
451081 680604 989579 970872 590400 886681 504514 689890 504271 941259 ,451081 689890 691901 657799 771470 426908 767439 506535 910176 629209 
617044 961676 462099 890069 349144 449780 997029 414860 939498 905486 ,414860 939498 905486 377381 202699 447340 434750 506375 446225 388357 
980074 971424 483331 536342 443849 959941 588806 389136 784343 779989 ,483331 536342 779989 537267 436482 785341 406056 604397 893319 911973 
998775 544926 644256 799617 511185 912605 911196 908972 910070 911844 ,799617 912605 911844 599548 905486 911371 376280 901195 435665 438414 
432556 386666 447263 384827 439894 441990 907202 896758 901257 389552 ,432556 384827 441990 593577 387082 607076 437559 379000 379911 603758 
36847 979942 696744 811553 734252 969030 525155 662957 898639 593205 ,811553 525155 644122 384793 431044 609895 393566 593530 442539 437104 
827394 450733 395265 448087 950593 379751 228531 778947 141893 575117 ,827394 325925 608889 608132 911180 902958 606695 600135 912504 608474 
779712 488803 816449 383393 434468 911413 384788 908973 636192 375789 ,434468 911413 384788 908973 636192 375789 601884 392953 593615 603269 
985886 686920 893455 733675 434754 387852 888834 605683 898276 376884 ,893455 434754 387852 888834 605683 376884 601856 905474 595876 902227 
41640 436158 920527 445919 906034 599782 436661 588879 907884 606988 ,41640 436158 445919 906034 599782 436661 588879 907884 606988 380470 
627287 578233 618569 708660 343433 292301 436158 898216 903252 599753 ,618569 343433 436158 898216 903252 375755 908030 391348 392461 908286 
490905 831120 896024 502149 492661 484809 525650 842863 431507 811073 ,484809 842863 802355 965797 462165 954288 699451 867483 628400 657439 
17362 594271 385269 389016 439591 593722 447769 432535 912988 432466 ,594271 439591 593722 432535 912988 379990 442884 377442 596880 900560 
836043 565548 566139 965153 994673 920760 471436 650962 678443 805934 ,836043 566139 920760 471436 650962 805934 543155 433563 435581 430334 
587608 927377 670476 666875 936364 555264 548186 977207 417169 522277 ,548186 989238 934662 391330 444953 437159 910638 908650 390081 440350 
684895 399347 739071 413436 676121 831218 559112 376476 471099 904470 ,684895 904470 704883 486911 939564 965226 608384 435725 380432 906722 
679860 895937 592688 440729 384808 392685 437976 903210 433574 596506 ,384808 437976 433574 897395 914088 441980 386102 595157 446257 599043 
735849 949485 906829 898663 595960 600611 908509 595889 433511 908177 ,906829 898663 600611 908509 595889 433511 602156 897490 435581 432994 
383918 434719 432301 911776 393986 903210 390625 907967 381025 601861 ,383918 434719 432301 911776 390625 907967 437563 387443 391356 593986 
303062 387182 165407 377312 446220 594221 899531 602382 380458 432354 ,165407 377312 446220 380458 910083 444316 392951 609889 595843 900584 
357619 780547 722018 975847 747669 73383 897446 901408 386102 440278 ,357619 386102 899515 898024 432354 437549 601433 429642 595843 378455 
423884 432398 393186 378179 377471 441580 598788 909969 596506 609359 ,432398 393186 378179 377471 441580 598788 596506 609359 596982 431888 
443017 597538 896832 446257 897530 592688 598103 909579 393192 900910 ,597538 446257 897530 598103 438987 388539 606053 896883 431688 607691 
438998 380475 599055 609359 609095 436551 439859 601139 593966 437171 ,438998 599055 609359 609095 439859 601139 593966 437171 598694 385497 
378950 901917 375771 906502 432301 379670 910907 430999 608066 591851 ,378950 901917 375771 432301 379670 910907 430999 608066 591851 606986 
43837 350963 372127 185059 987357 203621 232473 668476 73094 158563 ,43837 372127 987357 203621 73094 158563 101714 181998 48394 283601 
10748 543930 400077 256153 736874 347129 915575 286161 848535 118866 ,118866 888942 50705 71152 910122 238554 629693 599838 765415 435060 
595586 901970 602246 385854 602345 899386 599823 593927 435766 388578 ,595586 602246 602345 599823 388578 597000 906775 605540 381468 904319 
661768 832965 626866 463340 919931 445633 375691 909530 438031 601865 ,626866 463340 445633 909530 438031 437890 593996 384788 596972 603822 
872341 615217 606988 432901 906515 392050 380387 906538 600234 597474 ,606988 432901 392050 380387 906538 600234 897342 607107 381688 431933 
800777 948158 452534 517219 672929 574511 616562 385070 987563 679176 ,948158 517219 672929 385070 679176 859356 494585 860806 642435 404060 
393925 901716 897320 384762 376967 593735 433149 901775 908458 431933 ,393925 901716 897320 384762 908458 431933 434408 386610 389124 378976 
848959 447788 563825 385818 391120 608888 900297 601077 380387 903467 ,447788 608888 601077 903467 429596 607055 911999 910859 593294 908992 
245068 511916 388997 393994 378966 906879 599714 432933 907521 431733 ,393994 906879 599714 907521 376150 387627 608805 385845 601359 608064 
730738 377362 439544 912364 386710 381829 391746 441154 897901 382824 ,439544 386710 441154 897901 382824 904833 378720 606659 429596 444095 
584284 683569 377953 377357 898778 440636 390567 910864 905458 375773 ,377953 377357 390567 910864 375773 436219 607417 591940 899013 906429 
796737 847162 958786 481558 483474 755514 685898 398634 532569 727456 ,847162 958786 755514 685898 398634 532569 646915 953948 919767 491387 
