GT,Result
164841 162968 41282 568573 710083 622976 158013 488745 864004 149289 ,164841 162968 568573 710083 622976 488745 864004 149289 160251 992658 
493240 498184 666239 95600 588126 412953 152778 503866 664472 468535 ,493240 498184 666239 95600 588126 412953 152778 503866 664472 468535 
90552 199192 484569 1020617 352876 693652 165814 285872 487121 983292 ,90552 199192 484569 1020617 352876 693652 165814 285872 487121 983292 
858794 921846 272769 543735 735184 299444 41389 423549 354980 352876 ,858794 921846 272769 543735 735184 299444 41389 423549 354980 352876 
925996 710678 26396 1003337 649850 169590 763913 168266 662692 952928 ,925996 710678 26396 1003337 649850 763913 168266 662692 952928 858024 
606926 168029 58794 125329 973949 116204 41289 892821 193505 101291 ,606926 168029 58794 125329 973949 116204 41289 892821 193505 150654 
162153 258782 436343 877264 571527 42135 435584 621571 877925 157030 ,162153 258782 436343 877264 571527 42135 435584 621571 877925 60675 
82188 462923 76969 300865 174970 171664 66993 299444 385049 66983 ,82188 462923 76969 300865 174970 171664 299444 385049 66983 163609 
572324 487121 268293 41389 70040 382223 505746 307360 89650 102583 ,572324 487121 268293 41389 70040 382223 505746 307360 89650 102583 
735184 360561 89063 683200 61886 96093 56130 895834 921846 156327 ,735184 360561 683200 96093 56130 895834 921846 156327 149955 597090 
252216 591844 680550 156402 681639 163988 177257 128155 191674 967211 ,252216 591844 680550 156402 681639 163988 177257 128155 191674 967211 
3550 965061 672471 462923 3368 382734 168266 140478 19050 39743 ,3550 965061 672471 462923 382734 168266 140478 19050 39743 885948 
157030 235281 39743 526702 25063 42135 572769 788515 258782 309607 ,157030 235281 39743 526702 25063 42135 572769 788515 258782 309607 
330676 447866 409479 364189 382734 484066 15344 221188 374999 319934 ,330676 447866 409479 364189 382734 484066 15344 221188 374999 319934 
798402 115456 818037 688595 169532 973949 640762 805573 785077 123792 ,798402 818037 688595 973949 640762 805573 123792 100195 858794 336256 
150654 916491 141940 59584 710678 66486 165531 973949 102583 26588 ,150654 916491 141940 59584 710678 165531 973949 102583 26588 74563 
572769 141755 309607 382734 261703 150574 526702 590693 235281 160763 ,572769 309607 382734 261703 150574 526702 590693 235281 160763 194320 
178519 44878 125335 94346 958927 630444 727653 194761 84293 124857 ,178519 44878 125335 94346 958927 630444 727653 194761 84293 124857 
583395 543735 174883 56130 82188 526702 462923 118399 158037 938566 ,583395 543735 174883 56130 526702 462923 118399 158037 938566 886234 
106458 59432 106527 703950 689269 305265 82188 158925 118004 12464 ,106458 106527 703950 689269 305265 82188 158925 118004 12464 299444 
76969 171664 378489 52382 354954 435382 89063 51074 543735 385049 ,76969 171664 378489 52382 354954 435382 51074 543735 385049 300865 
1035599 572769 39743 129263 712715 100469 163609 152238 25296 162153 ,1035599 572769 39743 712715 100469 163609 152238 25296 162153 877264 
163988 680550 128155 252216 177257 157464 618385 591844 588529 156402 ,163988 680550 128155 252216 177257 157464 618385 591844 588529 156402 
44878 42126 108571 146760 194761 66983 173060 689269 861898 788346 ,44878 42126 108571 146760 194761 66983 689269 861898 788346 278793 
483747 160251 880226 94657 948659 252249 1011514 678401 151569 858794 ,483747 160251 880226 94657 948659 252249 1011514 678401 151569 858794 
880226 961885 736414 160251 689920 146760 1015419 252249 459652 701098 ,880226 961885 736414 160251 689920 146760 1015419 252249 459652 701098 
761096 780874 157030 141495 85698 148949 106810 177709 39743 712715 ,761096 780874 157030 141495 85698 148949 106810 177709 39743 712715 
780874 39743 60675 129077 462407 148949 1046904 173659 352876 163369 ,780874 39743 60675 129077 462407 148949 1046904 173659 352876 157030 
160251 41389 179278 66983 76969 948659 56130 678401 354980 174883 ,160251 41389 179278 66983 948659 56130 678401 354980 174883 683200 
468535 461328 224773 896892 969544 1032077 382734 968826 3368 43196 ,468535 461328 224773 896892 969544 1032077 382734 43196 866388 39638 
149289 606251 1044444 146892 1013293 622976 655589 689269 462923 160251 ,149289 606251 1044444 146892 1013293 622976 655589 689269 462923 160251 
701098 177848 147729 727653 723202 171752 252249 1015419 467166 970447 ,701098 177848 147729 727653 723202 171752 252249 1015419 467166 970447 
116108 3368 833413 864004 55411 338644 768127 677616 1014270 127230 ,116108 833413 864004 55411 338644 768127 677616 1014270 127230 1009679 
539189 634393 207039 200102 106554 243925 862465 20237 42916 123290 ,539189 634393 207039 200102 106554 243925 862465 20237 803302 856907 
101291 125119 14147 45135 606112 168029 634393 937977 58794 39757 ,125119 14147 45135 606112 168029 634393 937977 58794 39757 75246 
245261 25179 630444 141495 118004 665243 165092 148949 94346 299444 ,245261 25179 630444 141495 118004 665243 165092 148949 94346 299444 
51354 25296 600267 200102 63911 959217 51643 152778 74474 51486 ,51354 25296 600267 200102 63911 959217 51643 74474 51486 39784 
980041 558611 260767 1026233 168766 550730 305265 44080 727629 119677 ,980041 558611 260767 1026233 168766 550730 305265 44080 727629 119677 
315849 165092 701098 1043074 891566 723202 147729 711924 738762 712715 ,315849 165092 701098 1043074 891566 723202 147729 711924 738762 712715 
61166 779675 381986 258782 364189 221188 366612 896892 38965 134887 ,61166 779675 381986 258782 364189 221188 366612 896892 134887 969544 
961081 76047 159097 503759 29206 878163 26828 988446 1046904 177709 ,961081 159097 503759 29206 878163 26828 988446 1046904 177709 177065 
156297 858794 453081 175839 169532 149681 272769 165533 865305 785077 ,156297 858794 453081 175839 169532 149681 272769 165533 865305 558611 
970447 588529 695274 164841 1044444 94657 484674 205365 689269 173060 ,970447 588529 695274 164841 1044444 94657 484674 205365 689269 1015836 
80747 885418 87804 175879 189289 1005470 101291 866388 150654 303004 ,80747 885418 87804 189289 1005470 101291 866388 150654 303004 405866 
76047 27634 159097 124580 736058 199192 1035675 352876 129077 354560 ,27634 159097 124580 736058 199192 1035675 352876 129077 354560 177709 
61166 1046904 526702 150574 436482 542875 315849 137978 74597 1026233 ,61166 1046904 526702 150574 436482 542875 315849 137978 74597 1026233 
511928 675522 732028 484569 201507 453081 38147 285872 961081 176031 ,511928 675522 732028 484569 201507 453081 38147 285872 961081 8456 
76047 173659 1035675 780874 129077 675522 186076 95600 177709 88315 ,76047 173659 1035675 780874 129077 675522 186076 95600 177709 88315 
591844 252216 680550 156402 967211 681639 128155 726051 163988 732260 ,591844 252216 680550 156402 967211 681639 128155 726051 163988 732260 
766351 43196 141123 1032077 381986 916710 124715 46427 51672 3550 ,766351 43196 1032077 381986 916710 124715 46427 51672 3550 832495 
133271 315849 39261 89650 165814 70040 572324 711023 487121 166118 ,133271 315849 89650 165814 70040 572324 711023 487121 924076 41389 
447866 330676 300865 337642 382734 603886 16832 260767 151155 4952 ,447866 330676 300865 337642 382734 603886 260767 151155 4952 605432 
