GT,Result
139179 137349 138257 9909 171758 175399 80394 778500 854842 904186 ,139179 137349 138257 9909 171758 54860 175399 80394 778500 854842 
8265 8526 7780 168086 136505 96091 558722 615832 162789 67785 ,8265 8526 7780 168086 136505 96091 558722 615832 162789 144736 
155863 15787 994435 60258 37825 153847 89766 157510 69972 1005350 ,155863 15787 994435 60258 37825 153847 89766 157510 69972 1005350 
97027 54157 779090 146715 92335 188250 197258 319158 109009 19751 ,97027 54157 779090 146715 92335 188250 197258 319158 109009 19751 
7780 8265 136505 8526 168086 96091 162789 558722 615832 67785 ,7780 8265 136505 8526 168086 96091 162789 144736 558722 615832 
92335 97027 54157 146715 779090 197258 188250 19751 319158 109009 ,92335 97027 54157 146715 779090 197258 188250 19751 319158 109009 
51748 73914 76955 164619 173787 66441 535176 37732 85821 468212 ,51748 73914 76955 164619 173787 66441 535176 37732 85821 468212 
197258 97027 54157 92335 188250 779090 146715 109009 319158 19751 ,197258 97027 54157 92335 188250 779090 146715 109009 319158 19751 
247608 929833 4955 639938 58809 4059 87766 42804 334891 679465 ,247608 929833 4955 639938 58809 4059 87766 42804 334891 679465 
80394 9909 854842 175399 171758 138257 139179 778500 904186 137349 ,80394 9909 854842 175399 171758 138257 54860 139179 778500 904186 
146715 97027 54157 197258 92335 779090 188250 319158 19751 109009 ,146715 97027 54157 197258 92335 779090 188250 319158 19751 109009 
9909 175399 854842 171758 139179 80394 137349 138257 778500 904186 ,9909 175399 854842 54860 171758 139179 80394 137349 138257 778500 
54157 92335 97027 19751 146715 779090 319158 188250 197258 109009 ,54157 92335 97027 19751 146715 779090 319158 188250 197258 109009 
4112 172754 280859 129025 978297 154248 214939 117554 39976 35455 ,4112 172754 280859 129025 978297 154248 214939 117554 39976 35455 
171758 854842 175399 80394 9909 904186 139179 137349 138257 778500 ,171758 854842 175399 80394 9909 54860 904186 139179 137349 138257 
51088 275513 59536 745999 37377 155311 135198 107823 59443 137532 ,51088 275513 59536 745999 37377 155311 135198 107823 59443 122375 
171758 854842 80394 778500 175399 9909 137349 138257 139179 904186 ,171758 54860 854842 80394 778500 175399 9909 137349 138257 139179 
387683 21559 926125 729964 999227 164875 159728 8426 123486 73676 ,387683 21559 926125 729964 999227 164875 159728 8426 123486 73676 
168766 655589 100469 122759 167092 168188 241547 38147 970074 810625 ,168766 655589 100469 122759 157808 167092 168188 241547 18550 38147 
104962 152382 137978 90293 202930 100195 31701 14199 618385 106902 ,104962 152382 137978 90293 202930 100195 31701 14199 618385 106902 
137978 100195 104962 90293 152382 14199 202930 31701 106902 505814 ,137978 100195 104962 90293 152382 14199 202930 31701 106902 505814 
104962 152382 14199 505814 137978 90293 106902 100195 202930 31701 ,104962 152382 14199 505814 137978 90293 106902 100195 202930 31701 
618385 505814 202930 152382 137978 14199 104962 100195 90293 106902 ,618385 505814 202930 152382 137978 14199 104962 100195 90293 106902 
19404 20782 43231 46850 845429 103445 82620 88644 100839 108625 ,19404 20782 43231 46850 845429 103445 82620 88644 100839 108625 
38147 168766 655589 167092 100469 168188 73924 122759 241547 970074 ,38147 168766 655589 167092 100469 168188 73924 157808 122759 241547 
137978 152382 90293 14199 100195 31701 104962 202930 106902 505814 ,137978 152382 90293 14199 100195 31701 104962 202930 106902 505814 
353876 361803 132190 43664 91598 158857 45163 172251 164879 61132 ,353876 361803 132190 20260 43664 91598 158857 151636 45163 172251 
90293 104962 137978 100195 202930 152382 106902 14199 618385 505814 ,90293 104962 137978 100195 202930 152382 106902 14199 618385 505814 
51135 39109 49055 143685 1041016 380166 113073 40368 20234 131502 ,51135 39109 49055 143685 1041016 380166 113073 40368 26671 20234 
162794 163568 87991 856918 163166 166672 1052973 71414 57344 42072 ,162794 163568 87991 108767 856918 163166 166672 1052973 71414 57344 
158477 694078 118819 47882 189820 150730 24654 101579 834060 72928 ,158477 694078 118819 47882 189820 150730 24654 101579 116058 834060 
80849 398158 61060 454488 23047 32021 15290 49700 151734 140184 ,80849 398158 61060 454488 21652 23047 32021 15290 49700 25204 
189862 43231 108625 19404 103445 46850 20782 100839 845429 82620 ,189862 43231 108625 19404 103445 46850 20782 100839 845429 82620 
35416 1041016 51135 20234 380166 49055 39109 131502 113073 143685 ,35416 1041016 51135 20234 380166 55335 49055 39109 26671 131502 
