GT,Result
4804012 277126 4713660 2849743 1150108 2797811 579348 610390 423266 545517 ,277126 1716418 3558193 181613 2219627 1046292 4002404 395861 3876660 2119384 
4083311 3300924 972034 1940759 476237 4450347 520192 2389501 2791316 2806753 ,3300924 2755599 4470035 4137811 2427407 686657 2914507 624356 1978047 3922974 
3172449 1451319 1907154 4961974 4347353 173340 4584938 2575209 938108 3148664 ,1451319 1907154 2914654 3247725 2518055 4769095 4658613 3820871 3486987 1259915 
737970 1584438 4795268 2290925 2642597 920666 3911285 3244642 2094009 4809598 ,1584438 4795268 2290925 2642597 3244642 4631631 2314887 4659978 4920926 1652611 
3851558 3114683 4481360 3490218 1137005 733584 2751929 4314843 2600732 3626224 ,3851558 1137005 733584 4314843 3626224 4637269 2201203 1780681 2846693 4635720 
978485 2648554 503391 842679 1706161 2754684 581251 3334774 4606911 2300285 ,978485 503391 2754684 581251 3334774 136219 3213055 1577882 3090560 4188128 
4949630 979919 2206432 757322 1339630 1602833 4684941 4072857 4802442 2480750 ,2480750 594494 956796 3765094 1819435 515040 3152084 934003 4923978 159727 
3815361 3047019 1447567 1579940 3191201 1971831 2026126 4094652 2432509 1823737 ,3047019 3191201 2026126 2154932 45301 3593670 4088764 3023021 3507925 1584697 
4474294 4869734 1347004 1573500 846772 4814524 1973243 2900898 2718227 480843 ,2811170 4720458 1251598 1183425 4324220 3357830 1818339 4862785 1627718 2178230 
3589532 2803082 4923073 4461256 1053453 753225 756248 135538 921787 2260494 ,3589532 2803082 1053453 921787 2260494 1412741 790353 3100260 34946 1747936 
1831399 2739784 3396362 2862739 1903180 1443742 3710826 1879284 1115663 2980912 ,2739784 3396362 1903180 1879284 2980912 1598908 2863356 2142837 3964357 2172971 
1670387 3415431 3673399 1287160 2597462 1333262 1672995 3070603 4222350 3444340 ,2597462 1333262 1672995 3070603 4222350 1474710 1241743 1678504 4857245 1244362 
3434212 1703469 1534053 3185862 2246898 591515 4703260 2902462 643160 1935167 ,3434212 1534053 3185862 691188 3208624 2085200 940161 3960397 4917867 1873776 
