GT,Result
995412 469234 856255 356394 429364 430076 624043 870915 889865 282840 ,995412 469234 356394 429364 430076 624043 870915 889865 282840 474591 
270781 712930 611369 460268 680120 769051 757837 414259 241409 821416 ,270781 712930 611369 460268 680120 769051 757837 414259 241409 821416 
671366 230119 393239 565969 317345 831819 917155 34625 307466 832445 ,671366 230119 393239 565969 317345 831819 917155 34625 307466 832445 
627706 889467 403811 698086 749879 217631 181531 468608 267102 398135 ,627706 889467 698086 217631 181531 468608 267102 398135 533248 780258 
699235 273444 263575 225828 658785 447494 297256 779367 257740 409397 ,263575 225828 658785 447494 297256 779367 257740 409397 298291 973437 
659415 78800 608717 932443 68364 348641 43723 383371 774022 533051 ,78800 608717 932443 68364 348641 43723 383371 774022 533051 875824 
987512 359573 628083 183059 873622 72104 745454 62197 516823 686952 ,987512 359573 628083 183059 873622 72104 745454 516823 686952 263710 
194761 780258 988191 828905 121965 860101 209800 440922 550279 888793 ,194761 780258 988191 828905 121965 860101 209800 440922 550279 888793 
338057 422970 536570 950640 654123 911108 851549 757584 703830 272829 ,338057 422970 536570 950640 911108 851549 757584 703830 272829 560998 
372605 774031 912417 719796 699425 850773 764248 519243 239517 302149 ,372605 774031 912417 719796 699425 850773 764248 519243 239517 302149 
262710 361991 120261 813835 810145 668946 421821 410701 308858 124430 ,262710 361991 120261 813835 810145 668946 421821 410701 308858 124430 
476430 560112 592048 382451 18037 651265 334155 842494 626706 612244 ,476430 560112 592048 382451 18037 651265 334155 842494 626706 612244 
623107 291935 341004 858518 151396 238322 206672 872989 183576 262390 ,623107 291935 341004 858518 151396 238322 872989 183576 262390 465040 
479332 783284 170310 767120 855016 48202 567006 9480 497048 434629 ,479332 783284 767120 855016 48202 567006 9480 497048 434629 308922 
993680 749024 672235 589348 127578 289671 46849 552133 328262 467355 ,993680 749024 672235 589348 127578 289671 46849 552133 328262 467355 
915447 489934 147198 860524 85016 852728 22871 322777 723179 248928 ,915447 489934 147198 860524 85016 852728 248928 886746 973107 861481 
287663 855988 226422 265448 753605 71986 566350 106371 516190 394886 ,287663 855988 226422 265448 753605 71986 566350 106371 516190 394886 
318456 672967 79424 830506 380938 112706 96029 149577 442889 13943 ,672967 79424 830506 380938 112706 96029 149577 442889 13943 513920 
673092 863667 237943 887081 694789 179118 491129 54580 483695 702111 ,673092 863667 237943 887081 694789 491129 54580 483695 702111 360466 
284155 233741 638996 442484 133524 242889 251416 32143 748463 108688 ,284155 638996 442484 133524 251416 32143 108688 225967 602155 689872 
933682 729658 108105 714624 79550 488254 951207 451705 233786 737474 ,933682 729658 108105 714624 79550 488254 951207 233786 737474 533438 
298536 29536 388344 998234 241090 828964 169468 625198 793041 469160 ,298536 29536 388344 625198 793041 469160 324322 738029 27829 743606 
65297 850954 693674 144029 902728 738421 953123 987773 136977 987977 ,65297 144029 902728 738421 953123 987773 136977 987977 732676 869674 
327535 10971 885695 995040 547933 301179 760821 29694 410899 288549 ,327535 10971 885695 995040 547933 760821 29694 410899 288549 937617 
824175 483481 236565 12019 854449 44787 254850 719817 552363 734788 ,824175 483481 12019 854449 44787 254850 719817 552363 734788 314209 
672279 114604 362970 113862 543147 993111 257674 703934 198512 967622 ,672279 114604 362970 113862 543147 993111 257674 703934 198512 967622 
930347 70661 669779 669656 298685 71079 915281 746841 484346 938365 ,930347 70661 669779 669656 298685 71079 915281 746841 484346 938365 
457231 385340 159001 743651 807958 464829 270204 316999 412250 850288 ,457231 159001 743651 807958 464829 270204 316999 412250 850288 731449 
733 341806 53230 63470 847425 668397 158413 924282 631124 843984 ,733 341806 53230 63470 847425 668397 924282 631124 843984 613776 
742303 915700 534117 247673 774593 195770 849070 113366 366396 744479 ,742303 915700 534117 774593 195770 849070 113366 366396 744479 249640 
146478 624896 493255 305558 205369 26396 465606 238322 587167 489309 ,146478 624896 493255 305558 205369 26396 238322 489309 276710 14043 
836767 323229 739457 811935 746012 404779 462628 583458 493588 894921 ,836767 739457 746012 404779 462628 583458 493588 894921 561304 84279 
463863 460573 376760 611000 878533 744479 313095 209110 599765 742690 ,460573 878533 744479 313095 209110 599765 742690 443622 214739 504154 
974081 724654 547856 24852 918073 461151 704267 953209 474754 131397 ,974081 724654 547856 24852 918073 461151 704267 953209 474754 131397 
286565 904145 839432 966919 149767 148644 393335 624457 620999 894655 ,286565 904145 839432 966919 149767 148644 393335 624457 620999 473150 
148991 490176 870507 532715 945687 829172 702292 666275 92033 771889 ,148991 490176 870507 532715 945687 829172 702292 666275 92033 771889 
624911 686379 427511 227384 882654 213741 507560 330866 39808 760727 ,227384 213741 119523 677799 366706 579738 706601 43313 982713 770753 
482355 427134 429589 109766 379506 418952 609042 677294 571838 472985 ,482355 427134 429589 109766 379506 418952 609042 677294 571838 472985 
75599 411543 358133 358275 90719 56952 975228 20702 167611 667845 ,75599 411543 358133 358275 90719 56952 975228 667845 558048 434641 
460625 900505 942016 337156 353627 727466 620970 562706 306694 398085 ,460625 900505 337156 353627 727466 620970 562706 306694 398085 904594 
597489 271050 62334 899309 503707 415055 113281 506118 885709 620903 ,597489 271050 62334 899309 503707 415055 113281 506118 885709 620903 
58590 621577 391669 802046 517366 627602 16798 180322 798336 709061 ,58590 621577 391669 802046 627602 16798 180322 798336 709061 314290 
440076 709225 59820 463291 129407 119251 356442 984121 130534 964279 ,440076 709225 59820 463291 129407 119251 356442 984121 130534 964279 
480535 258045 577386 874712 465848 808781 625818 341152 636241 586344 ,465848 808781 625818 341152 636241 918736 285947 545599 262790 464769 
700341 119269 289727 636456 264690 26396 465419 367705 995606 109103 ,700341 119269 289727 636456 264690 26396 465419 367705 995606 109103 
983391 239146 740624 401546 823965 30833 415162 392647 610419 898601 ,983391 239146 740624 401546 823965 30833 415162 392647 610419 898601 
146047 664923 442211 332313 187000 392616 20990 507883 611607 933328 ,146047 664923 442211 332313 187000 392616 20990 507883 611607 933328 
157222 365338 205090 661821 461048 925919 655848 935282 460085 678924 ,157222 365338 205090 661821 461048 925919 655848 935282 460085 678924 
93393 922612 533997 996226 963677 278640 21692 559600 991503 49407 ,93393 922612 533997 996226 963677 278640 559600 991503 49407 411869 
792830 389447 748487 94110 470221 495590 112544 754787 752773 156861 ,792830 389447 748487 94110 470221 495590 112544 754787 752773 156861 
366104 67018 79710 757697 721537 980318 745231 57914 840778 772133 ,366104 67018 79710 757697 721537 980318 745231 57914 840778 772133 
359100 833146 238322 305013 552218 298596 412945 804971 691688 81050 ,238322 305013 552218 298596 412945 804971 691688 81050 75583 621026 
328313 955473 937583 724654 971109 759332 587991 918073 3081 101939 ,328313 955473 937583 724654 971109 759332 587991 918073 3081 101939 
459836 265099 417778 958426 905286 325400 126626 528754 666509 985836 ,265099 958426 905286 325400 126626 985836 386578 621843 300664 149400 
645928 702810 157911 492928 16323 736264 439885 980150 696240 284358 ,157911 492928 439885 696245 10445 322639 10431 990962 919688 834650 
325839 479804 31028 78837 651230 894817 515457 998007 149421 594571 ,325839 479804 31028 78837 894817 515457 998007 149421 594571 528493 
501597 773169 765224 894726 904400 594543 745228 849325 742114 172650 ,501597 773169 765224 894726 904400 594543 849325 742114 172650 184872 
850646 70925 790006 971381 384108 352545 909456 388114 544963 47688 ,850646 790006 384108 402483 935370 513173 419020 341768 478919 880154 
430951 433176 746180 353220 713202 849726 877053 656424 870620 881957 ,430951 746180 353220 713202 849726 877053 656424 881957 870620 886952 
292290 166877 146359 788708 989748 878262 98712 436134 935780 450599 ,292290 166877 146359 788708 989748 878262 98712 436134 935780 450599 
766854 158088 630772 293444 54542 390825 314485 541582 991087 615397 ,766854 630772 54542 390825 314485 991087 615397 63765 131044 650524 
462090 392170 720152 298591 443245 547739 355720 750211 52531 430180 ,462090 720152 298591 443245 547739 355720 750211 430180 231562 339120 
904119 126956 485131 406280 481834 959486 650775 837324 643991 388629 ,904119 406280 481834 959486 650775 388629 246559 725200 759711 41366 
5131 582072 495268 145685 139088 500793 547866 599366 15114 810327 ,5131 582072 495268 145685 139088 500793 547866 599366 15114 810327 
128377 978801 24646 395795 884584 922320 163432 1808 213227 823092 ,128377 978801 24646 395795 884584 922320 163432 213227 823092 174135 
960228 904411 744765 575886 104790 851984 447673 353382 859274 513920 ,960228 904411 744765 575886 104790 851984 447673 353382 859274 513920 
148735 178768 24413 564167 150092 748779 721870 798334 136083 68849 ,178768 564167 748779 721870 798334 136083 176208 811571 382754 243782 
910443 562031 222086 72752 836076 47315 377926 639964 497199 736856 ,910443 562031 222086 72752 836076 47315 377926 639964 497199 736856 
594559 432484 212802 174363 450662 675191 724613 432448 84044 736057 ,594559 432484 212802 174363 450662 675191 724613 432448 84044 736057 
284875 884403 275861 154356 342660 814708 572840 26243 455009 694958 ,284875 884403 275861 154356 814708 572840 26243 455009 694958 314397 
342500 892131 165372 127709 849333 328897 730925 614387 366824 422416 ,342500 892131 165372 127709 849333 328897 730925 614387 366824 422416 
900538 152459 262413 927713 537018 196868 453452 641958 516026 915247 ,900538 152459 262413 927713 196868 453452 641958 516026 915247 146305 
639993 832120 82971 872372 461404 268705 554195 562013 303198 193110 ,639993 832120 82971 461404 268705 554195 562013 303198 193110 146427 
651344 66965 764256 493113 597874 576842 361584 454895 243941 247844 ,651344 66965 764256 597874 576842 361584 454895 247844 361535 959037 
571107 389413 549975 95931 680157 434205 188957 515113 8864 33541 ,571107 389413 549975 95931 680157 434205 188957 515113 8864 33541 
304175 352584 348588 804301 979943 751689 310964 61957 57202 15084 ,304175 352584 348588 804301 979943 751689 310964 57202 15084 63758 
542777 97006 344858 673219 905039 62718 722465 762805 531849 869962 ,542777 97006 673219 905039 722465 762805 869962 735442 91868 148301 
272635 192047 244199 203241 315460 153253 537252 837794 926269 427787 ,272635 192047 244199 203241 315460 153253 537252 837794 926269 427787 
980565 282270 527590 766767 318289 787950 2413 432701 989323 41186 ,980565 527590 766767 318289 787950 2413 432701 989323 41186 823423 
398604 781656 432857 430509 847624 909442 732744 284875 34888 650810 ,398604 781656 432857 430509 847624 909442 732744 284875 34888 650810 
435051 839052 749058 996489 370173 611803 525010 2105 380764 563379 ,435051 839052 749058 370173 611803 525010 2105 380764 563379 806458 
649134 529099 558091 320876 757794 223173 505796 91760 78981 12673 ,529099 558091 320876 757794 223173 505796 91760 78981 12673 223107 
399366 295135 837601 262241 76158 865513 104169 610863 612972 669767 ,399366 295135 837601 262241 76158 865513 104169 610863 612972 669767 
379955 727193 173510 394783 18048 333554 413805 965398 44073 377326 ,727193 394783 333554 413805 965398 377326 78384 17214 416416 920750 
996637 264941 454500 229822 401190 866853 213929 619543 834912 947172 ,996637 264941 454500 229822 401190 866853 619543 834912 947172 164754 
223391 90451 583430 180583 553238 813449 254037 290632 30335 846443 ,846443 950724 987184 325683 138955 196806 15874 511213 351349 45567 
293067 158272 947028 471398 664508 177067 76808 150265 824075 179746 ,293067 947028 471398 664508 76808 150265 179746 3123 793831 346214 
408948 377526 35686 150679 233251 992987 932554 397176 751914 543530 ,392586 795946 702095 307878 644291 704288 687095 952699 201671 104148 
351800 501415 706414 949243 256701 547721 622568 160557 20240 210399 ,351800 501415 706414 256701 547721 160557 20240 725664 255972 203056 
524595 889925 123577 959570 395000 35410 566095 512272 878746 770840 ,524595 889925 123577 959570 395000 35410 566095 512272 878746 770840 
366520 189259 814335 776558 353799 54883 51431 3483 727416 150178 ,814335 776558 54883 51431 150178 712829 291045 635770 832496 774810 
237742 234261 544957 198494 73304 655485 629825 750302 125431 564322 ,237742 234261 544957 198494 73304 629825 125431 564322 331347 630549 
90334 42313 272500 800944 105893 607266 962327 934416 358449 587994 ,90334 42313 272500 800944 105893 607266 962327 934416 358449 587994 
700492 326101 538920 276391 10232 32529 804301 507224 77113 223539 ,700492 326101 538920 276391 10232 32529 804301 507224 77113 223539 
168417 742034 358975 132423 978678 623765 698626 805340 511892 513530 ,168417 742034 978678 623765 698626 511892 513530 144362 48099 568465 
991536 65154 776440 526296 768495 428184 133718 845918 250144 386460 ,991536 65154 776440 526296 768495 428184 133718 845918 250144 386460 
92916 896851 396232 673278 821493 128864 210312 896683 42312 853287 ,396232 673278 853287 266461 229799 111243 122739 466854 794427 744195 
928908 876707 404367 151632 543670 798022 461725 987311 64583 590851 ,928908 876707 404367 151632 543670 798022 461725 987311 64583 210579 
167681 68737 855114 882125 672903 451253 180656 590118 586137 821053 ,167681 68737 855114 882125 672903 451253 180656 590118 586137 821053 
9670 976513 46860 35087 654383 923476 448365 910378 398747 116808 ,9670 976513 46860 35087 654383 923476 448365 910378 398747 116808 
629304 929711 451633 549960 795243 375291 457408 217121 134307 410298 ,629304 929711 451633 549960 795243 375291 457408 217121 134307 410298 
57792 205376 674845 700768 224692 956897 287682 909166 881668 146628 ,205376 57792 674845 224692 956897 287682 909166 881668 146628 532012 
816505 714561 420397 594460 334786 793674 248684 7218 472963 413368 ,816505 714561 420397 594460 334786 793674 248684 7218 472963 840161 
769866 769876 384793 16131 3205 791146 321522 144419 668142 463684 ,769866 384793 3205 791146 321522 144419 668142 463684 116848 285628 
331235 471443 437838 955631 928947 412551 628912 452700 68356 698045 ,331235 471443 437838 955631 928947 412551 628912 452700 68356 698045 
821803 262207 341956 868722 827109 291955 318365 695263 590865 505859 ,821803 262207 341956 868722 827109 291955 318365 695263 590865 505859 
545598 674954 744602 798903 155800 642269 171401 862118 506896 412060 ,545598 674954 744602 155800 642269 862118 506896 412060 960127 503214 
541233 32549 59418 982424 411861 378478 742923 666881 14484 741206 ,541233 982424 411861 742923 741205 285830 538565 575182 121306 422972 
105538 666983 170649 348957 13491 437711 642004 749344 262246 634914 ,105538 666983 170649 348957 13491 642004 634914 899351 559391 495844 
968055 576567 111384 904510 541655 75057 639430 131137 655076 570367 ,576567 111384 904510 541655 75057 639430 131137 694920 511654 96123 
530526 758233 117512 945845 355835 850896 898373 384201 844864 682724 ,530526 758233 117512 945845 850896 898373 384201 844864 682724 303764 
282687 637107 729404 477851 770542 5824 22915 578491 521424 112063 ,282687 729404 477851 770542 5824 22915 578491 521424 112063 412621 
202968 64853 358555 675768 216765 143774 503805 130023 397045 846274 ,64853 358555 675768 216765 130023 397045 193694 324788 27914 669825 
31413 71920 880828 691192 857904 758511 672810 839432 427134 323510 ,31413 71920 880828 691192 857904 758511 672810 839432 427134 323510 
50886 658364 518366 375586 350256 137672 395975 456783 445304 436223 ,50886 658364 518366 375586 350256 137672 395975 456783 445304 436223 
790767 522707 180054 891164 663412 609686 924367 644730 249069 697974 ,790767 180054 891164 663412 924367 644730 697974 26988 899249 898477 
527769 349 831329 681512 238322 176416 327999 207504 70452 360605 ,527769 831329 681512 238322 327999 207504 70452 360605 782805 348875 
346898 60817 670258 527889 682559 461968 855679 284181 329347 276985 ,670258 527889 855679 284181 329347 276985 250470 788964 180055 359374 
680315 268538 445339 574440 598206 529389 485024 916470 252106 478642 ,680315 268538 445339 598206 529389 485024 478642 409772 602729 973621 
949856 175731 943337 913919 875876 853544 14845 5038 895231 576060 ,175731 943337 913919 875876 853544 14845 895231 5038 576060 511469 
198072 960950 249900 586221 561151 111571 577368 699605 512744 31288 ,198072 249900 586221 111571 577368 31288 145714 2766 348204 984054 
604171 394733 317630 245577 897587 353299 48442 390488 854532 466879 ,604171 394733 317630 245577 897587 353299 48442 854532 466879 479128 
218308 761215 169516 954875 395200 742723 36539 298891 394877 317683 ,761215 169516 954875 395200 298891 36539 394877 317683 267755 194991 
501457 349261 154450 860865 169287 657241 820616 638036 305644 523292 ,501457 349261 154450 860865 169287 820616 638036 305644 523292 629044 
880033 691411 734694 327116 682165 172189 630715 668406 553530 573855 ,880033 691411 734694 630715 668406 573855 74697 538923 158155 237684 
61571 951625 792338 667579 387530 470981 361513 819679 960223 528993 ,61571 951625 792338 667579 387530 470981 361513 819679 960223 528993 
545919 259770 628454 518379 429401 294644 152318 458661 127389 830610 ,545919 259770 628454 518379 429401 294644 458661 127389 830610 439382 
553307 830704 943294 521734 396771 639714 950605 521781 20561 849503 ,553307 830704 943294 521734 396771 639714 950605 20561 849503 380033 
324260 990560 273993 695263 772635 818806 505431 256330 839052 562606 ,324260 990560 273993 695263 772635 818806 505431 256330 839052 562606 
702367 493024 492015 873620 619000 830750 462516 776337 339248 752186 ,493024 873620 619000 462516 776337 339248 752186 9016 954111 381058 
717675 139415 764293 700492 482741 961997 720476 581899 519165 120214 ,717675 139415 764293 700492 961997 720476 519165 120214 302307 21691 
87003 922238 404742 328555 745587 152358 332560 794317 242541 625317 ,87003 404742 328555 794317 242541 300061 256356 341292 284728 197327 
10203 109867 206794 772309 766067 420441 381244 581934 970151 338700 ,10203 109867 206794 772309 766067 420441 381244 581934 970151 338700 
446751 897262 863924 449597 979967 477121 536578 214673 123147 997107 ,863924 449597 979967 477121 536578 214673 123147 161782 245170 40232 
257697 730910 300330 491351 821083 683310 683341 69594 849365 735289 ,257697 730910 300330 491351 821083 683310 683341 69594 849365 735289 
508180 584289 667669 942972 959485 218228 203782 957094 307386 824061 ,508180 584289 667669 942972 959485 218228 203782 957094 307386 824061 
199007 19330 482017 219214 653684 952846 724085 45367 212947 17099 ,199007 19330 482017 653684 952846 724085 45367 212947 17099 471541 
700482 451451 646615 370164 694812 799756 655455 28024 989914 695917 ,700482 451451 646615 370164 694812 799756 655455 28024 989914 695917 
788496 121735 570130 993210 931589 972272 455246 342963 493285 241315 ,788496 570130 993210 931589 972272 455246 342963 493285 241315 90157 
531618 316409 705178 807136 996541 91060 341421 866541 702806 645159 ,531618 705178 807136 996541 91060 341421 866541 702806 645159 854205 
573797 275061 211514 391816 707474 428887 141002 413353 826007 312966 ,573797 391816 707474 428887 141002 826007 840837 608626 651433 44349 
