GT,Result
356829 510973 782913 613901 883748 975213 60124 855395 270356 104613 ,356829 510973 782913 613901 883748 975213 60124 855395 104613 671889 
854635 88065 411892 898978 670115 80455 976589 70554 638629 624990 ,854635 88065 411892 898978 670115 80455 976589 70554 638629 624990 
535725 680275 946657 974172 123525 884709 595611 989899 941302 192228 ,535725 680275 946657 974172 123525 884709 595611 989899 941302 192228 
678544 889279 925445 898056 740624 939242 752231 311396 1644 512391 ,678544 889279 925445 898056 740624 939242 752231 311396 1644 512391 
302397 590297 659535 901561 519751 528434 525226 884773 842806 686503 ,302397 590297 659535 901561 519751 528434 525226 884773 686503 377554 
216719 674030 219937 927048 864088 329918 415694 332013 611910 486087 ,216719 674030 219937 927048 864088 329918 415694 332013 611910 486087 
453742 721513 997501 330861 987348 100496 977360 254940 245167 57646 ,453742 721513 997501 330861 987348 977360 254940 245167 57646 766398 
837689 536770 173179 595106 564777 466680 397753 37247 422961 44136 ,837689 536770 173179 595106 564777 466680 397753 37247 422961 44136 
527726 643959 288604 436349 319676 793132 803689 967939 947287 455371 ,527726 643959 436349 319676 793132 803689 967939 947287 455371 464483 
599987 44870 348059 84035 37857 441308 262272 858179 74426 675274 ,599987 44870 348059 84035 37857 441308 262272 858179 74426 675274 
621996 626364 651001 593489 262272 971136 585656 356634 418982 381401 ,621996 626364 651001 593489 262272 971136 585656 356634 418982 381401 
157743 159920 765999 232486 801677 311442 352717 815260 269357 13802 ,157743 159920 765999 232486 801677 311442 352717 815260 269357 13802 
350126 589708 854643 873666 672986 760268 376760 639221 825684 218118 ,350126 589708 854643 873666 672986 760268 376760 639221 825684 218118 
260638 602304 793931 896 340475 724723 579936 32052 411371 355743 ,260638 602304 793931 896 340475 724723 579936 32052 411371 355743 
655455 225507 11353 254906 556416 386946 887039 435196 734987 316976 ,655455 225507 11353 254906 556416 386946 887039 435196 734987 316976 
34931 552851 248427 151555 58671 707063 251582 45943 192867 317129 ,34931 552851 248427 151555 58671 707063 251582 45943 192867 317129 
676039 801668 248903 703790 797746 30467 116522 442211 527834 348730 ,676039 801668 248903 703790 797746 30467 116522 442211 527834 348730 
323964 580375 609098 263995 189 296450 641191 136554 725176 272990 ,323964 580375 609098 263995 189 296450 641191 136554 725176 272990 
333108 156095 546134 796315 688960 763010 571152 527712 898357 905364 ,333108 156095 546134 796315 688960 763010 571152 527712 898357 905364 
365937 724504 137266 191764 702673 62595 94627 71867 256006 396167 ,365937 724504 137266 191764 702673 62595 94627 71867 256006 396167 
609522 302823 698410 272270 588417 926940 269216 321602 906499 242147 ,609522 302823 698410 272270 588417 926940 269216 321602 906499 242147 
972773 654864 544251 183913 802359 7828 835627 590848 584708 895904 ,972773 654864 544251 183913 802359 7828 835627 590848 584708 895904 
984963 260700 152574 416383 241727 434945 459167 296080 398112 842095 ,984963 260700 152574 416383 241727 434945 459167 296080 398112 842095 
228690 974551 163046 421451 60551 601790 647305 127217 69594 917644 ,228690 974551 163046 421451 60551 601790 647305 127217 69594 869698 
907055 212436 421402 328719 293549 499571 885020 109039 441808 145995 ,907055 212436 421402 328719 293549 499571 109039 441808 145995 182701 
393739 387935 485496 498004 797244 36813 53235 83685 103049 768147 ,393739 387935 485496 498004 797244 36813 53235 83685 103049 768147 
70539 884189 508960 512833 149671 987863 770200 151104 447242 566201 ,70539 884189 508960 512833 149671 987863 770200 151104 447242 566201 
665619 384849 755970 432770 594720 690165 505515 60813 156218 265920 ,665619 384849 755970 594720 690165 505515 60813 156218 265920 639714 
80178 370266 471107 782861 111656 30301 814642 601286 512176 449569 ,80178 370266 471107 782861 111656 30301 814642 601286 512176 449569 
964058 506825 219269 595255 686235 519817 332114 291366 884588 284749 ,964058 506825 219269 595255 686235 519817 332114 291366 884588 284749 
110286 871073 98331 94687 997757 663075 38121 405132 617461 942804 ,110286 871073 98331 94687 997757 663075 38121 405132 617461 942804 
518936 868518 418069 857254 275401 598047 706415 671020 193251 985927 ,518936 868518 418069 857254 275401 598047 706415 671020 193251 985927 
991470 437456 924209 724820 352568 421049 651132 936321 54201 311463 ,991470 437456 924209 724820 352568 421049 651132 936321 54201 311463 
475332 477908 279805 700936 572503 286302 856412 238738 61276 970416 ,475332 477908 279805 700936 572503 286302 856412 238738 970416 66156 
463079 942797 851677 361922 337500 450626 757045 582334 591306 57201 ,463079 942797 851677 361922 337500 450626 757045 582334 591306 57201 
813869 217185 715456 198749 435839 272464 382971 275608 381529 758825 ,813869 217185 715456 198749 435839 272464 382971 275608 381529 758825 
839430 710263 983921 568410 719179 535746 783127 62081 429868 940993 ,839430 710263 983921 568410 719179 535746 783127 62081 429868 940993 
233181 641696 668462 130180 254575 569642 33671 486939 121241 568274 ,233181 130180 254575 569642 33671 486939 121241 568274 431675 974974 
643798 388321 703590 413831 74993 685963 286573 398994 385958 625951 ,643798 388321 703590 413831 74993 685963 286573 398994 385958 625951 
355245 304304 548457 110091 916079 652517 735038 832587 348870 780885 ,355245 304304 548457 110091 916079 652517 735038 832587 348870 780885 
648421 184946 31324 152313 330297 903686 803702 643009 309737 87374 ,648421 184946 31324 152313 330297 903686 803702 643009 309737 87374 
314373 654500 29517 519733 140344 810656 905589 839120 667767 490686 ,314373 654500 29517 519733 140344 810656 905589 839120 667767 490686 
402601 976517 839721 399241 959651 980755 766673 366707 126424 5450 ,402601 976517 839721 399241 959651 980755 766673 366707 126424 5450 
139673 268354 977788 243924 611217 820889 699739 43398 46223 476330 ,139673 268354 977788 243924 611217 820889 699739 43398 46223 476330 
456355 323786 970889 913133 475732 974909 522103 5176 980446 896212 ,456355 323786 970889 913133 475732 974909 522103 5176 980446 896212 
124762 250898 627876 789528 371466 778342 498312 977097 112545 395200 ,124762 250898 627876 789528 371466 778342 498312 977097 112545 395200 
