GT,Result
3650289 803725 1786842 3282741 1926764 10274 1973006 3650259 3650302 3402216 ,3650289 803725 1786842 3282741 1926764 10274 1973006 3650259 3650302 3402216 
3097088 3097086 3594214 4425171 3097090 3030558 3242696 3932958 3706682 3594215 ,3097088 3097086 3594214 4425171 3097090 3030558 3242696 3932958 3706682 3594215 
586435 551056 2679929 3179950 4878286 77786 264471 3173030 1670088 2537282 ,586435 551056 2679929 3179950 4878286 77786 264471 3173030 1670088 2537282 
2074660 440421 2165051 2086517 1673628 1439016 2158051 2074659 440412 4424953 ,2074660 440421 2165051 2086517 1673628 1439016 2158051 2074659 440412 4424953 
4234951 2786364 1913781 4234948 87803 4688411 4234950 2777556 87802 3401939 ,4234951 2786364 1913781 4234948 87803 4688411 4234950 2777556 87802 3401939 
2424649 199042 3948677 3948672 199031 199078 199053 199060 1821534 2894117 ,2424649 199042 3948677 3948672 199031 199078 199053 199060 1821534 2894117 
319485 89743 906605 319480 319450 319440 319452 82856 235807 1909547 ,319485 89743 906605 319480 319450 319440 319452 82856 235807 1909547 
1343089 3457530 4689911 4689902 1977111 1343078 1343060 1343061 1977103 1343067 ,1343089 3457530 4689911 4689902 1977111 1343078 1343060 1343061 1977103 1343067 
1696997 1658003 7125 936372 7153 57635 1658025 288593 825561 839686 ,1696997 1658003 7125 936372 7153 57635 1658025 288593 825561 839686 
75881 2424509 2587544 2424502 1939294 2982427 2222831 2596315 169992 75868 ,75881 2424509 2587544 2424502 1939294 2982427 2222831 2596315 169992 75868 
3471305 149237 751158 3541500 3471301 3541506 3545658 2218674 268439 149233 ,3471305 149237 751158 3541500 3471301 3541506 3545658 2218674 268439 149233 
936372 57666 1696996 2881303 4704916 3309318 4147510 3309330 288569 825564 ,936372 57666 1696996 2881303 4704916 3309318 4147510 3309330 288569 825564 
665634 1824544 3037472 93535 3502707 400255 813257 4259625 2544734 3446130 ,665634 1824544 3037472 93535 3502707 400255 813257 4259625 2544734 3446130 
2100534 301780 557880 2892743 301750 301740 1398147 301743 301753 301734 ,2100534 301780 557880 2892743 301750 301740 1398147 301743 301753 301734 
1723997 1724000 379713 177400 669889 32558 3433748 2405836 1723991 379710 ,1723997 1724000 379713 177400 669889 32558 3433748 2405836 1723991 379710 
3312008 3892830 4198438 3892829 4198439 3312009 3892825 2410613 1955278 2717884 ,3312008 3892830 4198438 3892829 4198439 3312009 3892825 2410613 1955278 2717884 
3731040 3730995 3730949 3731001 3731032 3731030 3731022 3730959 3730997 3730946 ,3731040 3730995 3730949 3731001 3731032 3731030 3731022 3730959 3730997 3730946 
