GT,Result
942111 190265 806291 224635 536720 978682 149702 422126 959539 340058 ,942111 190265 806291 224635 536720 978682 149702 422126 959539 340058 
489840 103099 183536 390562 245467 388065 220946 957300 255474 244587 ,489840 103099 183536 390562 245467 388065 220946 255474 244587 265205 
224846 427718 986539 194798 13420 748626 622576 46864 378833 596624 ,224846 427718 986539 194798 13420 748626 622576 46864 378833 596624 
260132 947398 582537 688687 438958 410760 156720 775250 550886 439120 ,260132 947398 582537 688687 438958 410760 156720 775250 550886 439120 
217904 340218 950414 586387 340416 560123 115741 199883 321900 545721 ,217904 340218 950414 586387 340416 560123 115741 199883 321900 545721 
348655 464232 411655 164867 121040 9069 97943 879215 979465 644998 ,348655 464232 411655 164867 121040 9069 97943 879215 979465 644998 
150158 994243 161673 837171 665891 253634 84177 97 417615 50184 ,150158 994243 161673 837171 665891 253634 84177 97 417615 50184 
823938 548779 443406 898789 98478 126621 686512 639890 598313 694243 ,823938 548779 443406 898789 98478 126621 686512 639890 598313 694243 
622174 610140 382975 612873 933213 415067 330612 829891 882783 546314 ,622174 610140 382975 612873 933213 415067 330612 829891 882783 546314 
833891 636037 510039 685462 194470 784666 304538 568573 288066 126888 ,833891 636037 510039 685462 194470 784666 304538 568573 288066 126888 
932824 506097 885320 846722 423365 989383 417943 578727 897667 377638 ,932824 506097 885320 846722 423365 989383 417943 578727 897667 377638 
949983 172498 33782 295064 791141 679693 145209 403838 960791 194201 ,949983 172498 33782 295064 791141 679693 145209 403838 960791 194201 
631524 335044 754952 837636 836831 154 361583 238077 428248 92380 ,631524 335044 754952 837636 836831 154 361583 238077 428248 92380 
957972 447037 142934 482370 816708 733432 219008 841024 683505 955083 ,957972 447037 142934 482370 816708 733432 219008 841024 683505 955083 
189830 406913 916673 959491 613750 334048 396383 473133 434445 749063 ,189830 406913 916673 959491 613750 334048 396383 473133 434445 749063 
94190 183190 520476 818993 242902 286994 822072 242025 42830 344910 ,94190 183190 520476 818993 242902 286994 822072 242025 42830 344910 
263747 330098 278472 778375 213569 303671 970279 78142 869407 382370 ,263747 330098 278472 778375 213569 303671 970279 78142 869407 382370 
749069 580781 627583 535512 916826 555924 868526 515610 900080 260874 ,749069 580781 627583 535512 916826 555924 868526 515610 900080 260874 
330300 217543 868526 555924 900080 260874 749069 577280 410287 321278 ,330300 217543 868526 555924 900080 260874 749069 577280 410287 321278 
574920 574046 133656 768602 447042 984310 491648 731062 697415 614426 ,574920 574046 133656 768602 447042 984310 491648 731062 697415 614426 
94950 813511 357913 533819 5571 970328 825187 159915 53359 3294 ,94950 813511 357913 533819 5571 970328 825187 159915 53359 3294 
771766 202867 764158 177416 480509 166109 72614 866372 485283 255383 ,771766 202867 764158 177416 166109 72614 866372 485283 255383 135816 
639495 720228 383816 41052 265390 616031 477270 146155 589828 926207 ,639495 720228 383816 41052 265390 616031 477270 146155 589828 926207 
921399 145826 18620 682341 943158 824133 969496 19309 194035 140879 ,921399 145826 18620 682341 943158 824133 969496 19309 194035 140879 
312452 359327 372621 890305 116452 655276 267855 448449 394871 975738 ,312452 359327 372621 890305 116452 655276 267855 448449 394871 975738 
830615 876885 592194 633640 72635 124740 296716 492147 157181 924906 ,830615 876885 592194 633640 72635 124740 296716 492147 157181 924906 
55438 83251 620754 155630 117067 703924 956464 511480 586992 295929 ,55438 83251 155630 117067 703924 956464 511480 586992 295929 742605 
459336 924257 741402 714810 624074 131199 251879 3728 182906 762017 ,459336 924257 741402 714810 624074 131199 251879 3728 182906 762017 
627788 441741 981635 781000 957039 28620 101209 355157 591750 587237 ,627788 441741 981635 781000 957039 28620 101209 355157 591750 587237 
261123 840421 240764 166870 245216 431184 199145 772563 957828 988683 ,261123 840421 240764 166870 245216 431184 199145 772563 957828 988683 
608092 998150 170934 342682 647267 31317 11675 309725 916112 960616 ,608092 998150 170934 342682 647267 31317 11675 309725 916112 960616 
31387 512154 82828 600770 30569 50344 817753 868337 26547 384330 ,31387 512154 82828 600770 30569 50344 817753 868337 26547 384330 
845199 156251 574461 325840 326421 90451 804179 476099 386000 905347 ,845199 156251 574461 325840 326421 90451 804179 476099 386000 905347 
888826 25099 270349 567999 254291 290946 39517 909233 258887 502757 ,888826 25099 270349 567999 254291 290946 39517 909233 258887 502757 
134345 520906 574408 247237 168561 189999 664915 431357 591961 974727 ,134345 520906 574408 247237 168561 189999 664915 431357 591961 974727 
186559 850067 28780 825856 275807 181416 777846 48701 379835 778967 ,186559 850067 28780 825856 275807 181416 777846 48701 379835 778967 
606230 836991 792361 458548 7821 814824 935655 16744 814771 943641 ,606230 836991 792361 458548 7821 814824 935655 16744 814771 943641 
225928 677827 182090 946209 412709 765457 489655 699561 964844 972279 ,225928 677827 182090 946209 412709 765457 489655 699561 964844 972279 
87297 999151 300609 896705 396471 419885 197188 79837 972279 915180 ,87297 999151 300609 896705 396471 419885 197188 79837 972279 915180 
783319 770428 884847 66564 143228 784495 351086 681639 696212 341022 ,783319 770428 884847 66564 143228 784495 351086 681639 696212 341022 
414193 878225 725088 394327 901974 32076 682781 490266 158935 327621 ,414193 878225 725088 394327 901974 32076 682781 490266 158935 327621 
127010 184679 173863 711247 404385 744580 710841 712613 909216 844585 ,127010 184679 173863 711247 404385 744580 710841 712613 909216 844585 
540656 441875 176053 698673 506710 428178 14207 400345 446372 709814 ,540656 441875 176053 698673 506710 428178 14207 400345 446372 709814 
427741 332681 422880 432629 703028 645770 731073 723966 234831 729665 ,427741 332681 422880 432629 703028 645770 731073 723966 234831 729665 
891064 919744 176883 910838 947900 677848 216248 18174 171255 129735 ,891064 919744 176883 910838 947900 677848 216248 18174 171255 129735 
687786 270152 100264 278553 312715 556925 40752 368850 474471 931180 ,687786 270152 100264 278553 312715 556925 40752 368850 474471 931180 
586994 994691 795858 370834 661517 846293 789433 127568 433285 368244 ,586994 994691 795858 370834 661517 846293 789433 127568 433285 368244 
790444 781811 141959 934349 194359 231042 155625 787540 861385 128685 ,790444 781811 141959 934349 194359 231042 155625 787540 861385 128685 
8755 107509 899106 479626 129739 557757 588830 224070 648226 240827 ,8755 107509 899106 479626 129739 557757 588830 224070 648226 240827 
354668 53241 92031 675573 242436 167935 136071 39811 581327 476476 ,354668 53241 92031 675573 242436 167935 136071 39811 581327 476476 
902045 748146 725969 115902 679876 571923 981987 780762 89208 203623 ,902045 748146 725969 115902 679876 571923 981987 780762 89208 203623 
193800 75654 196819 71079 182662 983295 753489 655724 23695 138639 ,193800 75654 196819 71079 182662 753489 655724 23695 138639 60962 
367616 629700 884734 698193 322931 887317 356533 679010 912004 176391 ,367616 629700 884734 698193 322931 887317 356533 679010 912004 176391 
216371 26635 260487 142812 900227 115512 814484 279684 925082 444601 ,216371 26635 260487 142812 900227 115512 814484 279684 925082 182709 
841027 359437 198894 791157 792602 139334 176218 1585 176479 972436 ,841027 359437 198894 791157 792602 139334 176218 1585 176479 972436 
371553 117266 113697 65153 501953 81846 933526 77732 505799 29986 ,371553 117266 113697 65153 501953 81846 933526 77732 505799 29986 
328018 71267 21595 92486 986128 227873 495927 852542 693970 55767 ,328018 71267 21595 92486 986128 227873 495927 852542 693970 55767 
3927 394145 945264 59746 118286 114506 50465 924229 421334 69249 ,3927 394145 945264 59746 118286 114506 50465 924229 421334 69249 
176375 677726 135030 384337 134492 243220 175580 296154 786426 69249 ,176375 677726 135030 384337 134492 243220 175580 296154 786426 69249 
257585 516799 658073 746561 848415 904013 372661 47705 791628 124290 ,257585 516799 658073 746561 848415 904013 372661 47705 791628 124290 
35778 727173 264223 899375 349096 394817 866221 868198 590745 234382 ,35778 727173 264223 899375 349096 394817 866221 868198 590745 234382 
818049 377656 368411 620549 490740 548220 884239 942209 714917 557931 ,818049 377656 368411 620549 490740 548220 884239 942209 714917 557931 
725550 825358 7046 769860 226149 471839 151748 281802 819085 737711 ,725550 825358 7046 769860 226149 471839 151748 281802 819085 737711 
