GT,Result
132913 65873 892207 933812 3110 544808 842301 573524 284145 240622 ,132913 892207 933812 544808 240622 502618 586516 16232 688385 538640 
515416 151105 760155 989659 111784 665830 836526 905459 740539 641008 ,760155 989659 111784 905459 641008 800430 321124 67059 889230 806592 
433045 890161 638277 19564 682921 519881 52407 129397 974028 696723 ,433045 890161 19564 52407 305548 560456 992927 658321 310370 358015 
291113 8458 488483 384793 116825 856755 620223 145779 67499 81942 ,8458 856755 81942 412838 74004 495858 321214 62069 465778 542278 
441963 668338 942385 806649 971766 906565 98450 454640 998944 972805 ,441963 668338 806649 906565 98450 454640 998944 636122 423345 725166 
495381 199804 202507 704325 282317 828427 236589 779870 530701 669698 ,282317 828427 236589 779870 530701 13727 279435 7462 32907 780482 
833328 676965 412630 293690 302637 802308 603663 318590 385044 132475 ,833328 302637 802308 318590 385044 132475 997174 220139 874940 411436 
687746 85560 18899 38277 378871 438588 409485 480465 608059 991241 ,687746 85560 438588 608059 991241 790388 459025 606929 785290 472377 
304 2509 5226 6771 7175 7924 10262 12290 17619 17855 ,221877 228888 250781 738247 743243 955107 992581 44308 115461 159255 
676276 881860 300405 758409 581331 361052 462748 42234 865134 451332 ,865134 908835 759473 107758 185056 208748 739169 339239 784458 52313 
965807 198974 53098 291097 326893 64311 647524 964465 553710 520743 ,198974 787098 459183 179842 96011 41860 8318 675587 474268 592893 
201076 161787 420742 593668 795160 38972 564765 192240 224474 431721 ,201076 161787 420742 593668 795160 564765 224474 692450 89720 477482 
540972 217451 55487 781651 365145 157066 589613 98419 219249 161631 ,540972 365145 589613 98419 219249 329364 542477 696593 577504 52351 
830966 677018 853662 564794 553016 690219 862095 463656 270434 139847 ,830966 677018 553016 690219 862095 889619 456500 506032 430811 837689 
241236 663229 152168 776178 409732 127606 67920 450113 69270 994991 ,776178 67920 450113 69270 620548 260287 197062 133584 425662 530676 
255774 517445 125387 206301 990872 539109 871085 979265 747444 420542 ,255774 125387 979265 747444 556169 836406 761232 742915 914408 915233 
624158 377695 146064 898083 590986 446513 405926 187170 570854 276616 ,377695 898083 446513 276616 941904 163693 503349 534498 593757 787184 
105525 429165 952285 941870 881364 692200 886 803441 505661 612302 ,105525 429165 952285 881364 692200 505661 6995 305830 549855 51341 
461497 59485 333254 918422 636456 242663 401103 157359 943939 22487 ,461497 333254 918422 636456 242663 401103 157359 22487 297160 361602 
44018 460577 507844 352191 482698 446827 181325 403718 536439 926594 ,44018 460577 482698 446827 181325 403718 536439 926594 182894 22149 
