GT,Result
901120 393149 899903 377285 896951 900653 597490 608835 776969 901823 ,901120 393149 899903 377285 896951 900653 597490 608835 776969 901823 
161595 390310 388786 386387 911217 381694 437980 908683 380031 596416 ,161595 390310 388786 386387 911217 381694 437980 908683 380031 596416 
593689 914124 595897 439646 607745 386364 392397 904200 595514 443427 ,593689 914124 595897 439646 607745 386364 392397 904200 595514 443427 
221457 904200 595514 595897 443427 607745 914124 386364 593689 383663 ,221457 904200 595514 595897 443427 607745 914124 386364 593689 383663 
902902 436385 438343 596499 607086 606409 599476 914581 902293 441935 ,902902 436385 438343 596499 607086 606409 599476 914581 902293 441935 
391804 378264 601359 914429 902254 380450 446494 378840 596500 444919 ,391804 378264 601359 914429 902254 380450 446494 378840 596500 444919 
596461 905449 898275 388357 381150 905486 390088 445988 437501 904021 ,596461 905449 898275 388357 381150 905486 390088 445988 437501 904021 
393909 592658 607355 595587 600488 898300 437160 605631 383921 606436 ,393909 592658 607355 595587 600488 898300 437160 605631 383921 606436 
384772 432926 604585 440345 440941 608694 383647 381733 383759 914594 ,384772 432926 604585 440345 440941 608694 383647 381733 383759 914594 
912032 441132 908550 447164 598992 905121 439567 609467 593787 388538 ,912032 441132 908550 447164 598992 905121 439567 609467 593787 388538 
913859 901423 902904 607433 442560 910606 444098 447253 911274 430963 ,913859 901423 902904 607433 442560 910606 444098 447253 911274 430963 
607433 901423 447253 902904 442560 444098 913859 901913 911274 910606 ,607433 901423 447253 902904 442560 444098 913859 901913 911274 910606 
608879 431813 376873 903872 606449 379994 376422 602108 909516 913660 ,608879 431813 376873 903872 606449 379994 376422 602108 909516 913660 
386718 602340 908521 601886 604640 914539 439063 378207 431873 433794 ,386718 602340 908521 601886 604640 914539 439063 378207 431873 433794 
906547 430341 437006 384320 905200 594749 390821 593752 911957 897952 ,906547 430341 437006 384320 905200 594749 390821 593752 911957 897952 
909939 899074 444799 390384 594012 896861 909290 380827 600117 593633 ,909939 899074 444799 390384 594012 896861 909290 380827 600117 593633 
630130 593919 907516 443931 387849 378294 433475 785672 906466 608159 ,630130 593919 907516 443931 387849 378294 433475 785672 906466 608159 
910174 387849 593919 608159 443931 909276 388767 433475 907516 383228 ,910174 387849 593919 608159 443931 909276 388767 433475 907516 383228 
378229 909944 909913 911377 900636 433836 608068 433873 609149 606455 ,378229 909944 909913 911377 900636 433836 608068 433873 609149 606455 
234034 597828 393669 606455 907925 378229 911377 435606 909944 900663 ,234034 597828 393669 606455 907925 378229 911377 435606 909944 900663 
596990 440372 446893 385265 897932 430477 905380 447792 433932 609402 ,596990 440372 446893 385265 897932 430477 905380 447792 433932 609402 
909608 386282 435022 899506 430344 447315 393533 442977 375814 391401 ,909608 386282 435022 899506 430344 447315 393533 442977 375814 391401 
826613 601874 435022 388535 393533 391401 600980 606719 905814 899506 ,826613 601874 435022 388535 393533 391401 600980 606719 905814 899506 
603262 386307 897479 392694 430348 391782 386314 608401 378847 388523 ,603262 386307 897479 392694 430348 391782 386314 608401 378847 388523 
914546 607721 603262 897479 388523 430348 378847 386314 391782 431672 ,914546 607721 603262 897479 388523 430348 378847 386314 391782 431672 
393618 907546 380081 430803 543195 443413 433532 903881 913952 429679 ,393618 907546 380081 430803 543195 443413 433532 903881 913952 429679 
380081 903881 393618 444809 907546 429679 913952 592422 592358 438100 ,380081 903881 393618 444809 907546 429679 913952 592422 592358 438100 
907144 899044 444365 605697 380469 914691 908512 913018 387709 430791 ,907144 899044 444365 605697 380469 914691 908512 913018 387709 430791 
385906 447118 435577 437431 911234 603365 380868 390294 903476 381779 ,385906 447118 435577 437431 911234 603365 380868 390294 903476 381779 
477407 608411 601817 596785 387632 445726 437859 592628 908030 447276 ,608411 601817 596785 387632 445726 437859 592628 908030 447276 907884 
197258 254055 351485 252229 12738 323465 591977 912543 387106 444385 ,197258 254055 351485 252229 12738 323465 591977 912543 387106 444385 
380846 447359 385795 596791 390808 430340 592632 438408 430405 386247 ,380846 447359 385795 596791 390808 430340 592632 438408 430405 386247 
447359 380846 592632 386247 441859 385795 911820 912010 591843 440395 ,447359 380846 592632 386247 441859 385795 911820 912010 591843 440395 
442194 592709 905149 388635 606686 903164 378530 385433 596755 903898 ,442194 592709 905149 388635 606686 903164 378530 385433 596755 903898 
910564 904210 595618 442503 596495 606620 598120 913020 442982 379673 ,910564 904210 595618 442503 596495 606620 598120 913020 442982 379673 
442137 591742 607134 602852 897420 898518 601020 606354 912582 601089 ,442137 591742 607134 602852 897420 898518 601020 606354 912582 601089 
391377 377913 597317 591973 442455 914600 608371 595545 431693 432437 ,391377 377913 597317 591973 442455 914600 608371 595545 431693 432437 
759541 442455 391377 914600 431693 913565 433528 432437 597317 387166 ,442455 391377 914600 431693 913565 433528 432437 597317 387166 914612 
387418 901758 903156 382215 596240 384282 595518 907239 445224 438003 ,387418 901758 903156 382215 596240 384282 595518 907239 445224 438003 
474260 904849 437124 441014 902625 896836 599542 907121 608803 909821 ,474260 904849 437124 441014 902625 896836 599542 907121 608803 909821 
