GT,Result
1004629 963991 160361 885670 518132 517206 484056 489551 264127 258014 ,1004629 963991 160361 885670 518132 517206 484056 489551 264127 258014 
357936 297695 351766 287927 377672 474937 355724 320720 331246 357935 ,357936 297695 351766 287927 377672 474937 355724 320720 331246 357935 
383375 390185 369443 848562 395668 401344 745765 393092 386774 394158 ,383375 390185 369443 848562 395668 401344 745765 393092 386774 394158 
773267 647103 703112 315232 514143 163171 712699 189808 303021 366322 ,773267 647103 703112 315232 514143 163171 712699 189808 303021 366322 
450436 108318 108996 108566 132313 108866 461757 414759 339834 238375 ,450436 108318 108566 108866 461757 414759 339834 238375 108620 786898 
541283 354780 338571 270435 351518 320783 326472 772193 341858 312800 ,541283 354780 338571 270435 351518 320783 326472 772193 341858 312800 
192590 120657 1006531 59364 54188 759363 846731 555246 704527 605670 ,192590 120657 1006531 59364 54188 759363 846731 555246 704527 605670 
554252 816474 448248 305600 11478 1002620 112750 894209 85909 372439 ,554252 816474 448248 305600 11478 1002620 112750 894209 85909 372439 
207238 23602 103583 23527 282140 28556 27848 29305 189467 350917 ,207238 23602 103583 23527 282140 28556 27848 29305 189467 350917 
500624 23332 497231 960965 30478 1002751 876452 61423 606710 594248 ,500624 23332 497231 960965 1002751 876452 61423 606710 594248 213075 
3173 530321 857988 126468 466754 942188 250230 26517 118937 59546 ,3173 530321 857988 126468 466754 942188 250230 26517 118937 59546 
445729 456356 999480 572084 242457 152228 567984 458686 875124 273655 ,445729 456356 999480 572084 242457 567984 458686 875124 273655 295228 
586526 649929 650702 592996 715970 494044 668544 567478 918002 127367 ,586526 649929 650702 592996 715970 494044 668544 567478 918002 778171 
938096 791752 826232 1026924 171126 329923 346584 60410 27051 1033482 ,938096 791752 826232 1026924 171126 329923 346584 60410 27051 1033482 
328397 312870 333962 312303 485353 256360 357883 292743 355308 334782 ,328397 312870 333962 312303 485353 256360 357883 292743 355308 334782 
872746 225407 631543 177235 247458 437092 141900 988923 998363 20975 ,872746 225407 631543 247458 437092 141900 988923 998363 20975 933535 
292709 760890 398654 599200 323943 782032 978973 383075 346669 295186 ,292709 760890 398654 599200 323943 782032 978973 383075 346669 295186 
548219 603985 820497 702501 866381 821558 306698 630631 251724 979299 ,548219 603985 820497 702501 866381 821558 306698 630631 251724 979299 
981904 181849 221566 981919 490991 160670 881452 959241 851565 465894 ,981904 181849 221566 981919 490991 160670 881452 959241 851565 465894 
427796 48001 685001 227971 473005 740078 143488 492222 147128 59432 ,427796 48001 685001 227971 473005 740078 143488 492222 147128 66537 
763117 861441 740795 795224 789305 799660 922073 565815 240799 1024782 ,763117 861441 740795 795224 789305 799660 922073 565815 240799 1024782 
402590 940705 569122 603153 980477 837074 88182 121914 840223 431189 ,402590 940705 569122 603153 980477 837074 88182 121914 840223 431189 
750894 756403 849341 641673 1040911 764500 888061 535079 802620 633312 ,750894 756403 849341 641673 1040911 764500 888061 535079 802620 633312 
434967 1032475 1028742 905621 480597 300501 595087 268011 1055463 564624 ,434967 1032475 1028742 905621 480597 300501 595087 268011 1055463 564624 
451440 721417 936851 783026 1006204 583217 976794 82269 131233 306886 ,451440 721417 936851 783026 1006204 583217 976794 82269 131233 306886 
318213 254404 693887 751137 569122 309768 932253 753298 117925 264224 ,318213 254404 693887 751137 569122 309768 932253 753298 264224 312380 
304437 324203 975811 277509 955906 349554 284180 366330 354137 300827 ,304437 324203 975811 277509 955906 349554 284180 366330 354137 300827 
630786 397534 396509 409126 404684 647390 383179 395461 64987 511574 ,630786 397534 396509 409126 404684 647390 383179 395461 64987 511574 
869075 880806 939197 761174 764291 1011391 957524 657732 25454 448217 ,869075 880806 939197 761174 764291 1011391 957524 657732 25454 448217 
1017482 863140 546647 719259 552676 202436 649986 128135 177532 922291 ,1017482 863140 546647 719259 552676 202436 649986 128135 177532 922291 
448909 549962 859636 193408 464528 212644 137895 781313 725031 872747 ,448909 549962 859636 193408 464528 212644 137895 781313 725031 872747 
94528 603503 535409 447351 532673 374129 864183 581409 738274 937801 ,603503 535409 447351 532673 374129 864183 581409 738274 937801 722600 
417050 72480 78498 378376 24871 412686 90408 907225 358183 171284 ,417050 72480 78498 378376 24871 412686 90408 907225 358183 171284 
413635 63901 58267 339703 1019260 127197 553981 538350 1013938 221964 ,413635 63901 58267 339703 1019260 127197 553981 538350 1013938 221964 
534615 249327 479587 947362 771934 248920 573570 535106 476571 522308 ,534615 249327 479587 947362 771934 248920 573570 535106 476571 522308 
994639 230439 559385 875527 39835 415791 690151 960807 165531 1003489 ,994639 230439 559385 875527 39835 415791 690151 960807 165531 1003489 
778906 630945 826263 755989 825392 103368 751695 537921 748004 645401 ,778906 630945 826263 755989 825392 103368 751695 537921 748004 645401 
114627 554437 436091 568505 224565 229149 303657 141032 450487 165381 ,114627 554437 436091 568505 224565 229149 303657 141032 450487 165381 
950677 382395 395754 290822 7501 266048 386459 843967 105690 371303 ,950677 382395 395754 290822 7501 266048 386459 843967 371303 392386 
348028 362338 310595 297102 180876 321946 295940 339306 350098 488163 ,348028 362338 310595 297102 180876 321946 295940 339306 350098 488163 
965514 719947 86917 943365 71094 38630 464404 565929 234 1045694 ,965514 719947 86917 943365 71094 38630 464404 565929 234 1045694 
348657 308216 1049866 870305 470151 957280 433350 318517 250722 248963 ,348657 308216 1049866 870305 470151 957280 433350 318517 250722 248963 
711995 453564 783357 711944 585003 586312 591095 711658 156323 130237 ,711995 453564 783357 711944 585003 586312 591095 711658 156323 130237 
1054452 125524 894673 589423 29945 68529 114291 765522 595991 243283 ,1054452 125524 894673 589423 29945 68529 114291 765522 595991 243283 
