GT,Result
925204 964547 232651 5833 121326 875775 478070 373727 62022 733314 ,964547 121326 875775 178357 505630 831582 860726 960843 258667 598694 
356422 89839 805098 173041 406827 906201 888911 334395 813923 619899 ,356422 89839 805098 173041 406827 906201 813923 619899 152567 648234 
393831 542127 448245 149798 951109 637771 945136 597876 582825 851497 ,393831 448245 582825 352084 149782 884249 916458 547969 745594 350832 
521509 624544 298750 207504 225769 329226 754974 882157 161985 317258 ,207504 329226 754974 161985 317258 375866 567515 436886 481182 916131 
353150 353137 409463 876907 732568 788790 558959 409468 723130 555451 ,479904 363620 375648 81927 8930 249017 614436 904411 933509 301191 
812358 77491 401686 776441 947552 190985 322502 662157 662156 749538 ,812358 77491 401686 776441 947552 190985 322502 662157 662156 749538 
356829 460304 377713 808100 585805 245547 289408 175771 224722 825898 ,377713 808100 245547 289408 177457 403460 237083 330954 330921 601424 
259754 967130 8374 300400 133831 407879 762825 510252 268079 774649 ,259754 967130 300400 133831 407879 762825 510252 268079 767956 997856 
914904 284267 527769 830810 67421 54725 243492 726946 446806 625873 ,243492 726946 446806 745367 273993 213767 557866 903017 624357 75572 
64776 607803 773500 334697 779499 157369 835981 171320 910659 692635 ,64776 773500 779499 157369 171320 910659 692635 249789 953226 825676 
745839 901506 728980 625022 507448 794883 850018 915980 9955 181605 ,507448 794883 9955 523764 305107 348025 411969 453298 664191 376745 
19049 405928 806707 502947 104105 273420 289930 666268 462784 297209 ,19049 104105 462784 425717 184245 760369 300617 61056 760361 618416 
982424 658122 383567 466408 299268 349256 63738 534809 548055 200844 ,383567 244612 325681 375648 415500 258095 589880 535860 988840 908066 
998917 333864 125404 133851 520485 793037 1192 692619 568617 190818 ,998917 793037 1192 692619 568617 82355 799974 504043 324319 241428 
283755 648937 88973 568331 459292 470185 136202 734757 197149 841086 ,283755 88973 470185 70063 129713 869987 196593 222977 564606 754567 
336343 579715 210503 4711 114219 707576 926982 310388 238991 856393 ,210503 45251 368685 11536 718708 416349 636567 746164 696695 820995 
723951 375623 11031 127626 694697 935573 574995 845120 320993 902271 ,723951 11031 127626 694697 935573 574995 28346 898822 548856 337869 
91471 671935 671934 671699 66750 301951 817740 289727 671696 678678 ,655726 521547 251716 298730 341806 760918 487248 133577 298130 568236 
411613 561495 352258 671248 355540 432668 758790 446062 151643 594520 ,411613 561495 671248 432668 446062 147590 319043 139167 553599 400042 
25097 221076 92613 265870 92629 482882 116433 13280 961204 491732 ,25097 92613 845462 984963 260700 14478 901811 986006 609381 757774 
968228 927952 365642 108624 108632 281701 271586 541243 259595 367893 ,927952 108624 108632 281701 541243 367893 750803 542170 526159 320330 
25031 107023 618135 732984 479455 464095 762452 317699 866962 300078 ,25031 107023 479455 464095 866962 300078 72195 482329 633343 503942 
430647 107972 638382 630533 247611 645004 936514 163422 892873 226678 ,430647 630533 786291 802311 100057 112795 522084 621523 609522 302823 
420456 808357 881389 932666 18269 215432 279122 228690 658533 246489 ,808357 279122 890019 891544 987824 228663 865147 957954 679123 165857 
786436 537248 834966 377266 826481 988001 573443 193327 345489 368943 ,786436 537248 826481 988001 573443 193327 345489 910149 166179 780579 
983576 362204 981743 236391 658809 932906 284983 393739 221428 885706 ,983576 362204 981743 236391 658809 932906 393739 221428 885706 50954 
627728 972773 733625 796096 108368 108398 127709 608171 654864 146868 ,627728 972773 733625 796096 127709 608171 654864 146868 294183 544251 
907055 183165 412451 652623 264908 750228 374236 67483 175400 670668 ,907055 183165 412451 264908 919712 392806 291304 662777 768628 632333 
233181 466703 21266 726969 456962 87843 643746 636539 37950 138351 ,827148 496071 173304 223799 484238 254575 415024 884613 382657 78008 
596155 629304 74717 132215 576122 634587 978838 279009 809925 457408 ,596155 74717 576122 634587 809925 12741 549960 760638 943858 834935 
506552 835676 135078 783288 96655 479219 493254 901640 813869 754359 ,783288 96655 479219 813869 767336 454827 217185 715456 5130 198749 
91230 163111 91244 414554 762467 588176 813221 216014 860685 694806 ,463079 942797 851677 361922 337500 450626 757045 57201 455150 643115 
488039 68523 478280 519738 327441 743451 162402 71773 110286 485556 ,488039 68523 519738 327441 743451 162402 110286 485556 706453 214305 
717575 717615 626444 926821 567857 910604 385041 188258 812203 417317 ,717615 717575 626444 926821 567857 910604 812203 37770 19440 765035 
74842 884295 991710 964058 515582 267121 117460 472972 467625 916559 ,74842 267121 916559 230816 843348 518765 57633 110702 837303 321527 
960749 141809 646300 595960 194333 302892 567828 343153 897213 80178 ,141809 646300 595960 194333 567828 897213 80178 27643 558079 124803 
883267 514885 186083 437347 139290 122085 536718 534471 475055 874806 ,514885 437347 536718 534471 475055 874806 566994 991470 437456 688446 
656358 736833 320247 687289 937922 728188 124762 124632 13948 350581 ,124762 350581 353664 250898 399250 627876 121895 789528 841349 371466 
977070 381322 840218 569686 382858 998687 185477 186434 785678 355245 ,977070 381322 840218 569686 382858 998687 185477 186434 785678 355245 
623560 581877 282954 702436 521187 965040 931159 978867 553635 306622 ,623560 581877 282954 521187 965040 978867 880921 384541 376885 814660 
39691 322949 284743 470458 656831 307491 735292 992085 717319 620368 ,322949 656831 620368 347237 470076 584705 917435 233042 795900 322627 
939929 256003 989143 554611 374546 618304 932978 34884 822271 347786 ,939929 932978 822271 347786 206255 529428 720643 628741 113828 396225 
537598 433740 628148 988027 132200 700029 138464 435193 259617 744921 ,628148 744921 663682 877207 695971 864976 152313 929438 292399 309721 
779912 892064 997893 60572 439323 384148 216160 79671 153226 20413 ,779912 892064 60572 439323 216160 79671 20413 847605 733256 784365 
805808 601362 5417 547876 920465 183649 691089 478640 68808 68507 ,805808 547876 68507 180152 421688 723951 625972 643798 198583 760912 
235899 988482 571611 185735 29402 131961 550497 810056 203807 937748 ,988482 571611 185735 29402 131961 937748 453791 505069 593754 172220 
817031 472985 690066 609041 749803 294739 402601 581539 59162 427134 ,817031 690066 609041 402601 581539 59162 427134 949157 181824 36565 
756194 680452 423731 514865 418905 713944 508151 56075 860191 741569 ,756194 423731 514865 418905 860191 853067 222424 140805 694753 338681 
321090 729928 876583 320070 940673 594867 437428 482061 294935 416249 ,320070 482061 764014 737564 232027 345244 73021 818765 643162 18561 
647969 519748 67980 886108 652736 594327 991470 930498 725812 32510 ,519748 67980 886108 652736 594327 991470 418905 632374 61597 77313 
154556 138473 965063 348962 791916 900521 299149 240063 738669 560922 ,646394 624024 726681 756194 519583 5511 916743 131551 879877 907196 
442858 598014 813412 540389 666044 369925 52599 61474 493824 927573 ,442858 369925 291575 652077 844007 518489 764841 549974 22346 648914 
405687 482764 975666 62652 396158 782416 534760 479975 760597 133718 ,975666 62652 401605 298864 827627 614430 846877 4864 77953 761175 
92622 749815 464773 929503 711146 351223 698038 196528 630922 888065 ,351223 324160 552029 543778 61856 551001 927758 767861 693822 99873 
105638 626540 273906 416094 423908 680745 506870 668032 716650 780697 ,105638 416094 506870 392562 958223 203490 848924 645263 273249 601951 
723154 651213 613106 195253 769687 333141 957832 243801 286937 943556 ,723154 613106 769687 333141 957832 243801 286937 943556 596211 707833 
712223 864180 531575 969526 909246 438233 313235 121951 556298 426795 ,557323 231564 466154 733764 763042 182114 884620 231964 992782 10126 
87885 168041 484347 43680 676130 780124 363718 281701 248356 274924 ,87885 168041 484347 780124 363718 281701 248356 414034 551331 276516 
151314 485827 601293 194174 791431 594514 658728 741019 572869 868327 ,572869 868327 897435 819923 587477 891467 138882 539891 664059 351371 
748881 345148 830810 462078 225804 362546 206501 919833 408271 694920 ,462078 225804 206501 182680 274261 146601 222008 523309 290201 959814 
327412 925021 261540 930060 641048 961363 83378 91585 960866 508096 ,632690 745206 547961 788148 929224 904751 431235 119226 245517 199723 
233579 525311 713145 949084 563547 569038 147025 174424 858292 892009 ,563547 569038 174424 694880 936174 682384 810295 372519 281909 320442 
973655 723441 925063 113876 723442 285776 138745 726314 437621 640617 ,973655 726314 437621 640617 321766 11301 6649 373032 372996 974332 
711640 67562 341686 851045 266749 559060 712448 288400 799455 549431 ,67562 341686 288400 96810 572840 573562 664211 187248 187276 898249 
106905 634396 794302 663119 612538 773909 992321 44725 118392 737278 ,634396 794302 612538 44725 118392 737278 721034 103373 616812 731896 
826022 979885 627193 188365 76882 753971 121898 85672 428821 182940 ,826022 121898 182940 610335 76883 97089 43923 36248 946438 628400 
479455 782280 802795 802888 21692 767674 50886 336581 356422 43980 ,479455 802888 767674 356422 688287 392679 594148 459244 997054 809711 
221096 998477 999229 335263 976457 176208 31002 605959 914681 467584 ,999229 335263 176208 31002 542730 394039 829013 487787 835917 531531 
115572 115556 115571 115560 115559 23124 663529 149789 115563 149788 ,115572 115556 115571 115559 23124 663529 149789 115563 952594 827272 
175766 681455 827094 790493 603029 577389 738138 191905 323749 773389 ,175766 603029 577389 191905 773389 536673 726153 58188 147077 262801 
664790 581477 311413 828885 567019 813602 97449 190468 3714 836198 ,581477 828885 813602 806703 742507 336245 938299 576940 843976 886702 
878717 411235 997970 878741 571884 937741 657515 769180 918814 184743 ,878717 411235 997970 878741 571884 657515 769180 918814 356316 878688 
974215 555231 573530 154568 850113 247712 127625 765035 940735 266028 ,555231 154568 850113 247712 940735 466674 103634 706599 942321 416123 
196863 562054 337527 792434 174812 760713 510068 76567 91770 796576 ,562054 337527 510068 76567 674424 328308 178771 559405 443980 595191 
626592 235330 468882 207223 955209 666670 991104 848934 150174 644268 ,235330 666670 991104 150174 644268 342849 948474 584376 441047 976828 
489987 759315 165751 349817 321908 537060 415780 623107 418982 942444 ,623107 564539 627778 974665 787722 374413 694958 610962 651265 731512 
407108 212310 815233 750578 492265 474762 589426 781617 453850 566039 ,815233 750578 781617 116394 511688 116362 92178 407362 471416 318872 
42132 370417 181005 622207 730561 128272 784104 320330 714031 950307 ,42132 622207 128272 784104 320330 950307 359673 556123 427135 594491 
266436 881366 231251 231272 548931 353219 901727 549351 94644 34253 ,353219 549351 82619 537074 723232 386672 559246 605169 623291 727443 
554505 4153 596679 554447 368695 527776 816654 719518 773570 14652 ,596679 38507 51131 180439 576840 439867 766209 733643 542060 813629 
31271 798089 780345 860321 991470 786238 539950 954083 923575 45434 ,31271 923575 467131 679366 617545 75763 654161 675645 381394 21429 
657665 217300 600085 823993 252119 745115 117057 314655 956455 46433 ,657665 217300 600085 823993 252119 745115 117057 314655 956455 46433 
779168 488267 488158 755461 138653 118895 653773 878304 951836 784387 ,779168 488267 488158 755461 138653 653773 951836 784387 884720 639887 
573549 609332 767612 39516 735480 977777 156944 680775 521172 151631 ,573549 609332 39516 977777 156944 680775 719504 100254 547787 680770 
199681 463852 519284 335830 445935 895741 899145 817516 79012 716101 ,463852 519284 445935 899145 895741 817516 79012 716101 447417 654261 
600378 121241 833369 955209 901520 467195 611596 760144 689227 718300 ,600378 121241 955209 611596 760144 689227 718300 118524 357327 573132 
406112 846872 131894 119245 354772 353732 461939 339367 883180 919931 ,406112 846872 131894 119245 354772 353732 461939 400203 71458 523499 
32503 800035 193266 584942 60026 6978 981402 125404 975666 746758 ,6978 746758 536923 412017 633343 917076 364998 412018 689967 498758 
548471 753085 731373 196476 340539 263168 781013 747085 521668 855629 ,753085 731373 727085 250638 873534 645545 341686 621814 927625 716572 
407015 411869 407017 526715 642362 384425 384456 331956 457225 904648 ,407017 526715 331956 457225 904648 262394 750435 768237 692979 412750 
103634 680473 88480 851465 1698 388043 831539 391013 347857 360342 ,103634 88480 831539 66558 875775 17129 254792 161287 845350 835440 
245198 22392 606604 978492 766871 323278 760349 974073 456663 458207 ,978492 323278 456663 251628 399196 670551 108688 615119 558972 744968 
621284 152750 585892 588231 188611 588092 965058 636623 173968 509495 ,621284 588092 509495 485130 243902 950848 943802 282260 188925 198287 
588552 284882 717466 556987 276228 767205 676825 222854 521466 444156 ,276228 521466 29516 180662 242043 96926 29554 419945 984382 775551 
263624 586372 925995 962140 871350 162646 665556 504895 247475 389525 ,263624 586372 925995 871350 162646 504895 389525 172072 224023 799365 
917747 711173 36815 601644 482500 619809 419977 987879 25757 581964 ,917747 419977 987879 581964 311952 68507 444693 454859 340863 51843 
91770 892794 685 681384 904079 4693 647896 470429 222847 239149 ,91770 892794 685 681384 4693 161860 780451 152570 603070 557742 
577983 677185 535954 843745 580765 215362 919124 396242 214446 139412 ,677185 214446 242973 377416 566233 223958 775669 197626 817791 554926 
416094 483292 918021 235852 680430 917074 566134 916425 655314 723745 ,416094 917074 259799 522468 29035 763165 322424 427799 442424 377992 
364148 347086 165377 434758 921821 449348 149031 193221 52605 197930 ,149031 52605 197930 322371 887182 51709 124416 224202 306819 557796 
778557 134072 586926 209599 554514 589220 826776 916195 836471 836499 ,778557 134072 586926 836499 930207 850922 824059 360036 633145 468131 
658718 684106 916820 203816 857260 138675 654811 682877 476864 691101 ,684106 916820 857260 203816 138675 682877 691101 182918 504690 876320 
629672 400550 320157 958914 958936 920877 367102 608390 855629 986201 ,608390 258134 329576 564153 329526 163467 502291 562729 836542 73916 
105816 326804 765600 234223 120912 510868 179278 596921 860261 288275 ,105816 326804 120912 510868 179278 860261 518374 550909 833794 408354 
688159 906839 624141 834024 332412 740541 120357 361235 158158 120329 ,906839 158158 427551 181812 898249 860916 801894 58542 457366 525105 
724629 939811 111898 905182 844586 405397 699235 699315 699344 273444 ,844586 263575 356422 225828 297256 592550 779367 965493 257740 409397 
529630 463309 713326 8792 188342 945081 566495 544900 323903 651031 ,651031 519124 747652 651192 726819 215361 957257 36339 845716 245952 
627706 779456 597987 260601 312924 628925 650134 889467 56443 171330 ,628925 650134 698086 810286 55702 321551 989471 260539 167171 860737 
856988 355834 230825 360240 995412 469234 58606 856255 692580 270897 ,856988 355834 995412 692580 564024 516856 20561 429364 430076 624043 
174192 835598 862671 856857 123372 366569 691608 429175 230732 792445 ,174192 835598 862671 856857 691608 792445 501488 755211 508432 805321 
101338 414491 203173 909675 898537 93069 220098 953825 950317 341536 ,101338 108795 740927 414338 3830 616673 934708 197976 87910 151141 
952893 637795 784917 667681 56554 335869 761733 680081 56558 325494 ,56554 56558 325494 926821 146383 419391 829779 229044 717615 717575 
516032 707744 516052 371395 656686 398261 3676 885709 566776 550262 ,516032 656686 398261 797233 926354 398269 385405 416897 518675 977578 
125742 660078 382616 213340 140805 116134 83946 894677 377451 937041 ,125742 660078 382616 213340 140805 116134 83946 894677 937041 133788 
94088 869070 678451 987512 359573 211545 184072 985364 371150 924019 ,94088 987512 620990 628083 873622 239921 315899 463687 772788 72104 
530287 526620 672197 884937 533373 749700 633451 247790 978116 163902 ,530287 672197 633451 247790 978116 339014 216399 807424 671366 230119 
712031 423582 194761 360203 754647 491104 592022 898668 727747 194786 ,712031 194761 483368 807956 205925 902417 693398 50782 697212 509857 
226850 725774 45659 674754 714734 664634 513980 155074 235813 997941 ,725774 155074 224023 100930 972599 226843 848366 948358 725788 990722 
514759 449523 733166 916534 749969 825779 963819 509482 612579 458792 ,733166 916534 963819 339098 118731 634269 855039 123576 110985 782249 
178865 757975 228594 2117 382451 714360 264704 129168 851467 599932 ,757975 228594 382451 714360 851467 155450 491965 608717 932443 672504 
287026 270809 270781 239381 106919 270771 768207 685783 287024 169934 ,270781 106919 270771 287024 169934 592919 740860 682690 893419 421904 
266326 804949 388976 580322 493771 800288 629583 569394 307157 585284 ,388976 580322 629583 307157 210995 560282 202123 466186 851826 484450 
338057 677515 666260 952290 879814 111886 2745 157120 473972 738575 ,473972 738575 284344 477370 227504 107324 503643 337320 173314 422970 
734749 481940 266027 415007 671629 949821 346477 130047 932712 323907 ,734749 415007 130047 323907 945081 798801 681911 144352 299595 537308 
931699 490123 104391 408021 408555 569417 193656 272010 626792 518919 ,931699 490123 104391 408021 408555 569417 193656 626792 518919 537814 
581650 723096 211179 40534 915790 547966 682783 954137 39779 138300 ,547966 954137 394532 237618 940747 364756 374077 277401 322748 676753 
847438 800716 38617 238399 715489 611265 965443 398429 842945 240717 ,800716 611265 398429 240717 142092 863485 767490 119992 233359 572373 
115563 663529 115560 115572 115556 149783 115571 149789 115559 59247 ,663529 115556 149783 23124 408555 408021 104391 491919 240347 125468 
967739 606553 421789 467061 185518 233869 419977 449189 733009 733006 ,967739 5276 5292 732990 744909 114817 522852 346286 243273 45711 
780344 897267 451913 417613 563514 46727 831789 746590 723232 129559 ,780344 451913 723232 431254 571697 421445 124097 856490 29300 548055 
965513 732162 574548 132450 30059 460206 933134 943228 397276 217134 ,732162 574548 132450 933134 943228 217134 305818 857818 739840 947510 
779086 392670 710607 327396 152166 155087 268956 549925 964892 453927 ,779086 392670 710607 327396 152166 268956 549925 453927 300695 96433 
115546 491922 122887 115358 112382 115347 115561 115361 885438 77382 ,912137 80641 979030 428582 320496 647161 115891 854964 100687 904171 
921216 148699 420512 537698 972791 139916 42484 919511 167291 217712 ,549925 107159 300695 714782 595679 89951 392670 83289 327028 872862 
328367 265937 136259 702513 482893 546991 60994 538944 75583 658906 ,328367 265937 702513 60994 75583 597915 86739 996926 208361 49541 
988375 49485 234850 302898 519804 145734 580511 657818 279611 676713 ,49485 234850 302898 580511 657818 697653 753170 125557 248992 980487 
864314 132036 833982 301312 414790 786429 979100 660222 676825 682456 ,864314 856747 97893 599443 132409 59624 442286 61042 386078 954073 
314839 851678 927929 792974 424468 649212 828356 728084 268315 605951 ,424468 728084 781385 591506 897852 711558 556359 437906 765021 517666 
686288 731771 73642 29934 477092 692582 872115 846773 462253 384190 ,686288 73642 384190 250875 191632 668813 653865 460573 744451 610974 
440076 709225 738959 462028 849763 59820 734959 463291 569785 952464 ,440076 709225 463291 129407 119251 415551 356442 984121 130534 964279 
414078 482693 853838 150707 261800 291962 850015 744088 824705 629210 ,853838 629210 633974 742303 672158 915700 392815 112835 938346 774593 
782761 123766 690265 770255 712342 353689 157222 775319 365425 352806 ,782761 123766 690265 770255 712342 353689 157222 775319 365425 352806 
66029 84320 575508 874847 791857 696250 139911 645928 696263 496702 ,874847 645928 16323 736264 696240 985896 696245 10445 894879 105244 
189162 839427 498971 189005 480446 866046 427129 392200 22938 775298 ,189162 839427 498971 480446 866046 427129 392200 22938 929359 480448 
690066 975691 181824 630534 482355 183378 427134 809902 818034 356630 ,690066 181824 427134 809902 818034 505140 607241 700492 778959 954407 
93393 768895 970378 922612 267755 434447 345009 928892 319213 59298 ,93393 970378 922612 533997 888528 278640 114737 559600 991503 407015 
528473 884403 562751 75599 938196 338356 271006 426324 738446 119192 ,528473 338356 426324 738446 119192 169660 645217 646386 696083 219560 
700341 707704 153650 692163 707719 715122 123576 287233 591070 742430 ,700341 869942 119269 289727 636456 264690 932381 26396 731398 367705 
974081 621918 724654 990560 547953 547856 888236 115447 162828 24852 ,974081 724654 547953 547856 24852 450691 918073 704267 953209 548092 
619697 971716 129323 839859 251708 405480 741019 51899 379706 964727 ,405480 495590 698578 314839 329828 686757 147253 119174 294379 974025 
697492 414869 454815 584728 610323 325839 870811 227871 478010 407879 ,454815 584728 407879 479804 31028 894817 825678 515457 787570 594571 
597489 895301 271050 877207 87057 62334 473910 899309 888393 297745 ,597489 271050 877207 62334 899309 503707 122634 369836 415055 28671 
188377 733 101235 365114 663268 545058 199271 230825 173258 75860 ,188377 733 101235 545058 199271 230825 75860 169168 223551 523113 
146478 768513 703750 624896 405103 250875 760265 147090 424309 493255 ,146478 624896 250875 760265 147090 493255 305558 585731 205369 977211 
325593 490184 804982 876813 148991 96075 787882 705862 101491 490176 ,325593 490184 804982 876813 148991 787882 490176 260922 487999 598572 
313292 357427 452304 501597 483292 390166 34154 939841 893387 730910 ,452304 501597 483292 34154 939841 730910 595737 773169 258961 238177 
146047 486894 408614 615111 540954 540999 206333 146054 994117 146043 ,332313 955685 134055 796507 513918 138679 169158 612053 289788 585810 
480535 258045 48755 699279 577386 945993 686022 279346 874712 465848 ,480535 577386 874712 465848 808781 625818 341152 636241 586344 918736 
664210 729725 460625 92571 8747 58957 900505 664227 384834 719861 ,460625 82511 353627 142772 727466 562706 668796 314178 306694 173317 
765584 245171 420942 27383 616081 420943 384384 304156 850646 777550 ,850646 144361 27461 790006 384108 402483 717359 935370 876280 764540 
328313 798360 310419 148786 377479 510259 955473 984555 161642 441756 ,798360 148786 377479 955473 984555 610385 937583 660948 561697 724654 
