GT,Result
925204 964547 232651 5833 121326 875775 478070 373727 62022 733314 ,505630 258667 523229 923486 592229 871778 419113 587529 833338 603866 
356422 89839 805098 173041 406827 906201 888911 334395 813923 619899 ,356422 89839 173041 406827 619899 640719 583484 911385 9577 912261 
393831 542127 448245 149798 951109 637771 945136 597876 582825 851497 ,582825 916458 547969 745594 353219 225930 78289 708222 345760 34832 
521509 624544 298750 207504 225769 329226 754974 882157 161985 317258 ,207504 329226 754974 161985 375866 567515 436886 481182 916131 985516 
353150 353137 409463 876907 732568 788790 558959 409468 723130 555451 ,479904 363620 375648 81927 8930 249017 614436 904411 933509 301191 
812358 77491 401686 776441 947552 190985 322502 662157 662156 749538 ,812358 77491 776441 749538 772914 573874 916 606017 146472 273731 
356829 460304 377713 808100 585805 245547 289408 175771 224722 825898 ,377713 808100 177457 403460 330954 330921 998594 812699 75891 883615 
259754 967130 8374 300400 133831 407879 762825 510252 268079 774649 ,133831 762825 510252 813476 631286 385978 427128 322052 24813 599370 
914904 284267 527769 830810 67421 54725 243492 726946 446806 625873 ,243492 273993 213767 557866 903017 624357 75572 122355 415106 341956 
64776 607803 773500 334697 779499 157369 835981 171320 910659 692635 ,773500 779499 157369 171320 910659 692635 249789 953226 825676 624283 
745839 901506 728980 625022 507448 794883 850018 915980 9955 181605 ,794883 9955 523764 305107 348025 411969 453298 664191 376745 844640 
19049 405928 806707 502947 104105 273420 289930 666268 462784 297209 ,19049 104105 462784 184245 760369 300617 61056 760361 618416 157539 
982424 658122 383567 466408 299268 349256 63738 534809 548055 200844 ,383567 325681 589880 535860 908066 977229 946785 181054 222330 953364 
998917 333864 125404 133851 520485 793037 1192 692619 568617 190818 ,692619 82355 799974 688119 695478 707610 220795 262396 595268 799112 
283755 648937 88973 568331 459292 470185 136202 734757 197149 841086 ,283755 88973 470185 70063 129713 869987 196593 222977 564606 754567 
336343 579715 210503 4711 114219 707576 926982 310388 238991 856393 ,210503 45251 11536 718708 416349 696695 820995 477427 100943 546212 
723951 375623 11031 127626 694697 935573 574995 845120 320993 902271 ,723951 11031 127626 694697 935573 574995 28346 898822 548856 337869 
91471 671935 671934 671699 66750 301951 817740 289727 671696 678678 ,298730 341806 487248 298130 18294 671917 85604 87858 889530 52523 
411613 561495 352258 671248 355540 432668 758790 446062 151643 594520 ,411613 561495 671248 432668 147590 553599 400042 192703 884037 364304 
25097 221076 92613 265870 92629 482882 116433 13280 961204 491732 ,92613 845462 984963 260700 14478 986006 757774 152574 472701 835628 
968228 927952 365642 108624 108632 281701 271586 541243 259595 367893 ,927952 108624 108632 281701 367893 542170 526159 320330 192194 950921 
25031 107023 618135 732984 479455 464095 762452 317699 866962 300078 ,107023 479455 866962 300078 72195 633343 508872 688287 816591 594148 
430647 107972 638382 630533 247611 645004 936514 163422 892873 226678 ,630533 802311 621523 609522 302823 343496 373155 516195 265648 563977 
420456 808357 881389 932666 18269 215432 279122 228690 658533 246489 ,163046 60551 869698 268007 864478 823586 656443 824959 807051 393917 
786436 537248 834966 377266 826481 988001 573443 193327 345489 368943 ,786436 537248 826481 988001 573443 193327 910149 780579 10485 774001 
983576 362204 981743 236391 658809 932906 284983 393739 221428 885706 ,362204 236391 932906 221428 885706 50954 205090 347045 726749 538548 
627728 972773 733625 796096 108368 108398 127709 608171 654864 146868 ,627728 972773 733625 608171 654864 146868 544251 888912 951488 844708 
907055 183165 412451 652623 264908 750228 374236 67483 175400 670668 ,412451 264908 919712 392806 291304 662777 768628 632333 723715 998695 
233181 466703 21266 726969 456962 87843 643746 636539 37950 138351 ,484238 884613 382657 665352 120975 203928 834059 491642 889204 18991 
596155 629304 74717 132215 576122 634587 978838 279009 809925 457408 ,576122 943858 834935 318626 614874 788225 926926 968372 346330 740973 
506552 835676 135078 783288 96655 479219 493254 901640 813869 754359 ,783288 96655 813869 454827 217185 198749 66002 830963 272464 495359 
91230 163111 91244 414554 762467 588176 813221 216014 860685 694806 ,942797 851677 361922 450626 757045 57201 455150 643115 769848 75111 
488039 68523 478280 519738 327441 743451 162402 71773 110286 485556 ,519738 110286 485556 706453 423989 871073 181660 680153 98331 997757 
717575 717615 626444 926821 567857 910604 385041 188258 812203 417317 ,717615 717575 626444 926821 567857 910604 812203 37770 19440 765035 
74842 884295 991710 964058 515582 267121 117460 472972 467625 916559 ,74842 267121 230816 57633 110702 837303 321527 395934 511912 945993 
960749 141809 646300 595960 194333 302892 567828 343153 897213 80178 ,141809 595960 194333 897213 80178 27643 558079 370266 708665 120619 
883267 514885 186083 437347 139290 122085 536718 534471 475055 874806 ,437347 534471 475055 874806 991470 437456 688446 353262 767766 783961 
656358 736833 320247 687289 937922 728188 124762 124632 13948 350581 ,124762 250898 399250 627876 121895 789528 841349 371466 778342 714324 
977070 381322 840218 569686 382858 998687 185477 186434 785678 355245 ,840218 569686 382858 998687 785678 355245 304304 719821 174755 313596 
623560 581877 282954 702436 521187 965040 931159 978867 553635 306622 ,623560 581877 521187 978867 880921 376885 814660 770255 735881 204787 
39691 322949 284743 470458 656831 307491 735292 992085 717319 620368 ,322949 620368 347237 470076 584705 917435 233042 795900 322627 928805 
939929 256003 989143 554611 374546 618304 932978 34884 822271 347786 ,939929 932978 347786 206255 529428 720643 628741 396225 655959 416453 
537598 433740 628148 988027 132200 700029 138464 435193 259617 744921 ,744921 663682 877207 695971 864976 929438 292399 309721 643009 375586 
779912 892064 997893 60572 439323 384148 216160 79671 153226 20413 ,892064 60572 439323 20413 733256 784365 888250 68844 315306 952074 
805808 601362 5417 547876 920465 183649 691089 478640 68808 68507 ,805808 547876 68507 180152 421688 723951 198583 429253 930083 849810 
235899 988482 571611 185735 29402 131961 550497 810056 203807 937748 ,988482 571611 185735 29402 131961 453791 505069 593754 172220 625721 
817031 472985 690066 609041 749803 294739 402601 581539 59162 427134 ,817031 690066 609041 402601 581539 427134 949157 181824 36565 322053 
756194 680452 423731 514865 418905 713944 508151 56075 860191 741569 ,756194 423731 514865 418905 860191 853067 222424 140805 694753 338681 
321090 729928 876583 320070 940673 594867 437428 482061 294935 416249 ,320070 482061 764014 737564 232027 345244 643162 18561 315124 965955 
647969 519748 67980 886108 652736 594327 991470 930498 725812 32510 ,886108 594327 991470 418905 632374 77313 12376 547958 331108 19440 
154556 138473 965063 348962 791916 900521 299149 240063 738669 560922 ,646394 726681 756194 519583 5511 131551 879877 329683 610058 636986 
442858 598014 813412 540389 666044 369925 52599 61474 493824 927573 ,442858 369925 291575 652077 518489 764841 549974 22346 463019 652518 
405687 482764 975666 62652 396158 782416 534760 479975 760597 133718 ,975666 62652 827627 614430 846877 4864 77953 761175 883485 489984 
92622 749815 464773 929503 711146 351223 698038 196528 630922 888065 ,351223 324160 551001 927758 767861 693822 701900 401044 305724 636720 
105638 626540 273906 416094 423908 680745 506870 668032 716650 780697 ,105638 416094 506870 392562 958223 848924 645263 273249 601951 466808 
723154 651213 613106 195253 769687 333141 957832 243801 286937 943556 ,723154 613106 769687 333141 957832 243801 943556 596211 707833 759511 
712223 864180 531575 969526 909246 438233 313235 121951 556298 426795 ,557323 466154 733764 763042 231964 992782 25416 192175 701370 283903 
87885 168041 484347 43680 676130 780124 363718 281701 248356 274924 ,87885 780124 281701 551331 276516 111915 106875 878283 204880 166547 
