GT,Result
605 522413 921654 466380 514832 135524 126487 657995 213912 598791 ,605 522413 921654 466380 514832 135524 126487 657995 213912 598791 
457975 267712 298272 398788 685695 20394 787230 680676 437697 1084 ,457975 267712 298272 398788 685695 20394 787230 680676 437697 1084 
599779 603323 554592 558014 205240 467721 327 289874 676785 907512 ,599779 603323 554592 558014 205240 467721 327 289874 676785 907512 
290945 518 950356 952647 284466 392079 891827 761855 356892 221156 ,290945 518 950356 952647 284466 392079 891827 761855 356892 221156 
766 443030 392758 379197 690056 480985 978645 156498 508155 494465 ,766 443030 392758 379197 690056 480985 978645 156498 508155 494465 
57 354889 337909 643427 150333 19177 16570 483864 536429 213542 ,57 354889 337909 643427 150333 19177 16570 483864 536429 213542 
54239 574938 555639 441460 883895 174238 310142 599416 61921 80 ,54239 574938 555639 441460 883895 174238 310142 599416 61921 80 
427120 113605 6016 161923 848062 329 100935 190263 7123 635671 ,427120 113605 6016 161923 848062 329 100935 190263 7123 635671 
721017 830710 800504 895801 131027 887529 234934 410491 1015 136229 ,721017 830710 800504 895801 131027 887529 234934 410491 1015 136229 
936801 222926 340373 437 850627 293716 339731 642098 202566 952205 ,936801 222926 340373 437 850627 293716 339731 642098 202566 952205 
99489 901776 738907 936193 3113 394 812470 786804 203780 63631 ,99489 901776 738907 936193 3113 394 812470 786804 203780 63631 
209339 977 687234 949450 549437 33053 296693 412864 793717 531513 ,209339 977 687234 949450 549437 33053 296693 412864 793717 531513 
637076 952729 50873 793931 592525 284645 278 694295 436991 180195 ,637076 952729 50873 793931 592525 284645 278 694295 436991 180195 
844657 794970 372894 743883 503340 167 920731 245006 969513 532476 ,844657 794970 372894 743883 503340 167 920731 245006 969513 532476 
699825 721263 531092 758793 196 874508 23642 677185 329885 251393 ,699825 721263 531092 758793 196 874508 23642 677185 329885 251393 
501779 507391 989563 952331 128 570390 184524 517198 667413 544099 ,501779 507391 989563 952331 128 570390 184524 517198 667413 544099 
179469 46880 886994 468701 66638 194003 442872 611222 424 393095 ,179469 46880 886994 468701 66638 194003 442872 611222 424 393095 
961196 601554 936403 135648 445045 954993 700085 291730 17727 256586 ,961196 601554 936403 135648 445045 954993 700085 291730 17727 256586 
263895 405703 91312 476840 313783 557 575981 636845 898412 327639 ,263895 405703 91312 476840 313783 557 575981 636845 898412 327639 
153022 382597 721087 567542 215 347186 462313 981107 400553 237804 ,153022 382597 721087 567542 215 347186 462313 981107 400553 237804 
920524 602297 143513 686882 412324 810451 512 85285 519036 110366 ,920524 602297 143513 686882 412324 810451 512 85285 519036 110366 
963166 431994 129173 559621 685342 858065 747090 808941 416120 971584 ,963166 431994 129173 559621 685342 858065 747090 808941 416120 971584 
162411 627751 646540 594006 341896 893490 211505 37304 220172 205 ,162411 627751 646540 594006 341896 893490 211505 37304 220172 205 
140 427963 493505 204066 769048 309788 921632 184092 881130 854027 ,140 427963 493505 204066 769048 309788 921632 184092 881130 854027 
193343 499392 615673 934815 964735 892213 1022 652612 386134 376536 ,193343 499392 615673 934815 964735 892213 1022 652612 386134 376536 
