GT,Result
4316388 757845 1810152 563371 2152245 4257513 1376714 833633 1810184 449378 ,4316388 1810152 563371 2152245 4257513 1376714 833633 1810184 449378 1687292 
4929755 3341623 3747104 3667425 3003532 3988331 2889379 3069981 3365939 3179162 ,3341623 3365939 3179162 1459154 2113111 1229957 4835800 1284213 202937 810465 
4753392 3839386 1700016 3848834 3837075 1689835 2388939 3036540 2071647 2155102 ,4753392 3839386 1700016 3837075 1689835 2388939 3036540 2071647 2155102 3948115 
131079 344228 163158 2434667 158414 3191604 334274 197491 2250412 4682331 ,131079 158414 334274 4682331 275808 137992 4021696 112187 555797 291935 
334439 1432006 761045 1008065 70068 1982891 4490693 2263792 4446903 4741303 ,334439 1432006 761045 1008065 70068 1982891 4490693 2263792 4741303 2257150 
4612784 4807665 938616 956682 2795499 546926 2598943 2059738 1025147 1704063 ,4612784 938616 956682 546926 2059738 1025147 1704063 958657 4174600 4141008 
1388541 1681854 4280972 564751 2696347 479035 2246273 3362674 876114 795892 ,1388541 1681854 4280972 564751 2696347 2246273 876114 795892 625232 1567551 
180526 3324504 2541895 311799 3688655 3262298 3405204 3582855 4304239 3686320 ,3262298 3582855 3686320 1305627 3252355 4219890 1773599 4843627 3054598 1299945 
4061462 2075702 1998858 1155299 2534709 3262907 1248954 602950 1294091 3588799 ,1998858 3414480 1065408 1335261 1471371 1288396 3658692 1284548 1331779 3414394 
2946692 1676425 2826437 2515643 4575016 4627765 4932172 2066564 2879661 2405378 ,2946692 1676425 2515643 4575016 2879661 2405378 1463041 3895601 1478143 1176059 
2321418 4673916 4222047 2004038 394230 2992455 1103328 765535 635975 1289156 ,2562180 1862389 4428188 1776323 86388 3636095 2610124 883825 4497857 1066735 
2978709 4391430 1044259 3837549 3314561 3317291 4949330 4354218 1822675 1439717 ,4391430 1044259 2263200 4362399 4808640 4636693 4648766 4540252 4475355 1440251 
1676425 739985 4305603 2163009 2283954 3952401 4962196 4932172 643639 1411361 ,1676425 4305603 3952401 938438 2879661 4279387 4904693 4407216 2515643 2946692 
880838 4770154 3704902 261134 3195238 4376567 510752 2306538 4022990 2638636 ,4770154 3704902 261134 4022990 2749073 3116695 898060 1426847 4408922 2693474 
4178378 1811796 4410813 1807824 4548315 69407 295896 3474754 2095589 3995411 ,1811796 4548315 69407 295896 3474754 3995411 3605771 2759364 2417936 59230 
84859 122836 208386 296947 279855 42151 290101 34325 138059 3750000 ,122836 208386 296947 279855 34325 3750000 290951 207515 50319 282063 
351621 4650349 2251830 590478 4354208 4106340 1252624 726000 4725930 609249 ,4354208 1252624 726000 609249 1877892 4267157 1961046 4748109 4913642 298840 
1615032 3837352 4124009 786178 3265072 3874114 4174850 2680796 817393 4929609 ,4174850 4929609 614650 3951384 2877641 2014101 3666964 1241602 4506275 2622134 
3050288 1283590 1730558 2444558 1833929 4641489 4746889 644592 899639 4658528 ,2444558 4641489 4658528 4606755 792667 2443884 1724631 2655997 3174260 1924581 
4777698 1295671 3047560 3371088 2215410 1494914 300798 1084925 3153813 2649831 ,1084925 874607 1530437 1027171 773420 2037194 786542 3069662 3143358 4506298 
3183182 3338327 640443 849257 1679625 4651511 1619595 396648 922277 2946567 ,922277 2476046 4984235 3076912 4444988 4387179 3097298 3471299 3839788 4150903 
2554509 3815766 3514503 1750467 1599279 1780860 2561714 2774427 1093 2413748 ,2554509 3514503 2561714 3560919 1022106 2348985 587849 4971116 1328811 4012194 
4537132 3821650 1157219 4942033 467728 599279 2228340 4461750 2581111 4914329 ,3821650 1157219 4942033 467728 599279 2228340 4461750 2581111 4914329 27296 
3948561 4728785 1349350 4363134 1698533 3734572 1868395 4666290 3305075 396004 ,1349350 3734572 3305075 4313075 438310 4835290 2911163 2010477 4774394 3362506 
327782 256240 2762105 335631 1979484 1083817 4603332 3286112 314943 282181 ,327782 2762105 335631 1083817 314943 2803198 4282617 3057355 3709113 1907021 
4104957 1692974 4303364 1853738 590804 2501139 4694599 3086448 3166587 3401717 ,4104957 1692974 4303364 2501139 4694599 3086448 3166587 4627214 4446548 3415685 
65927 2675262 2136618 1314832 4240435 1927916 2055004 3590204 4155661 3787044 ,2675262 3590204 4155661 2426011 3832170 2328474 2876978 3169084 1914706 2559504 
1030451 590634 4434232 684213 3974657 538280 1313878 3139468 4487804 2261634 ,4487804 2035807 874236 579733 1589790 1168035 2680407 725035 2598678 691281 
1415080 3981995 4092135 746683 3227320 2907017 1086589 4264399 1138622 1447883 ,1415080 3981995 746683 4264399 1138622 1447883 2732623 2424325 2194516 3617860 
3481576 2714852 1408744 1385900 1969584 3495841 2503128 1184508 3238147 3872010 ,2714852 1408744 3495841 2503128 4049345 809993 4674628 1756934 4288585 3216107 
4326569 2723311 1965613 4401710 3180855 1090542 4796558 2276977 4382221 3853157 ,3638660 1335673 597859 1180356 905159 379586 2548967 3421582 3593169 1213283 
2158660 1894222 3130933 4746650 1997999 4362925 3358245 2844269 2448429 3011927 ,2158660 1894222 4362925 3643723 2315720 3211466 626622 1651494 2909312 3280302 
944215 373380 4989985 160082 2018190 334256 345463 243287 4139498 2806373 ,944215 373380 334256 345463 1209526 2232094 2952543 4864066 4145407 1617749 
3190994 3885849 4841876 1520233 1559874 741847 4706392 629652 1573869 3130515 ,3190994 3885849 1520233 3130515 3457105 3321640 2882524 4176163 2117689 3305707 
471313 1742051 1370874 32032 93284 168858 738704 4596029 114655 372025 ,471313 1742051 1370874 93284 738704 114655 372025 402978 3043695 1141455 
4721636 2508227 3690064 3472672 4851085 2013073 592297 2892944 2550225 384247 ,4721636 2508227 3690064 3586854 1276576 2014392 3467898 3416471 1204486 441122 
806629 1640062 2810287 4710224 1828527 1464112 4016235 3019404 4710128 110652 ,1106105 4062655 556752 3084056 775739 320335 1630870 2452284 874568 1496670 
4340332 3201246 3389593 1016539 877886 2034455 2621735 1649458 3285299 1560415 ,1016539 2603336 1997327 2893934 1671288 4846131 3061468 1203390 599491 4503344 
1287147 2017348 3071876 4303069 1256137 593612 1364468 4288728 3588303 1206763 ,3071876 4303069 593612 1364468 4288728 3294592 3467365 1310129 1999555 2014392 
4817857 2777773 3055781 2057937 2347046 2364888 2935397 2920080 1552634 1300942 ,4204799 1595681 2242319 3683650 4953746 2984166 1351801 905002 2828524 1226440 
3108616 1953780 3114113 484484 2389974 778291 3810682 2821613 2976183 4553064 ,3108616 484484 2821613 1077302 4812333 2176367 3092760 1712528 4730649 2405253 
