GT,Result
131176 855052 867920 972556 249716 542629 849262 778874 887586 564002 ,131176 855052 867920 972556 249716 542629 849262 778874 887586 564002 
9442 870799 998403 539749 622935 396995 107709 952393 780890 568342 ,9442 870799 998403 539749 622935 396995 107709 952393 780890 568342 
754967 176446 353068 531668 95467 615567 227196 541774 762815 428083 ,754967 176446 353068 531668 95467 615567 227196 541774 762815 428083 
523604 522019 79681 393116 299458 198845 993463 667 267696 431503 ,523604 522019 79681 393116 299458 198845 993463 667 267696 431503 
428037 463269 97112 434556 125828 116371 158320 309721 61636 760699 ,428037 463269 97112 434556 125828 116371 158320 309721 61636 760699 
910674 397015 391944 161358 250867 839065 449442 277025 969695 125185 ,910674 397015 391944 161358 250867 839065 449442 277025 969695 125185 
70254 802736 413747 228574 713284 132519 842344 800022 441902 824969 ,70254 802736 413747 228574 713284 132519 842344 800022 441902 824969 
500660 344995 464488 58680 265107 876271 725144 934049 987990 721216 ,500660 344995 464488 58680 265107 876271 725144 934049 987990 721216 
798089 172237 312036 346577 747144 457855 890931 804498 749557 159336 ,798089 172237 312036 346577 747144 457855 890931 804498 749557 159336 
406023 136286 920658 917798 46819 497831 77187 383761 638298 340491 ,406023 136286 920658 917798 46819 497831 77187 383761 638298 340491 
628536 19858 460924 262927 813447 159012 59804 987121 391944 445948 ,628536 19858 460924 262927 813447 159012 59804 987121 391944 445948 
64818 183741 808993 528438 795137 65950 747144 440933 77187 258273 ,64818 183741 808993 528438 795137 65950 747144 440933 77187 258273 
312850 48170 351949 383473 166916 348909 334387 467003 518605 263999 ,312850 48170 351949 383473 166916 348909 334387 467003 518605 263999 
91774 760147 581688 11536 310735 152026 268143 724496 530656 719490 ,91774 760147 581688 11536 310735 152026 268143 724496 530656 719490 
464100 869061 294473 968755 403679 38106 310735 986409 468366 950354 ,464100 869061 294473 968755 403679 38106 310735 986409 468366 950354 
611952 155183 361951 212495 268994 381868 655168 626316 310735 668965 ,611952 155183 361951 212495 268994 381868 655168 626316 310735 668965 
325329 243223 596893 69778 160735 858401 840196 850908 763273 196723 ,325329 243223 596893 69778 160735 858401 840196 850908 763273 196723 
