GT,Result
28395 36652 310749 284023 365197 2945 111515 244351 385669 184630 ,36652 310749 284023 365197 2945 111515 244351 385669 184630 178950 
586 442984 429903 911838 900550 445942 598125 432972 432378 439847 ,586 429903 911838 900550 598125 432972 432378 600110 906009 378228 
48971 201445 37464 197075 347247 101564 17845 796163 200659 912078 ,601394 434719 439581 598666 389505 593986 381896 387484 599091 383315 
17669 879436 607689 901986 897468 378250 902208 445679 436661 899439 ,17669 607689 901986 897468 378250 902208 392461 897343 444067 914619 
10748 400077 256153 736874 347129 286161 118866 66203 97981 323965 ,118866 50705 71152 11373 607032 432409 901226 435770 441983 897436 
47505 443433 904662 603897 435384 606664 608724 606421 446276 445927 ,435384 608724 606421 436210 597362 910864 603900 591748 378877 381750 
31659 361218 253371 316153 200058 40312 366172 836373 256842 174891 ,379619 593294 607184 905211 906860 384657 903269 434764 393174 390108 
9304 308585 294345 479183 156748 677752 349134 102076 759891 186647 ,439361 597806 897415 901910 595532 392077 442513 445633 912473 897442 
22357 168585 390676 321496 442464 385841 445986 607151 609934 911999 ,390676 445986 609934 911999 901298 598114 435770 392115 900560 447239 
10673 53199 25513 241410 206522 788760 213363 251093 153233 56962 ,434392 390805 379614 906853 604887 608363 910655 913542 897005 377321 
40817 165319 300477 387282 77126 63644 267242 308270 262554 118368 ,437482 436141 910655 906111 897005 607375 905424 377525 600310 594837 
29880 136351 33057 219262 163403 110606 225159 49201 180603 311387 ,603454 441835 910655 380335 911000 437482 910550 602281 438468 913560 
14964 99275 362945 432529 898637 605255 903197 910174 898750 437482 ,898637 605255 903197 910174 898750 437482 432901 913542 376165 387849 
13744 598514 596257 913623 385211 376655 606029 380066 902687 594696 ,13744 596257 913623 385211 376655 902687 430915 902208 603809 378500 
12535 903452 596477 606130 429637 430481 391784 605724 429921 438090 ,606130 429637 906891 393165 591715 384769 604236 599540 380445 382904 
45254 280599 261920 379620 897907 914128 897350 905476 909979 595593 ,603900 431415 607055 914103 393648 392115 908992 431013 900929 439238 
36847 979942 696744 811553 734252 969030 525155 662957 898639 593205 ,393566 601210 442539 593722 980373 375797 438981 439939 913249 609201 
29678 914064 378560 378518 437255 380074 385417 897365 897942 603417 ,914064 378518 381880 906036 437132 384292 911322 379990 897921 606651 
16564 208244 393566 602932 441038 439036 602297 383040 384323 441560 ,393566 440287 903716 388565 379990 911916 431948 898206 914657 389090 
30401 902247 434045 913313 393589 609213 436200 901393 592337 384844 ,393589 436200 378174 899760 899041 386700 390279 899934 438959 439051 
20795 120387 256494 469885 18731 829504 294632 277750 79992 694019 ,469885 777070 908577 440917 904662 902654 380781 903589 608724 602169 
40944 76785 8345 8905 978812 138159 699391 143050 34725 4982 ,378516 434408 597000 904639 441891 601051 897496 606381 901855 908688 
39881 131844 287822 302139 195012 284336 211027 137434 146548 193118 ,909335 446227 388539 605510 444843 599444 383284 376586 430003 903711 
44836 133801 509920 217613 384730 271718 914529 431408 904828 393942 ,896767 601939 435581 598678 433114 904866 600028 900859 596439 442530 
4933 269668 152898 83265 9738 50869 6031 104868 267262 74011 ,50869 336664 224965 913247 437206 435770 431933 434973 602857 378877 
4793 256618 463006 330389 313251 157192 21494 176283 35059 630211 ,897932 903258 387744 384806 430477 377357 393654 386141 376228 386136 
11487 330267 47099 313530 319500 92758 353686 230764 77734 269668 ,11487 330267 47099 313530 319500 92758 230764 77734 269668 104868 
18967 596796 905801 607055 378268 906741 594878 386136 388239 447805 ,596796 607055 386136 908992 389712 599820 604364 382992 447265 384760 
1099 597560 594239 440917 439591 446446 445177 430467 601470 436343 ,594239 440917 439591 445177 601470 596209 435384 911968 379679 378516 
15340 251932 311137 67701 42973 173939 582651 319053 348950 302651 ,422377 124062 431407 913310 429972 391760 604600 393537 694911 393122 
44264 61044 219041 67482 639954 524456 319117 50511 223496 542909 ,23763 80260 139908 353686 309742 222253 212227 65646 989953 234376 
14678 6300 297712 121482 311988 253119 219413 118611 233437 300024 ,908497 376281 386707 386300 442535 431407 380353 592620 592329 444903 
24655 137620 280631 759165 624695 135395 226259 80407 153309 596226 ,596226 385249 444111 445633 600338 901910 901346 594239 605573 605678 
7982 77775 676706 902827 430663 262695 27947 48823 819072 96670 ,958625 606401 434728 739874 442983 377413 905707 898004 603875 897435 
47743 379951 433085 446381 439076 444757 440312 900592 384691 911823 ,603831 912999 902180 607169 434697 388593 903944 431403 902879 904773 
42135 915618 94787 47312 109118 191040 606011 107374 8067 299841 ,442983 914588 392749 385394 597592 902180 596430 897532 897603 437856 
15836 64328 853534 269899 133696 165418 82002 18146 318332 5060 ,384303 389495 904321 386187 433569 386691 900640 912567 909960 441945 
38941 620849 369985 47637 54829 894553 45485 172648 352921 213605 ,430892 393929 436204 435685 379905 609110 912567 389495 901357 596864 
34684 267119 310893 207885 198265 908301 911172 443439 370886 606730 ,908301 603297 910183 393079 378199 907878 598125 899076 390303 593562 
34110 144817 924481 87576 436568 439933 376675 911358 383633 605602 ,383633 595171 383862 600021 441140 904251 434697 378925 432299 434700 
